N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_limit,bet_minimum,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_score0,hand_score1,hand_score2,hole,logic,maxBet,minBet,op_chips_max,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tightness
6,3,2,1,0,6,0,2,1,5,0,60000.0,bet,0.75,785,0,867.5067460317197,40,70,1,,,,,,,,,,,,0,8,0,0,0,0,13,8,21,0,3000,20,0.19061684608459473,False,0,6,20180731132217056,Early,0,13,8,8S KC,michael4,20,20,2990,2980,any_called,ml_raise,D,L,0,0,0.18916891534390656,0.39164274129813315,0.28159660229026595,0,none,,"[0, 0, 1, 785]",Deal,1,0,0,10,200,0.2222222222222222,-0.23599999999999996
6,1,0,0,1,2,0,0,0,2,1,349,bet,0.75,2106,0,2215,40,20,1,6D AS KD,1,2,14,2,1,14,14,6,2,13,0,8,0,0,0,0,13,8,21,0,2215,20,0.23378896713256836,False,0,6,20180731132217056,Early,1,13,14,8S KC,michael4,20,20,2195,2195,any_raised,ml_raise,D,L,785,1620,0.7765042979942693,0.4165877736932473,0.9173109655025871,0.5873353826503628,none,0.18916891534390656,"[0, 0, 1, 2106]",Flop,1,0,0,10,200,0.012048192771084338,-0.3380000000000001
6,1,0,0,1,2,0,0,0,2,1,331,bet,0.75,92,0,109,40,20,1,6D AS KD TH,1,2,14,3,1,14,14,6,2,13,0,8,0,0,0,0,13,8,21,0,109,20,0.23883891105651855,False,0,6,20180731132217056,Early,1,13,14,8S KC,michael4,20,20,89,89,any_raised,ml_raise,D,L,2891,5832,0.8006042296072508,0.38215432874571664,0.9341009717842615,0.024099931612981407,none,0.7765042979942693,"[0, 0, 1, 92]",Turn,1,0,0,10,200,0.0034059945504087193,-0.33412098761243963
6,1,0,0,1,2,1,0,0,2,1,308,check,0.75,0,0,17,37,17,1,6D AS KD TH JC,1,2,14,4,1,14,14,6,2,13,0,8,0,0,0,0,13,8,21,0,17,17,0.23587799072265625,False,0,6,20180731132217056,Early,1,13,14,8S KC,michael4,17,17,0,0,any_raised,ml_call,D,L,2983,6016,0.5243506493506493,0.49696275609057144,0.6769802954760746,-0.2762535802566014,none,0.8006042296072508,"[0, 1, 0, 0]",River,1,0,0,10,200,0.0028099173553719006,-0.30562194700373907
6,3,2,0,0,6,0,2,0,6,0,60000.0,fold,0.75,0,0,786.5492162698398,40,70,1,,,,,,,,,,,,0,9,0,0,0,0,13,3,16,0,3025,20,0.1386418342590332,False,0,6,20180731132217056,Early,0,13,3,3C KH,michael4,20,20,3005,2960,any_called,trash,3,L,0,0,0.16001626984126932,0.3666211439992999,0.2458056175371055,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,200,0.2222222222222222,-0.23399999999999996
6,2,1,0,0,6,0,1,0,6,0,60000.0,bet,0.75,786,0,868.5755324073853,40,50,1,,,,,,,,,,,,0,7,1,0,0,0,6,5,11,1,3025,20,0.18821406364440918,False,0,6,20180731132217056,Early,0,6,5,6S 5S,michael4,20,20,3080,2950,any_called,ml_raise,2,E,0,0,0.18713240740740011,0.39001778101172635,0.2791766037261675,0,none,,"[0, 0, 1, 786]",Deal,3,0,0,10,200,0.2857142857142857,-0.23599999999999996
6,1,0,0,1,2,0,0,0,2,1,323,bet,0.75,1799,0,2239,40,20,1,6H TH JD,0,2,11,2,1,11,11,6,2,10,0,7,1,0,0,0,6,5,11,1,2239,20,0.2303929328918457,False,0,6,20180731132217056,Early,1,6,11,6S 5S,michael4,20,20,2294,2294,any_raised,ml_raise,2,E,786,1602,0.5232198142414861,0.4884925044603013,0.692037479877659,0.336087406834086,none,0.18713240740740011,"[0, 0, 1, 1799]",Flop,3,0,0,10,200,0.012180267965895249,-0.3380000000000001
6,1,0,0,1,2,0,0,0,2,1,320,bet,0.75,40,0,440,40,20,1,6H TH JD JS,0,2,11,3,2,11,11,6,2,10,0,7,1,0,0,0,6,5,11,1,440,20,0.24374699592590332,False,0,6,20180731132217056,Early,2,11,6,6S 5S,michael4,20,20,495,495,any_raised,ml_raise,2,E,2585,5200,0.5671875,0.483494663717967,0.7308667313748911,0.04396768575851384,none,0.5232198142414861,"[0, 0, 1, 40]",Turn,3,0,0,10,200,0.003816793893129771,-0.33035459650298704
6,1,0,0,1,2,0,0,0,2,1,326,check,0.75,0,0,400,40,20,1,6H TH JD JS 8C,0,2,11,3,2,11,11,6,2,10,0,7,1,0,0,0,6,5,11,1,400,20,0.2649688720703125,False,0,6,20180731132217056,Early,2,11,6,6S 5S,michael4,20,20,455,455,any_raised,ml_call,2,E,2625,5280,0.6288343558282209,0.47833093331339377,0.7751011628741621,0.06164685582822094,none,0.5671875,"[0, 1, 0, 0]",River,3,0,0,10,200,0.0037593984962406013,-0.30275670176251046
6,1,0,0,0,6,0,0,0,6,0,60000.0,bet,0.75,1779,0,2214.1001587302244,40,30,1,,,,,,,,,,,,1,2,0,0,1,0,14,13,27,0,5700,20,0.19385528564453125,False,0,6,20180731132217056,Early,0,14,13,AS KH,michael4,20,20,2975,435,none,ml_raise,1,E,0,0,0.2884386243386358,0.4530361843476425,0.39444909147598417,0,none,,"[0, 0, 1, 1779]",Deal,4,0,0,10,200,0.4,-0.23399999999999996
