N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_limit,bet_minimum,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_score0,hand_score1,hand_score2,hole,logic,maxBet,minBet,op_chips_max,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tightness
6,2,1,2,0,6,0,1,2,4,0,60000.0,bet,0.75,468,0,992.0996031745608,40,50,1,,,,,,,,,,,,1,6,0,0,0,0,14,3,17,1,3000,20,0.19430303573608398,False,0,6,20180731131146973,Early,0,14,3,AS 3S,michael4,20,20,2990,2980,any_called,ml_raise,D,L,0,0,0.2306998677248536,0.42128071253807553,0.333492361584144,0,none,,"[0, 0, 1, 468]",Deal,1,0,0,10,172,0.2857142857142857,-0.24399999999999997
6,1,1,4,1,6,0,1,4,2,2,60000.0,bet,0.75,808,468,837.3320650793294,259,1205,1,,,,,,,,,,,,1,6,0,0,0,0,14,3,17,1,2532,239,0.2047290802001953,False,0,6,20180731131146973,Early,0,14,3,AS 3S,michael4,707,239,2293,2293,any_reraised,ml_raise,D,L,0,0,0.2306998677248536,0.42128071253807553,0.333492361584144,0,bet/raise/allin,,"[0, 0, 1, 808]",Deal,1,0,1,10,172,0.16551246537396122,-0.24399999999999997
6,2,1,1,0,6,0,1,1,5,0,60000.0,fold,0.75,0,0,827.1898931217314,40,50,1,,,,,,,,,,,,0,9,0,0,0,0,8,4,12,0,3737,20,0.1383068561553955,False,0,6,20180731131146973,Early,0,8,4,4S 8C,michael4,20,20,2990,2273,any_called,trash,3,L,0,0,0.12135132275133302,0.3265351117687573,0.20037281979937227,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,172,0.2857142857142857,-0.24199999999999997
6,2,1,0,0,6,0,1,0,6,0,60000.0,fold,0.75,0,0,1068.332175925901,40,50,1,,,,,,,,,,,,0,9,0,1,0,0,10,8,18,0,3737,20,0.1325521469116211,False,0,6,20180731131146973,Early,0,10,8,TC 8H,michael4,20,20,3080,2263,any_called,trash,2,E,0,0,0.18587962962962296,0.3890095023497204,0.2792419101935558,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,172,0.2857142857142857,-0.23999999999999996
6,1,0,0,0,6,0,0,0,6,0,60000.0,fold,0.75,0,0,1064.192311507919,40,30,1,,,,,,,,,,,,0,9,0,0,0,0,12,8,20,0,3737,20,0.14622092247009277,False,0,6,20180731131146973,Early,0,12,8,QS 8H,michael4,20,20,3060,2253,none,trash,1,E,0,0,0.18477182539682066,0.388112352207898,0.2771425652223004,0,none,,"[1, 0, 0, 0]",Deal,4,0,0,10,172,0.4,-0.23799999999999996
6,2,3,1,1,6,0,3,1,5,1,60000.0,fold,0.75,0,20,959.9934249999986,197,454,1,,,,,,,,,,,,0,9,0,0,0,0,4,3,7,1,3717,177,0.1302030086517334,False,20,6,20180731131146973,Early,0,4,3,4S 3S,michael4,197,177,2980,2213,any_raised,trash,BB,B,0,0,0.15827103174603138,0.3649949482610384,0.24440983953563644,0,none,,"[1, 0, 0, 0]",Deal,5,0,0,10,172,0.24881141045958796,-0.23599999999999996
6,1,1,2,1,6,0,1,2,4,1,60000.0,fold,0.75,0,10,963.8803123015855,55,95,1,,,,,,,,,,,,0,9,0,0,0,0,13,3,16,0,3707,35,0.13529014587402344,False,10,6,20180731131146973,Early,0,13,3,3D KS,michael4,45,35,2950,2168,any_raised,trash,SB,B,0,0,0.16001626984126932,0.3666211439992999,0.2458056175371055,0,none,,"[1, 0, 0, 0]",Deal,6,0,0,10,172,0.19230769230769232,-0.23399999999999996
6,2,1,2,0,6,0,1,2,4,0,60000.0,bet,0.75,917,0,1064.3998342592322,80,100,2,,,,,,,,,,,,0,7,1,0,0,0,6,5,11,1,3707,40,0.18211579322814941,False,0,6,20180731131146973,Early,0,6,5,5H 6H,michael4,40,40,3584,2845,any_called,ml_raise,D,L,0,0,0.18713240740740011,0.39001778101172635,0.2776165326021206,0,none,,"[0, 0, 1, 917]",Deal,7,0,0,20,172,0.2857142857142857,-0.23199999999999996
6,1,0,0,1,2,0,0,0,2,1,366,fold,0.75,0,0,0,80,40,2,AS 8S 9C,1,2,9,1,1,14,14,8,2,14,0,7,1,0,0,0,6,5,11,1,2790,40,0.23459601402282715,False,0,6,20180731131146973,Early,0,14,9,5H 6H,michael4,40,40,2667,2667,any_raised,ml_fold,D,L,917,1894,0.22814207650273224,0.3918574815225509,0.366621522779492,0.04100966909533213,none,0.18713240740740011,"[1, 0, 0, 0]",Flop,7,0,0,20,172,0.020263424518743668,-0.33000000000000007
6,3,2,0,0,6,0,2,0,6,0,60000.0,fold,0.75,0,0,678.11134523811,80,140,2,,,,,,,,,,,,0,9,0,0,0,0,6,2,8,1,2790,40,0.12986493110656738,False,0,6,20180731131146973,Early,0,6,2,2C 6C,michael4,40,40,4561,2088,any_called,trash,3,L,0,0,0.14305066137566666,0.3501245059341762,0.22357929774052718,0,none,,"[1, 0, 0, 0]",Deal,8,0,0,20,172,0.2222222222222222,-0.22999999999999995
6,2,1,0,0,6,0,1,0,6,0,60000.0,fold,0.75,0,0,631.3463690476426,80,100,2,,,,,,,,,,,,0,9,0,0,0,0,5,3,8,0,2790,40,0.1317598819732666,False,0,6,20180731131146973,Early,0,5,3,5S 3D,michael4,40,40,4481,2028,any_called,trash,2,E,0,0,0.1262890211640296,0.3321748098478584,0.20335357704873275,0,none,,"[1, 0, 0, 0]",Deal,9,0,0,20,172,0.2857142857142857,-0.23199999999999996
6,1,0,0,0,6,0,0,0,6,0,60000.0,bet,0.75,1120,0,1175.0158809524771,80,60,2,,,,,,,,,,,,1,2,0,0,1,0,14,13,27,1,2790,40,0.20579195022583008,False,0,6,20180731131146973,Early,0,14,13,KH AH,michael4,40,40,4441,2008,none,ml_raise,1,E,0,0,0.32115264550267997,0.4669192904446227,0.43041175946672167,0,none,,"[0, 0, 1, 1120]",Deal,10,0,0,20,172,0.4,-0.23399999999999996
