tableNumber,game_id,round_id,smallBlind,roundName,playerName,isHuman,isOnline,chips,reloadCount,position,cards,board,roundBet,bet,action,amount
29,20180731120850287,1,10,Deal,811adad9abf3310457c50177e1cdcacf,False,True,3000,0,1,,,0,0,fold,0
29,20180731120850287,1,10,Deal,904f9e2b57149c04dce808b1ee9fa41c,False,True,2980,0,2,,,0,20,call,20
29,20180731120850287,1,10,Deal,d761d03dec0ae6e6670771828caf5bbe,False,True,3000,0,3,,,0,0,fold,0
29,20180731120850287,1,10,Deal,a3fd50ca3ae279d8bd0f847fb7d959ad,False,True,980,0,4,,,0,2020,bet,2020
29,20180731120850287,1,10,Deal,1f5d31178f1710d4e462ea6132907446,False,True,3000,0,D,,,0,0,fold,0
29,20180731120850287,1,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,2990,0,SB,3H 9C,,0,10,fold,0
29,20180731120850287,1,10,Deal,8150c49b344f223e174007157849a5c6,False,True,2980,0,BB,,,0,20,fold,0
29,20180731120850287,1,10,Deal,904f9e2b57149c04dce808b1ee9fa41c,False,True,980,0,2,,,0,2020,call,2000
29,20180731120850287,1,10,Flop,904f9e2b57149c04dce808b1ee9fa41c,False,True,980,0,2,,4S KH 5S,2020,0,fold,0
29,20180731120850287,1,10,Flop,a3fd50ca3ae279d8bd0f847fb7d959ad,False,True,980,0,4,,4S KH 5S,2020,0,call,0
29,20180731120850287,2,10,Deal,904f9e2b57149c04dce808b1ee9fa41c,False,True,980,0,1,,,0,0,fold,0
29,20180731120850287,2,10,Deal,d761d03dec0ae6e6670771828caf5bbe,False,True,2980,0,2,,,0,20,call,20
29,20180731120850287,2,10,Deal,a3fd50ca3ae279d8bd0f847fb7d959ad,False,True,5050,0,3,,,0,0,fold,0
29,20180731120850287,2,10,Deal,1f5d31178f1710d4e462ea6132907446,False,True,3000,0,4,,,0,0,fold,0
29,20180731120850287,2,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,2231,0,D,KS JD,,0,759,bet,759
29,20180731120850287,2,10,Deal,8150c49b344f223e174007157849a5c6,False,True,2970,0,SB,,,0,10,fold,0
29,20180731120850287,2,10,Deal,811adad9abf3310457c50177e1cdcacf,False,True,2241,0,BB,,,0,759,call,739
29,20180731120850287,2,10,Deal,d761d03dec0ae6e6670771828caf5bbe,False,True,2241,0,2,,,0,759,call,739
29,20180731120850287,2,10,Flop,811adad9abf3310457c50177e1cdcacf,False,True,2221,0,BB,,AC QD AH,759,20,bet,20
29,20180731120850287,2,10,Flop,d761d03dec0ae6e6670771828caf5bbe,False,True,2241,0,2,,AC QD AH,759,0,fold,0
29,20180731120850287,2,10,Flop,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,2211,0,D,KS JD,AC QD AH,759,20,call,20
29,20180731120850287,2,10,Turn,811adad9abf3310457c50177e1cdcacf,False,True,2201,0,BB,,AC QD AH JC,779,20,bet,20
29,20180731120850287,2,10,Turn,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,217,0,D,KS JD,AC QD AH JC,779,1994,bet,1994
29,20180731120850287,2,10,Turn,811adad9abf3310457c50177e1cdcacf,False,True,227,0,BB,,AC QD AH JC,779,1994,call,1974
29,20180731120850287,2,10,River,811adad9abf3310457c50177e1cdcacf,False,True,207,0,BB,,AC QD AH JC 3C,2773,20,bet,20
29,20180731120850287,2,10,River,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,106,0,D,KS JD,AC QD AH JC 3C,2773,111,bet,111
29,20180731120850287,2,10,River,811adad9abf3310457c50177e1cdcacf,False,True,116,0,BB,,AC QD AH JC 3C,2773,111,call,91
29,20180731120850287,3,10,Deal,d761d03dec0ae6e6670771828caf5bbe,False,True,2221,0,1,,,0,20,call,20
29,20180731120850287,3,10,Deal,a3fd50ca3ae279d8bd0f847fb7d959ad,False,True,5050,0,2,,,0,0,fold,0
29,20180731120850287,3,10,Deal,1f5d31178f1710d4e462ea6132907446,False,True,3000,0,3,,,0,0,fold,0
29,20180731120850287,3,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,106,0,4,JC 6C,,0,0,fold,0
29,20180731120850287,3,10,Deal,8150c49b344f223e174007157849a5c6,False,True,2950,0,D,,,0,20,call,20
29,20180731120850287,3,10,Deal,811adad9abf3310457c50177e1cdcacf,False,True,6633,0,SB,,,0,20,call,10
29,20180731120850287,3,10,Deal,904f9e2b57149c04dce808b1ee9fa41c,False,True,960,0,BB,,,0,20,fold,0
29,20180731120850287,3,10,Flop,811adad9abf3310457c50177e1cdcacf,False,True,6633,0,SB,,TC 5D KC,20,0,fold,0
29,20180731120850287,3,10,Flop,d761d03dec0ae6e6670771828caf5bbe,False,True,2201,0,1,,TC 5D KC,20,20,bet,20
29,20180731120850287,3,10,Flop,8150c49b344f223e174007157849a5c6,False,True,2930,0,D,,TC 5D KC,20,20,call,20
29,20180731120850287,3,10,Turn,d761d03dec0ae6e6670771828caf5bbe,False,True,2181,0,1,,TC 5D KC 4C,40,20,bet,20
29,20180731120850287,3,10,Turn,8150c49b344f223e174007157849a5c6,False,True,2910,0,D,,TC 5D KC 4C,40,20,call,20
29,20180731120850287,3,10,River,d761d03dec0ae6e6670771828caf5bbe,False,True,2161,0,1,,TC 5D KC 4C 2D,60,20,bet,20
29,20180731120850287,3,10,River,8150c49b344f223e174007157849a5c6,False,True,2890,0,D,,TC 5D KC 4C 2D,60,20,call,20
29,20180731120850287,4,10,Deal,a3fd50ca3ae279d8bd0f847fb7d959ad,False,True,5050,0,1,,,0,0,fold,0
29,20180731120850287,4,10,Deal,1f5d31178f1710d4e462ea6132907446,False,True,3000,0,2,,,0,0,fold,0
29,20180731120850287,4,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,106,0,3,2S TH,,0,0,fold,0
29,20180731120850287,4,10,Deal,8150c49b344f223e174007157849a5c6,False,True,2890,0,4,,,0,0,fold,0
29,20180731120850287,4,10,Deal,811adad9abf3310457c50177e1cdcacf,False,True,6633,0,D,,,0,0,fold,0
29,20180731120850287,4,10,Deal,904f9e2b57149c04dce808b1ee9fa41c,False,True,950,0,SB,,,0,10,fold,0
29,20180731120850287,4,10,Deal,d761d03dec0ae6e6670771828caf5bbe,False,True,2341,0,BB,,,0,20,call,0
29,20180731120850287,5,10,Deal,1f5d31178f1710d4e462ea6132907446,False,True,3000,0,1,,,0,0,fold,0
29,20180731120850287,5,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,106,0,2,TC TS,,0,0,fold,0
29,20180731120850287,5,10,Deal,8150c49b344f223e174007157849a5c6,False,True,2870,0,3,,,0,20,call,20
29,20180731120850287,5,10,Deal,811adad9abf3310457c50177e1cdcacf,False,True,6633,0,4,,,0,0,fold,0
29,20180731120850287,5,10,Deal,904f9e2b57149c04dce808b1ee9fa41c,False,True,950,0,D,,,0,0,fold,0
29,20180731120850287,5,10,Deal,d761d03dec0ae6e6670771828caf5bbe,False,True,2351,0,SB,,,0,20,call,10
29,20180731120850287,5,10,Deal,a3fd50ca3ae279d8bd0f847fb7d959ad,False,True,5030,0,BB,,,0,20,fold,0
29,20180731120850287,5,10,Flop,d761d03dec0ae6e6670771828caf5bbe,False,True,2331,0,SB,,JS 4D 8C,20,20,bet,20
29,20180731120850287,5,10,Flop,8150c49b344f223e174007157849a5c6,False,True,2850,0,3,,JS 4D 8C,20,20,call,20
29,20180731120850287,5,10,Turn,d761d03dec0ae6e6670771828caf5bbe,False,True,2311,0,SB,,JS 4D 8C QH,40,20,bet,20
29,20180731120850287,5,10,Turn,8150c49b344f223e174007157849a5c6,False,True,2830,0,3,,JS 4D 8C QH,40,20,call,20
29,20180731120850287,5,10,River,d761d03dec0ae6e6670771828caf5bbe,False,True,2291,0,SB,,JS 4D 8C QH 4S,60,20,bet,20
29,20180731120850287,5,10,River,8150c49b344f223e174007157849a5c6,False,True,2810,0,3,,JS 4D 8C QH 4S,60,20,call,20
