N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_limit,bet_minimum,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_score0,hand_score1,hand_score2,hole,logic,maxBet,minBet,op_chips_max,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tightness
6,2,1,0,0,6,0,1,0,6,0,60000.0,bet,0.75,559,0,1077.6190476190134,40,50,1,,,,,,,,,,,,1,5,0,0,1,0,14,11,25,0,3000,20,0.269819974899292,False,0,6,20180731135156289,Early,0,14,11,JC AS,michael4,20,20,3000,2980,any_called,ml_raise,2,E,0,0,0.2592063492063377,0.43819906177154216,0.3608685315373355,0,none,,"[0, 0, 1, 559]",Deal,1,0,0,10,267,0.2857142857142857,-0.23199999999999996
6,1,0,0,1,3,0,0,0,3,1,325,fold,0.75,0,0,0,40,20,1,8H 3S 2S,0,2,3,0,1,8,8,2,2,3,1,5,0,0,1,0,14,11,25,0,2441,20,0.3323180675506592,False,0,6,20180731135156289,Early,0,14,11,JC AS,michael4,20,20,2441,2421,any_raised,ml_fold,2,E,559,1707,0.28615384615384615,0.44682707826386536,0.447956310686974,0.02694749694750842,none,0.2592063492063377,"[1, 0, 0, 0]",Flop,1,0,0,10,267,0.011448196908986834,-0.3580000000000001
6,1,0,0,0,6,0,0,0,6,0,60000.0,fold,0.75,0,0,601.3529424603353,40,30,1,,,,,,,,,,,,0,9,1,0,0,0,6,5,11,0,2441,20,0.1393139362335205,False,0,6,20180731135156289,Early,0,6,5,6D 5S,michael4,20,20,4158,2421,none,trash,1,E,0,0,0.14635515873016602,0.35346191625581663,0.22765139946900384,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,267,0.4,-0.22999999999999995
6,1,1,2,2,6,0,1,2,4,2,60000.0,fold,0.75,0,20,685.5308083333173,1494,2291,1,,,,,,,,,,,,0,9,0,0,0,0,11,8,19,0,2421,1474,0.12572026252746582,False,20,6,20180731135156289,Early,0,11,8,8C JS,michael4,1494,1474,2594,2243,any_raised,trash,BB,B,0,0,0.18316018518517854,0.38679779180873003,0.2728972728848039,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,267,0.3861885790172643,-0.23199999999999996
6,4,3,1,0,6,0,3,1,5,0,60000.0,fold,0.75,0,10,677.4351898147982,30,90,1,,,,,,,,,,,,0,9,0,0,0,0,11,4,15,1,2411,10,0.16060590744018555,False,10,6,20180731135156289,Early,0,11,4,4S JS,michael4,20,10,3070,847,any_called,trash,SB,B,0,0,0.18097685185184495,0.38499900122680875,0.2710666181389182,0,none,,"[1, 0, 0, 0]",Deal,4,0,0,10,267,0.0,-0.23399999999999996
6,2,2,0,1,6,0,2,0,6,1,60000.0,fold,0.75,0,0,598.4360321428724,60,130,1,,,,,,,,,,,,0,9,0,0,0,0,9,6,15,0,2411,40,0.1366589069366455,False,0,6,20180731135156289,Early,0,9,6,6D 9C,michael4,40,40,7504,817,any_raised,trash,D,L,0,0,0.14821071428572058,0.35530873681438946,0.23206357617391649,0,none,,"[1, 0, 0, 0]",Deal,5,0,0,10,267,0.23529411764705882,-0.23599999999999996
6,3,2,0,0,6,0,2,0,6,0,60000.0,fold,0.75,0,0,579.9861416666917,40,70,1,,,,,,,,,,,,0,9,0,0,0,0,11,4,15,0,2411,20,0.14788079261779785,False,0,6,20180731135156289,Early,0,11,4,4C JH,michael4,20,20,7464,767,any_called,trash,3,L,0,0,0.1405583333333437,0.34756537264793275,0.22327889202355167,0,none,,"[1, 0, 0, 0]",Deal,6,0,0,10,267,0.2222222222222222,-0.23799999999999996
4,1,0,0,0,4,0,0,0,4,0,60000.0,bet,0.75,725,0,839.3839095237196,80,60,2,,,,,,,,,,,,0,8,1,0,0,0,8,7,15,0,2411,40,0.19810104370117188,False,0,6,20180731135156289,Late,0,8,7,8H 7S,michael4,40,40,7444,3030,none,ml_raise,1,E,0,0,0.2481476190475817,0.4319379332827784,0.25678637771323726,0,none,,"[0, 0, 1, 725]",Deal,7,0,0,20,267,0.4,-0.01999999999999995
4,1,0,2,1,4,0,0,2,2,2,60000.0,fold,0.75,0,725,586.9768857142228,765,2195,2,,,,,,,,,,,,0,8,1,0,0,0,8,7,15,0,1686,725,0.18580985069274902,False,0,6,20180731135156289,Late,0,8,7,8H 7S,michael4,1450,725,1620,1620,any_reraised,ml_fold,1,E,0,0,0.2481476190475817,0.4319379332827784,0.25678637771323726,0,bet/raise/allin,,"[1, 0, 0, 0]",Deal,7,0,1,20,267,0.2482876712328767,-0.01999999999999995
4,3,2,1,0,4,0,2,1,3,0,60000.0,bet,0.75,672,40,704.7698448411969,40,120,2,,,,,,,,,,,,0,7,0,1,1,0,12,10,22,0,1646,0,0.18050503730773926,False,40,6,20180731135156289,Late,0,12,10,TH QD,michael4,40,0,5015,3775,any_called,ml_raise,BB,B,0,0,0.3281712301586859,0.4695475203372079,0.33850127560610443,0,none,,"[0, 0, 1, 672]",Deal,8,0,0,20,267,-0.3333333333333333,-0.02199999999999995
4,0,0,0,0,2,0,0,0,2,0,88,check,0.75,0,0,0,40,0,2,4H 4S JD,0,0,0,1,2,4,11,4,1,11,0,7,0,1,1,0,12,10,22,0,974,0,0.21701407432556152,True,0,6,20180731135156289,Late,1,4,12,TH QD,michael4,0,40,4343,4343,none,ml_call,BB,B,712,1464,0.4715909090909091,0.4905814879110214,0.6572904339504463,0.14341967893222324,none,0.3281712301586859,"[0, 1, 0, 0]",Flop,8,0,0,20,267,0.0,-0.3720000000000001
4,3,2,0,0,4,0,2,0,4,0,60000.0,bet,0.75,791,20,829.9108535712962,60,140,2,,,,,,,,,,,,0,9,0,0,0,0,11,2,13,1,2418,20,0.21343016624450684,False,20,6,20180731135156289,Late,0,11,2,2S JS,michael4,40,20,7404,3735,any_called,ml_raise,SB,B,0,0,0.24322202380946906,0.42902805379543085,0.25351869710055935,0,none,,"[0, 0, 1, 791]",Deal,9,0,0,20,267,0.0,-0.023999999999999952
4,2,1,0,0,4,0,1,0,4,0,60000.0,bet,0.75,712,0,869.4073555553967,80,100,2,,,,,,,,,,,,0,9,0,0,0,0,13,2,15,0,2558,40,0.1809539794921875,False,0,6,20180731135156289,Late,0,13,2,2D KH,michael4,40,40,7364,3695,any_called,ml_raise,D,L,0,0,0.2398777777777157,0.42700869956728116,0.24927196916819588,0,none,,"[0, 0, 1, 712]",Deal,10,0,0,20,267,0.2857142857142857,-0.02199999999999995
4,1,0,0,0,4,0,0,0,4,0,60000.0,bet,0.75,962,0,1103.8515873014671,160,120,3,,,,,,,,,,,,0,9,0,0,0,0,9,4,13,1,3350,80,0.194382905960083,False,0,6,20180731135156289,Late,0,9,4,9D 4D,michael4,80,80,7324,3591,none,ml_raise,1,E,0,0,0.22950793650790066,0.4205164010924973,0.2379182645297506,0,none,,"[0, 0, 1, 962]",Deal,11,0,0,40,267,0.4,-0.01999999999999995
4,4,3,0,0,4,0,3,0,4,0,60000.0,bet,0.75,1466,80,1539.1797261902677,80,320,3,,,,,,,,,,,,1,6,0,0,0,0,14,8,22,1,3390,0,0.3675251007080078,False,80,6,20180731135156289,Late,0,14,8,AC 8C,michael4,80,0,7244,3511,any_called,ml_raise,BB,B,0,0,0.3540353174602559,0.4782199404573922,0.3626432763884889,0,none,,"[0, 0, 1, 1466]",Deal,12,0,0,40,267,-0.25,-0.017999999999999947
4,1,4,1,1,4,0,4,1,3,2,60000.0,fold,0.75,0,1546,873.5639507935324,1626,6264,3,,,,,,,,,,,,1,6,0,0,0,0,14,8,22,1,1924,1546,0.22063708305358887,False,0,6,20180731135156289,Late,0,14,8,AC 8C,michael4,3092,1546,2045,523,any_reraised,ml_fold,BB,B,0,0,0.3540353174602559,0.4782199404573922,0.3626432763884889,0,bet/raise/allin,,"[1, 0, 0, 0]",Deal,12,0,1,40,267,0.19795134443021767,-0.017999999999999947
