N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_limit,bet_minimum,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_score0,hand_score1,hand_score2,hole,logic,maxBet,minBet,op_chips_max,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tightness
8,3,2,2,0,8,0,2,2,6,0,60000.0,fold,0.75,0,0,553.3374999999996,40,70,1,,,,,,,,,,,,0,9,0,0,0,0,4,2,6,0,3000,20,0.13411617279052734,False,0,8,20180731124707974,Early,0,4,2,4D 2H,michael4,20,20,3000,2980,any_called,trash,5,L,0,0,0.08444583333333318,0.27805527250165946,0.22792235394418947,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,120,0.2222222222222222,-0.516
8,2,1,1,1,8,0,1,1,7,1,60000.0,fold,0.75,0,0,616.1763888888853,65,120,1,,,,,,,,,,,,0,9,0,1,0,0,6,4,10,0,3000,45,0.14251399040222168,False,0,8,20180731124707974,Early,0,6,4,4D 6H,michael4,45,45,2990,2935,any_raised,trash,4,M,0,0,0.10539212962962843,0.3070580216209308,0.2638340687860288,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,120,0.2727272727272727,-0.516
8,3,2,0,0,8,0,2,0,8,0,60000.0,fold,0.75,0,0,932.8069444444786,40,70,1,,,,,,,,,,,,1,3,0,0,1,0,14,12,26,0,3000,20,0.1962590217590332,False,0,8,20180731124707974,Early,0,14,12,QC AD,michael4,20,20,5365,1870,any_called,ml_fold,3,M,0,0,0.21093564814815954,0.4079727938091894,0.42144960975370127,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,120,0.2222222222222222,-0.516
8,2,1,0,0,8,0,1,0,8,0,60000.0,fold,0.75,0,0,677.970833333328,40,50,1,,,,,,,,,,,,0,9,0,0,0,0,10,7,17,0,3000,20,0.15870189666748047,False,0,8,20180731124707974,Early,0,10,7,7S TH,michael4,20,20,5365,2070,any_called,trash,2,E,0,0,0.125990277777776,0.3318384059798607,0.29788257207534385,0,none,,"[1, 0, 0, 0]",Deal,4,0,0,10,120,0.2857142857142857,-0.518
8,1,0,0,0,8,0,0,0,8,0,60000.0,bet,0.75,458,0,875.9541666666802,40,30,1,,,,,,,,,,,,1,6,0,0,0,0,14,5,19,1,3000,20,0.21553826332092285,False,0,8,20180731124707974,Early,0,14,5,AD 5D,michael4,20,20,5365,2070,none,ml_raise,1,E,0,0,0.19198472222222668,0.3938611286424203,0.3967925091162853,0,none,,"[0, 0, 1, 458]",Deal,5,0,0,10,120,0.4,-0.52
8,1,0,6,1,8,0,0,6,2,2,60000.0,fold,0.75,0,458,742.2251638889003,802,1728,1,,,,,,,,,,,,1,6,0,0,0,0,14,5,19,1,2542,782,0.18451786041259766,False,0,8,20180731124707974,Early,0,14,5,AD 5D,michael4,1240,782,830,830,any_reraised,ml_fold,1,E,0,0,0.19198472222222668,0.3938611286424203,0.3967925091162853,0,bet/raise/allin,,"[1, 0, 0, 0]",Deal,5,0,1,10,120,0.3115537848605578,-0.52
8,4,3,4,0,8,0,3,4,4,0,60000.0,check,0.75,0,20,543.438458333336,20,80,1,,,,,,,,,,,,0,9,0,0,0,0,6,2,8,1,2522,0,0.1434040069580078,False,20,8,20180731124707974,Early,0,6,2,2H 6H,michael4,20,0,2950,2300,any_called,trash,BB,B,0,0,0.1154791666666677,0.31959932530066404,0.2823100144736143,0,none,,"[0, 1, 0, 0]",Deal,6,0,0,10,120,-0.25,-0.522
8,1,0,0,1,4,0,0,0,4,1,341,fold,0.75,0,0,0,40,20,1,TC 6S QH,0,0,0,2,1,12,12,6,1,10,0,9,0,0,0,0,6,2,8,1,2522,20,0.2496492862701416,False,0,8,20180731124707974,Early,1,6,12,2H 6H,michael4,20,20,2950,2280,any_raised,ml_fold,BB,B,20,80,0.20674486803519063,0.4022462107796246,0.30717765053997287,0.09126570136852293,none,0.1154791666666677,"[1, 0, 0, 0]",Flop,6,0,0,10,120,0.16666666666666666,-0.248
8,4,3,2,1,8,0,3,2,6,1,60000.0,fold,0.75,0,10,623.9028814814855,650,2590,1,,,,,,,,,,,,0,9,0,0,0,0,12,3,15,1,2512,630,0.14707207679748535,False,10,8,20180731124707974,Early,0,12,3,3D QD,michael4,640,630,5345,1760,any_raised,trash,SB,B,0,0,0.14836898148148306,0.35546536654874045,0.3346328335530231,0,none,,"[1, 0, 0, 0]",Deal,7,0,0,10,120,0.19254658385093168,-0.524
8,2,1,4,0,8,0,1,4,4,0,60000.0,bet,0.75,690,0,804.2784370370467,40,50,1,,,,,,,,,,,,0,6,0,0,1,0,13,10,23,1,2512,20,0.19089794158935547,False,0,8,20180731124707974,Early,0,13,10,KH TH,michael4,20,20,5335,1063,any_called,ml_raise,D,L,0,0,0.22017453703704087,0.41436422417670854,0.43813011895398957,0,none,,"[0, 0, 1, 690]",Deal,8,0,0,10,120,0.2857142857142857,-0.526
