N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_limit,bet_minimum,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_score0,hand_score1,hand_score2,hole,logic,maxBet,minBet,op_chips_max,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tightness
5,3,2,1,0,5,0,2,1,4,0,60000.0,fold,0.75,0,10,811.7197420633992,30,70,1,,,,,,,,,,,,0,9,0,0,0,0,11,4,15,0,2990,10,0.18192195892333984,False,10,5,20180731134902496,Early,0,11,4,JH 4D,michael4,20,10,2980,2980,any_called,trash,SB,B,0,0,0.17147817460314355,0.3769262663146698,0.21294006389775721,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,259,0.0,-0.10999999999999993
5,2,1,1,0,5,0,1,1,4,0,60000.0,bet,0.75,432,0,1160.5384417985556,40,50,1,,,,,,,,,,,,0,6,0,0,1,0,13,11,24,0,2990,20,0.1795940399169922,False,0,5,20180731134902496,Early,0,13,11,JH KD,michael4,20,20,3120,2900,any_called,ml_raise,D,L,0,0,0.2881399470898179,0.45289658640896696,0.33886436476762216,0,none,,"[0, 0, 1, 432]",Deal,2,0,0,10,259,0.2857142857142857,-0.11199999999999993
5,2,2,1,2,5,0,2,1,4,3,60000.0,fold,0.75,0,432,992.8619846557542,1316,4752,1,,,,,,,,,,,,0,6,0,0,1,0,13,11,24,0,2558,1296,0.17032909393310547,False,0,5,20180731134902496,Early,0,13,11,JH KD,michael4,1728,1296,2266,1192,any_reraised,ml_fold,D,L,0,0,0.2881399470898179,0.45289658640896696,0.33886436476762216,0,bet/raise/allin,,"[1, 0, 0, 0]",Deal,2,0,1,10,259,0.21428571428571427,-0.11199999999999993
5,2,1,0,0,5,0,1,0,5,0,60000.0,fold,0.75,0,0,562.3996468254135,40,50,1,,,,,,,,,,,,0,9,0,0,0,0,3,2,5,0,2558,20,0.1270890235900879,False,0,5,20180731134902496,Early,0,3,2,3S 2H,michael4,20,20,6888,1122,any_called,trash,2,E,0,0,0.11985912698413352,0.3247967312993388,0.1568859543522581,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,259,0.2857142857142857,-0.11399999999999993
3,2,1,1,0,3,0,1,1,2,0,60000.0,bet,0.75,1218,20,1350.8093749996963,20,50,1,,,,,,,,,,,,1,7,0,0,0,0,14,9,23,0,2538,0,0.18473601341247559,False,20,5,20180731134902496,Late,0,14,9,AC 9D,michael4,20,0,1072,1072,any_called,ml_raise,BB,B,0,0,0.43223379629617664,0.4953864568552232,0.3807136047832334,0,none,,"[0, 0, 1, 1218]",Deal,4,0,0,10,259,-0.4,0.10400000000000006
3,2,1,0,0,3,0,1,0,3,0,60000.0,bet,0.75,847,20,1271.0446777774962,60,100,2,,,,,,,,,,,,1,7,0,0,0,0,14,4,18,0,2568,20,0.19057488441467285,False,20,5,20180731134902496,Late,0,14,4,4C AS,michael4,40,20,11300,1032,any_called,ml_raise,SB,B,0,0,0.39495509259248296,0.48884104515450233,0.3450933059867237,0,none,,"[0, 0, 1, 847]",Deal,5,0,0,20,259,0.0,0.10200000000000006
3,0,0,0,0,3,0,0,0,3,0,52,bet,0.75,1385,0,1721,40,0,2,9D 3S AD,1,0,0,1,1,14,14,3,2,14,1,7,0,0,0,0,14,4,18,0,1721,0,0.20836496353149414,True,0,5,20180731134902496,Late,1,14,9,4C AS,michael4,0,40,10473,205,none,ml_raise,SB,B,867,2601,0.7115384615384616,0.4530468842072979,0.8701048710110159,0.3165833689459786,none,0.39495509259248296,"[0, 0, 1, 1385]",Flop,5,0,0,20,259,0.0,-0.3500000000000001
3,1,0,1,1,3,0,0,1,2,2,415,check,0.75,0,1385,336,376,3106,2,9D 3S AD,1,0,0,1,1,14,14,3,2,14,1,7,0,0,0,0,14,4,18,0,336,336,0.2142019271850586,False,0,5,20180731134902496,Late,1,14,9,4C AS,michael4,3223,1838,7250,7250,any_reraised,ml_call,SB,B,867,2601,0.727710843373494,0.4424230252325429,0.8835091169414035,0.33275575078101105,bet/raise/allin,0.39495509259248296,"[0, 1, 0, 0]",Flop,5,0,1,20,259,0.055601522422637766,-0.3500000000000001
3,1,0,0,0,3,0,0,0,3,0,60000.0,bet,0.75,2217,0,2328.9582115735693,80,60,2,,,,,,,,,,,,0,9,0,1,0,0,7,5,12,0,6043,40,0.18246197700500488,False,0,5,20180731134902496,Late,0,7,5,7C 5H,michael4,40,40,8712,185,none,ml_raise,D,L,0,0,0.2853976851851016,0.45160363868782905,0.2402373213163187,0,none,,"[0, 0, 1, 2217]",Deal,6,0,0,20,259,0.4,0.10000000000000006
3,1,0,0,1,2,0,0,0,2,1,330,check,0.75,0,0,0,80,40,2,JH KD 5D,0,0,0,2,1,13,13,5,2,13,0,9,0,1,0,0,7,5,12,0,3826,40,0.22375273704528809,False,0,5,20180731134902496,Late,1,5,13,7C 5H,michael4,40,40,6495,6495,any_raised,ml_call,D,L,2217,4454,0.47575757575757577,0.49022586200234397,0.6515505853518775,0.19035989057247416,none,0.2853976851851016,"[0, 1, 0, 0]",Flop,6,0,0,20,259,0.00882223202470225,-0.3520000000000001
