N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_limit,bet_minimum,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_score0,hand_score1,hand_score2,hole,logic,maxBet,minBet,op_chips_max,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tightness
9,1,3,3,2,9,1,3,3,6,2,60000.0,fold,0.75,0,20,558.8438148148377,3000,5110,1,,,,,,,,,,,,0,9,0,0,0,0,7,4,11,0,2980,2980,0.1662919521331787,False,20,9,20180731120012264,Early,0,7,4,4C 7S,michael3,3000,2980,2980,0,any_raised,trash,BB,B,0,0,0.08753148148148918,0.28261231613492166,0.26444679138195015,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,4,0.3658838071693449,-0.626
6,2,1,3,0,6,0,1,3,3,0,60000.0,check,0.75,0,10,737.1858214285901,30,50,1,,,,,,,,,,,,0,9,0,0,0,0,9,6,15,0,2970,10,0.15872597694396973,False,10,9,20180731120012264,Early,0,9,6,9D 6H,michael3,20,10,2980,2960,any_called,trash,SB,B,0,0,0.14821071428572058,0.35530873681438946,0.25338210038277986,0,none,,"[0, 1, 0, 0]",Deal,2,0,0,10,4,0.0,-0.29600000000000004
6,0,0,0,0,3,0,0,0,3,0,196,check,0.75,0,0,0,20,0,1,8D TH 5H,0,0,0,1,1,10,10,5,2,10,0,9,0,0,0,0,9,6,15,0,2960,0,0.25074005126953125,True,0,9,20180731120012264,Early,0,10,9,9D 6H,michael3,0,20,2980,2960,none,ml_fold,SB,B,20,60,0.26785714285714285,0.4385010413503099,0.37768214279907275,0.11964642857142227,none,0.14821071428572058,"[0, 1, 0, 0]",Flop,2,0,0,10,4,0.0,-0.248
6,1,1,0,1,3,0,2,0,3,1,537,fold,0.75,0,0,0,40,20,1,8D TH 5H,0,0,0,1,1,10,10,5,2,10,0,9,0,0,0,0,9,6,15,0,2960,20,0.23918414115905762,False,0,9,20180731120012264,Early,0,10,9,9D 6H,michael3,20,20,2960,2960,any_raised,ml_fold,SB,B,20,60,0.25884543761638734,0.43013535071437864,0.36746957266916747,0.11063472333066676,check/call,0.14821071428572058,"[1, 0, 0, 0]",Flop,2,1,0,10,4,0.2,-0.248
6,1,0,3,0,6,0,0,3,3,0,60000.0,fold,0.75,0,0,748.5381904762019,40,30,1,,,,,,,,,,,,0,9,0,1,0,0,8,6,14,0,2960,20,0.14995718002319336,False,0,9,20180731120012264,Early,0,8,6,8H 6S,michael3,20,20,3050,2980,all_folded,trash,D,L,0,0,0.15288452380952766,0.3598761539600278,0.2594078653816959,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,4,0.4,-0.29600000000000004
6,2,1,1,0,6,0,1,1,5,0,60000.0,fold,0.75,0,0,689.4959788360151,40,50,1,,,,,,,,,,,,0,9,0,0,0,0,10,4,14,0,2960,20,0.15219402313232422,False,0,9,20180731120012264,Early,0,10,4,4H TS,michael3,20,20,3141,2909,any_called,trash,3,L,0,0,0.13293783068784293,0.33950753137427353,0.23411107503737644,0,none,,"[1, 0, 0, 0]",Deal,4,0,0,10,4,0.2857142857142857,-0.29800000000000004
6,1,0,1,0,6,0,0,1,5,0,60000.0,fold,0.75,0,0,712.0526666666974,40,30,1,,,,,,,,,,,,0,9,0,0,0,0,11,4,15,0,2960,20,0.1604900360107422,False,0,9,20180731120012264,Early,0,11,4,4C JH,michael3,20,20,12030,2879,all_folded,trash,2,E,0,0,0.1405583333333437,0.34756537264793275,0.24482794512772355,0,none,,"[1, 0, 0, 0]",Deal,5,0,0,10,4,0.4,-0.30000000000000004
6,1,0,0,0,6,0,0,0,6,0,60000.0,bet,0.75,1012,0,1063.2507936507598,40,30,1,,,,,,,,,,,,1,5,0,0,1,0,14,11,25,0,2960,20,0.22946810722351074,False,0,9,20180731120012264,Early,0,14,11,AC JS,michael3,20,20,12020,2669,none,ml_raise,1,E,0,0,0.2592063492063377,0.43819906177154216,0.39154246586134345,0,none,,"[0, 0, 1, 1012]",Deal,6,0,0,10,4,0.4,-0.30200000000000005
6,4,3,2,0,6,0,3,2,4,0,60000.0,bet,0.75,1040,40,1092.304616401912,40,180,2,,,,,,,,,,,,0,3,0,0,0,1,9,9,18,0,2950,0,0.19696903228759766,False,40,9,20180731120012264,Early,1,9,0,9C 9S,michael3,40,0,3421,2629,any_called,ml_raise,BB,B,0,0,0.270272751322682,0.44410065437370133,0.40350294763479244,0,none,,"[0, 0, 1, 1040]",Deal,7,0,0,20,4,-0.2222222222222222,-0.30000000000000004
6,0,0,0,0,3,0,0,0,3,0,70,bet,0.75,1442,0,1910,40,0,2,7D 2D AC,1,2,2,1,1,14,14,2,2,7,0,3,0,0,0,1,9,9,18,0,1910,0,0.23828887939453125,True,0,9,20180731120012264,Early,1,9,14,9C 9S,michael3,0,40,1830,1589,none,ml_raise,BB,B,1080,3300,0.5142857142857142,0.49979587670102593,0.6382350917075686,0.2440129629630322,none,0.270272751322682,"[0, 0, 1, 1442]",Flop,7,0,0,20,4,0.0,-0.248
6,0,0,0,0,3,0,0,0,2,0,90,check,0.75,0,0,468,40,0,2,7D 2D AC 8C,1,2,8,1,1,14,14,2,2,14,0,3,0,0,0,1,9,9,18,0,468,0,0.3039078712463379,True,0,9,20180731120012264,Early,1,9,14,9C 9S,michael3,0,40,147,147,none,ml_call,BB,B,2522,6184,0.6166666666666667,0.47755162606314666,0.7583479335462303,0.10238095238095246,none,0.5142857142857142,"[0, 1, 0, 0]",Turn,7,0,0,20,4,0.0,-0.29140627666233615
6,1,0,0,1,3,0,1,0,2,1,437,bet,0.75,274,0,468,80,40,2,7D 2D AC 8C,1,2,8,1,1,14,14,2,2,14,0,3,0,0,0,1,9,9,18,0,468,40,0.24968624114990234,False,0,9,20180731120012264,Early,1,9,14,9C 9S,michael3,40,40,107,107,any_raised,ml_raise,BB,B,2522,6184,0.5503432494279176,0.49573108647476444,0.6953059538624212,0.036057535142203334,check/call,0.5142857142857142,"[0, 0, 1, 274]",Turn,7,1,0,20,4,0.006385696040868455,-0.29140627666233615
5,2,1,2,0,5,0,1,2,3,0,60000.0,check,0.75,0,20,1921.8016653436746,60,100,2,,,,,,,,,,,,0,9,0,1,0,0,8,6,14,0,6779,20,0.1553962230682373,False,20,9,20180731120012264,Late,0,8,6,6S 8D,michael3,40,20,3381,2890,any_called,trash,SB,B,0,0,0.18349338624335074,0.3870704889917329,0.2562626381737965,0,none,,"[0, 1, 0, 0]",Deal,8,0,0,20,4,0.0,-0.188
5,0,0,0,0,3,0,0,0,3,0,94,check,0.75,0,0,0,40,0,2,5H 3C TH,0,0,0,1,1,10,10,3,2,10,0,9,0,1,0,0,8,6,14,0,6759,0,0.2629380226135254,True,0,9,20180731120012264,Late,0,10,8,6S 8D,michael3,0,40,3381,2890,none,ml_fold,SB,B,40,120,0.2393617021276596,0.41723968444762516,0.34518178740529765,0.05586831588430885,none,0.18349338624335074,"[0, 1, 0, 0]",Flop,8,0,0,20,4,0.0,-0.248
5,2,1,0,1,3,0,2,0,3,1,435,fold,0.75,0,0,0,95,110,2,5H 3C TH,0,0,0,1,1,10,10,3,2,10,0,9,0,1,0,0,8,6,14,0,6759,55,0.2117769718170166,False,0,9,20180731120012264,Late,0,10,8,6S 8D,michael3,55,55,3326,2835,any_raised,fold,SB,B,40,120,0.135632183908046,0.3373245006433879,0.22054678078076131,-0.04786120233530475,check/call,0.18349338624335074,"[1, 0, 0, 0]",Flop,8,1,0,20,4,0.19298245614035087,-0.248
5,2,1,1,0,5,0,1,1,4,0,60000.0,bet,0.75,2054,0,2273.1116011898516,80,100,2,,,,,,,,,,,,1,7,0,0,0,0,14,6,20,0,6759,40,0.20734691619873047,False,0,9,20180731120012264,Late,0,14,6,6S AC,michael3,40,40,3746,1790,any_called,ml_raise,D,L,0,0,0.23630886243377006,0.4248140581113431,0.31532427724247986,0,none,,"[0, 0, 1, 2054]",Deal,9,0,0,20,4,0.2857142857142857,-0.186
5,2,1,0,0,5,0,1,0,5,0,60000.0,fold,0.75,0,0,1654.4597529100693,80,100,2,,,,,,,,,,,,0,9,0,0,0,0,4,3,7,0,6859,40,0.15549015998840332,False,0,9,20180731120012264,Late,0,4,3,3C 4D,michael3,40,40,11980,1770,any_called,trash,2,E,0,0,0.14121005291005528,0.3482380993906248,0.20528586319793024,0,none,,"[1, 0, 0, 0]",Deal,10,0,0,20,4,0.2857142857142857,-0.184
5,1,0,0,0,5,0,0,0,5,0,60000.0,fold,0.75,0,0,1627.238777116449,80,60,2,,,,,,,,,,,,0,9,0,0,0,0,5,2,7,0,6859,40,0.15826988220214844,False,0,9,20180731120012264,Late,0,5,2,2S 5D,michael3,40,40,11960,1770,none,trash,1,E,0,0,0.13724140211640895,0.34410201926395473,0.1998679696224487,0,none,,"[1, 0, 0, 0]",Deal,11,0,0,20,4,0.4,-0.182
5,3,2,2,0,5,0,2,2,3,0,60000.0,bet,0.75,2436,80,2698.2294088612725,80,240,3,,,,,,,,,,,,0,4,0,0,0,1,8,8,16,0,6779,0,0.20486927032470703,False,80,9,20180731120012264,Late,1,8,0,8H 8D,michael3,80,0,3726,695,any_called,ml_raise,BB,B,0,0,0.2980276455024742,0.45739170086341285,0.38218771846134214,0,none,,"[0, 0, 1, 2436]",Deal,12,0,0,40,4,-0.3333333333333333,-0.184
5,2,1,2,0,5,0,1,2,3,0,60000.0,bet,0.75,2148,40,2373.352037962307,120,200,3,,,,,,,,,,,,1,7,0,0,0,0,14,5,19,0,6979,40,0.1981499195098877,False,40,9,20180731120012264,Late,0,14,5,5D AH,michael3,80,40,3646,3520,any_called,ml_raise,SB,B,0,0,0.24007050264540866,0.4271260427613721,0.31780744242797837,0,none,,"[0, 0, 1, 2148]",Deal,13,0,0,40,4,0.0,-0.182
5,0,0,0,0,2,0,0,0,2,0,138,bet,0.75,2693,0,4831,80,0,3,4C KS 2S,0,0,0,1,1,13,13,2,2,13,1,7,0,0,0,0,14,5,19,0,4831,0,0.23373794555664062,True,0,9,20180731120012264,Late,0,14,13,5D AH,michael3,0,80,1412,1412,none,ml_raise,SB,B,2188,4456,0.6195652173913043,0.4798639142313938,0.7399676616448602,0.3794947147458957,none,0.24007050264540866,"[0, 0, 1, 2693]",Flop,13,0,0,40,4,0.0,-0.248
5,1,0,2,0,5,0,0,2,3,0,60000.0,fold,0.75,0,0,3163.539158332567,160,120,3,,,,,,,,,,,,0,9,0,1,0,0,11,9,20,0,9287,80,0.15613579750061035,False,0,9,20180731120012264,Late,0,11,9,9C JH,michael3,80,80,3606,1332,all_folded,trash,D,L,0,0,0.24064166666658415,0.4274731043358316,0.3175868254470338,0,none,,"[1, 0, 0, 0]",Deal,14,0,0,40,4,0.4,-0.18
5,1,0,1,0,5,0,0,1,4,0,60000.0,bet,0.75,3131,0,3460.9025104486495,160,120,3,,,,,,,,,,,,0,4,0,0,0,1,7,7,14,0,9287,80,0.19802117347717285,False,0,9,20180731120012264,Late,1,7,0,7H 7C,michael3,80,80,11880,1292,all_folded,ml_raise,2,E,0,0,0.27266097883586193,0.4453279347358883,0.35192935121885005,0,none,,"[0, 0, 1, 3131]",Deal,15,0,0,40,4,0.4,-0.178
5,1,0,0,0,5,0,0,0,5,0,60000.0,fold,0.75,0,0,2555.935186507292,160,120,3,,,,,,,,,,,,0,9,0,0,0,0,13,7,20,0,7955,80,0.15659785270690918,False,0,9,20180731120012264,Late,0,13,7,KC 7S,michael3,80,80,11840,615,none,trash,1,E,0,0,0.22129920634912534,0.4151215094624375,0.2943605920145143,0,none,,"[1, 0, 0, 0]",Deal,16,0,0,40,4,0.4,-0.176
5,3,2,2,0,5,0,2,2,3,0,60000.0,check,0.75,0,160,2191.3064788356664,160,480,4,,,,,,,,,,,,0,9,0,0,0,0,11,6,17,0,7795,0,0.1514892578125,False,160,9,20180731120012264,Late,0,11,6,JH 6S,michael3,160,0,2584,575,any_called,trash,BB,B,0,0,0.18111693121689112,0.3851150327414746,0.2481269469139077,0,none,,"[0, 1, 0, 0]",Deal,17,0,0,80,4,-0.3333333333333333,-0.174
5,0,0,1,0,3,0,0,1,2,0,336,check,0.75,0,0,0,160,0,4,KC 4D 5H,0,2,5,1,1,13,13,4,1,13,0,9,0,0,0,0,11,6,17,0,7795,0,0.2395620346069336,True,0,9,20180731120012264,Late,0,13,11,JH 6S,michael3,0,160,2584,2584,all_folded,ml_fold,BB,B,160,480,0.18303571428571427,0.38379877374021115,0.28202983903407436,0.0019187830688231489,none,0.18111693121689112,"[0, 1, 0, 0]",Flop,17,0,0,80,4,0.0,-0.256
5,2,1,2,0,5,0,1,2,3,0,60000.0,bet,0.75,2419,80,3144.7683783058724,240,400,4,,,,,,,,,,,,1,6,0,0,0,0,14,7,21,1,8195,80,0.20066213607788086,False,80,9,20180731120012264,Late,0,14,7,AS 7S,michael3,160,80,3566,2424,any_called,ml_raise,SB,B,0,0,0.2837423280422053,0.45081328653822395,0.3612822133267798,0,none,,"[0, 0, 1, 2419]",Deal,18,0,0,80,4,0.0,-0.172
