N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_limit,bet_minimum,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_score0,hand_score1,hand_score2,hole,logic,maxBet,minBet,op_chips_max,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tightness
6,5,4,1,0,6,0,4,1,5,0,60000.0,check,0.75,0,20,698.9692486772814,20,100,1,,,,,,,,,,,,0,9,0,0,0,0,11,3,14,0,2980,0,0.13266396522521973,False,20,6,20180731130023205,Early,0,11,3,JC 3H,michael4,20,0,2980,2980,any_called,trash,BB,B,0,0,0.1345534391534501,0.34124596871674384,0.22737234264440442,0,none,,"[0, 1, 0, 0]",Deal,1,0,0,10,146,-0.2,-0.272
6,0,0,1,0,5,0,0,1,4,0,328,check,0.75,0,0,0,20,0,1,AC AH 9D,2,0,0,2,2,14,14,9,1,14,0,9,0,0,0,0,11,3,14,0,2980,0,0.22695302963256836,True,0,6,20180731130023205,Early,1,14,11,JC 3H,michael4,0,20,2980,2980,all_folded,ml_fold,BB,B,20,100,0.07591463414634146,0.24902079946528477,0.14318944952977505,-0.05863880500710865,none,0.1345534391534501,"[0, 1, 0, 0]",Flop,1,0,0,10,146,0.0,-0.254
6,2,1,2,1,5,0,2,2,3,1,745,fold,0.75,0,0,0,40,40,1,AC AH 9D,2,0,0,2,2,14,14,9,1,14,0,9,0,0,0,0,11,3,14,0,2980,20,0.33367300033569336,False,0,6,20180731130023205,Early,1,14,11,JC 3H,michael4,20,20,2960,2960,any_raised,fold,BB,B,20,100,0.07718120805369127,0.2549169638113734,0.14496841149377623,-0.057372231099758836,check/call,0.1345534391534501,"[1, 0, 0, 0]",Flop,1,1,0,10,146,0.125,-0.254
6,3,2,2,0,6,0,2,2,4,0,60000.0,fold,0.75,0,10,766.7750357142909,30,70,1,,,,,,,,,,,,0,9,0,0,0,0,12,5,17,0,2970,10,0.1402571201324463,False,10,6,20180731130023205,Early,0,12,5,5D QS,michael4,20,10,3080,2960,any_called,trash,SB,B,0,0,0.15817341269841445,0.36490352726953945,0.2566973650611901,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,146,0.0,-0.27
6,3,2,1,0,6,0,2,1,5,0,60000.0,fold,0.75,0,0,626.4771071428786,40,70,1,,,,,,,,,,,,0,9,0,0,0,0,7,3,10,0,2970,20,0.1403498649597168,False,0,6,20180731130023205,Early,0,7,3,3H 7S,michael4,20,20,3140,2940,any_called,trash,D,L,0,0,0.11093505291006013,0.31405169470312094,0.19510090709049654,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,146,0.2222222222222222,-0.268
6,2,1,1,0,6,0,1,1,5,0,60000.0,bet,0.75,961,0,1009.5077142856941,40,50,1,,,,,,,,,,,,0,7,1,0,1,0,12,11,23,0,2970,20,0.18689608573913574,False,0,6,20180731130023205,Early,0,12,11,QC JH,michael4,20,20,3140,2920,any_called,ml_raise,3,L,0,0,0.23990158730158045,0.4270232027791495,0.35348975924083426,0,none,,"[0, 0, 1, 961]",Deal,4,0,0,10,146,0.2857142857142857,-0.266
6,1,0,0,1,3,0,0,0,3,1,347,fold,0.75,0,0,0,40,20,1,3S TC 2H,0,2,3,1,1,10,10,2,1,10,0,7,1,0,1,0,12,11,23,0,2009,20,0.23035383224487305,False,0,6,20180731130023205,Early,0,12,11,QC JH,michael4,20,20,2179,1959,any_raised,ml_fold,3,L,961,2913,0.22334293948126802,0.41388342269270956,0.331629387712259,-0.01655864782031244,none,0.23990158730158045,"[1, 0, 0, 0]",Flop,4,0,0,10,146,0.006772773450728073,-0.26
6,2,1,0,0,6,0,1,0,6,0,60000.0,fold,0.75,0,0,474.4412944444716,40,50,1,,,,,,,,,,,,0,9,0,0,0,0,10,5,15,0,2009,20,0.14004826545715332,False,0,6,20180731130023205,Early,0,10,5,TH 5S,michael4,20,20,4932,2119,any_called,trash,2,E,0,0,0.13615793650795002,0.34295619666926425,0.22669837242863577,0,none,,"[1, 0, 0, 0]",Deal,5,0,0,10,146,0.2857142857142857,-0.264
6,1,0,0,0,6,0,0,0,6,0,60000.0,fold,0.75,0,0,432.42077407408516,40,30,1,,,,,,,,,,,,0,9,0,0,0,0,5,2,7,0,2009,20,0.1383509635925293,False,0,6,20180731130023205,Early,0,5,2,5S 2C,michael4,20,20,4872,2229,none,trash,1,E,0,0,0.11524179894180445,0.3193135241709332,0.20017919637127268,0,none,,"[1, 0, 0, 0]",Deal,6,0,0,10,146,0.4,-0.266
6,1,0,4,1,6,0,0,4,2,1,60000.0,fold,0.75,0,40,458.65458862436276,774,834,2,,,,,,,,,,,,0,9,0,0,0,0,10,4,14,0,1969,734,0.1526169776916504,False,40,6,20180731130023205,Early,0,10,4,TS 4D,michael4,774,734,2206,2206,any_raised,trash,BB,B,0,0,0.13293783068784293,0.33950753137427353,0.22392584909614824,0,none,,"[1, 0, 0, 0]",Deal,7,0,0,20,146,0.44260204081632654,-0.268
