N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_limit,bet_minimum,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_score0,hand_score1,hand_score2,hole,logic,maxBet,minBet,op_chips_max,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tightness
7,1,1,3,1,7,0,1,3,4,1,60000.0,fold,0.75,0,10,586.5638432539206,2030,2070,1,,,,,,,,,,,,0,9,0,0,0,0,9,3,12,0,2990,2010,0.14342617988586426,False,10,7,20180731120850287,Early,0,9,3,3H 9C,michael3,2020,2010,2980,980,any_raised,trash,SB,B,0,0,0.09617519841268246,0.29483135793698,0.20939043986048278,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,29,0.49019607843137253,-0.384
7,2,1,3,0,7,0,1,3,4,0,60000.0,bet,0.75,759,0,938.3456488096006,40,50,1,,,,,,,,,,,,0,6,0,0,1,0,13,11,24,0,2990,20,0.19521737098693848,False,0,7,20180731120850287,Early,0,13,11,KS JD,michael3,20,20,2980,2970,any_called,ml_raise,D,L,0,0,0.21382797619050187,0.4100067960275488,0.37209059945713574,0,none,,"[0, 0, 1, 759]",Deal,2,0,0,10,29,0.2857142857142857,-0.386
7,1,0,1,1,3,0,0,1,2,1,344,check,0.75,0,0,0,40,20,1,AC QD AH,2,0,0,3,2,14,14,12,1,14,0,6,0,0,1,0,13,11,24,0,2231,20,0.24796700477600098,False,0,7,20180731120850287,Early,1,14,13,KS JD,michael3,20,20,2221,2221,any_raised,ml_call,D,L,759,2287,0.498546511627907,0.48897517787803346,0.6345459369917552,0.2847185354374051,none,0.21382797619050187,"[0, 1, 0, 0]",Flop,2,0,0,10,29,0.008594757198109154,-0.272
7,1,0,0,1,3,0,0,0,2,1,339,bet,0.75,1994,0,2211,40,20,1,AC QD AH JC,2,2,12,4,2,14,14,11,2,14,0,6,0,0,1,0,13,11,24,0,2211,20,0.2511758804321289,False,0,7,20180731120850287,Early,2,14,11,KS JD,michael3,20,20,2201,2201,any_raised,ml_raise,D,L,779,2327,0.551622418879056,0.48379829431891286,0.6914091190405846,0.05307590725114908,none,0.498546511627907,"[0, 0, 1, 1994]",Turn,2,0,0,10,29,0.008449514152936205,-0.2810754754149554
7,1,0,0,1,3,0,0,0,2,1,311,bet,0.75,111,0,217,40,20,1,AC QD AH JC 3C,2,2,12,4,2,14,14,3,3,14,0,6,0,0,1,0,13,11,24,0,217,20,0.24357819557189941,False,0,7,20180731120850287,Early,2,14,11,KS JD,michael3,20,20,207,207,any_raised,ml_raise,D,L,2773,6315,0.5562700964630225,0.4968235866422227,0.7161895168534971,0.0046476775839664475,none,0.551622418879056,"[0, 0, 1, 111]",River,2,0,0,10,29,0.003147128245476003,-0.32188371222728857
7,2,1,2,0,7,0,1,2,5,0,60000.0,fold,0.75,0,0,28.240461111109955,40,50,1,,,,,,,,,,,,0,9,0,0,0,0,11,6,17,1,106,20,0.14058279991149902,False,0,7,20180731120850287,Early,0,11,6,JC 6C,michael3,20,20,6643,960,any_called,trash,4,L,0,0,0.16641944444443352,0.372456726285403,0.3094428273380283,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,29,0.2857142857142857,-0.384
7,1,0,2,0,7,0,0,2,5,0,60000.0,fold,0.75,0,0,21.532869444442444,40,30,1,,,,,,,,,,,,0,9,0,0,0,0,10,2,12,0,106,20,0.14461612701416016,False,0,7,20180731120850287,Early,0,10,2,2S TH,michael3,20,20,6633,950,all_folded,trash,3,M,0,0,0.1031402777777589,0.3041420077491527,0.22053909276893185,0,none,,"[1, 0, 0, 0]",Deal,4,0,0,10,29,0.4,-0.386
7,1,0,1,0,7,0,0,1,6,0,60000.0,fold,0.75,0,0,37.72964841270449,40,30,1,,,,,,,,,,,,0,3,0,0,1,1,10,10,20,0,106,20,0.19736123085021973,False,0,7,20180731120850287,Early,1,10,0,TC TS,michael3,20,20,6633,950,all_folded,ml_fold,2,E,0,0,0.2559400793651367,0.4363883077486199,0.42525874277160125,0,none,,"[1, 0, 0, 0]",Deal,5,0,0,10,29,0.4,-0.388
7,1,0,0,0,7,0,0,0,7,0,60000.0,fold,0.75,0,0,30.47838611111184,40,30,1,,,,,,,,,,,,1,7,0,0,0,0,14,9,23,0,106,20,0.19155097007751465,False,0,7,20180731120850287,Early,0,14,9,AS 9H,michael3,20,20,6633,950,none,ml_fold,1,E,0,0,0.18753194444445132,0.3903379487794321,0.33976374446842983,0,none,,"[1, 0, 0, 0]",Deal,6,0,0,10,29,0.4,-0.39
7,3,2,4,0,7,0,2,4,3,0,60000.0,check,0.75,0,20,25.28039960317513,20,70,1,,,,,,,,,,,,0,7,1,0,0,0,9,8,17,1,86,0,0.19154000282287598,False,20,7,20180731120850287,Early,0,9,8,8D 9D,michael3,20,0,2790,2311,any_called,ml_fold,BB,B,0,0,0.19395813492064104,0.39539648053409304,0.3489535552900055,0,none,,"[0, 1, 0, 0]",Deal,7,0,0,10,29,-0.2857142857142857,-0.392
