tableNumber,game_id,round_id,smallBlind,roundName,playerName,isHuman,isOnline,chips,reloadCount,position,cards,board,roundBet,bet,action,amount
69,20180731172853121,1,10,Deal,05e48671e73a64849ab54ddc3a802946,False,True,2980,0,1,,,0,20,call,20
69,20180731172853121,1,10,Deal,5b07523716145ee82a63c6dddfcc67de,False,True,2980,0,2,,,0,20,call,20
69,20180731172853121,1,10,Deal,834de0a4383b3c32d7cf034ca09e394c,False,True,3000,0,3,,,0,0,fold,0
69,20180731172853121,1,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,444,0,D,JH JD,,0,2556,bet,2556
69,20180731172853121,1,10,Deal,9ce388b5201ce0d350e8d615cb83ffe2,False,True,2990,0,SB,,,0,10,fold,0
69,20180731172853121,1,10,Deal,ded7f0de5c208f5037c645cd552bd3d8,False,True,0,0,BB,,,0,3000,allin,2980
69,20180731172853121,1,10,Deal,05e48671e73a64849ab54ddc3a802946,False,True,2980,0,1,,,0,20,fold,0
69,20180731172853121,1,10,Deal,5b07523716145ee82a63c6dddfcc67de,False,True,2980,0,2,,,0,20,fold,0
69,20180731172853121,1,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,0,0,D,JH JD,,0,3000,allin,444
69,20180731172853121,2,10,Deal,834de0a4383b3c32d7cf034ca09e394c,False,True,2980,0,1,,,0,20,call,20
69,20180731172853121,2,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,6030,0,2,4D 4S,,0,20,call,20
69,20180731172853121,2,10,Deal,9ce388b5201ce0d350e8d615cb83ffe2,False,True,2970,0,D,,,0,20,call,20
69,20180731172853121,2,10,Deal,05e48671e73a64849ab54ddc3a802946,False,True,2960,0,SB,,,0,20,call,10
69,20180731172853121,2,10,Deal,5b07523716145ee82a63c6dddfcc67de,False,True,2720,0,BB,,,0,260,bet,240
69,20180731172853121,2,10,Deal,834de0a4383b3c32d7cf034ca09e394c,False,True,2740,0,1,,,0,260,call,240
69,20180731172853121,2,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,6030,0,2,4D 4S,,0,20,fold,0
69,20180731172853121,2,10,Deal,9ce388b5201ce0d350e8d615cb83ffe2,False,True,2730,0,D,,,0,260,call,240
69,20180731172853121,2,10,Deal,05e48671e73a64849ab54ddc3a802946,False,True,2720,0,SB,,,0,260,call,240
69,20180731172853121,2,10,Flop,05e48671e73a64849ab54ddc3a802946,False,True,2720,0,SB,,5S 3C 7S,260,0,fold,0
69,20180731172853121,2,10,Flop,5b07523716145ee82a63c6dddfcc67de,False,True,2640,0,BB,,5S 3C 7S,260,80,bet,80
69,20180731172853121,2,10,Flop,834de0a4383b3c32d7cf034ca09e394c,False,True,2660,0,1,,5S 3C 7S,260,80,call,80
69,20180731172853121,2,10,Flop,9ce388b5201ce0d350e8d615cb83ffe2,False,True,2730,0,D,,5S 3C 7S,260,0,fold,0
69,20180731172853121,2,10,Turn,5b07523716145ee82a63c6dddfcc67de,False,True,1420,0,BB,,5S 3C 7S TD,340,1220,bet,1220
69,20180731172853121,2,10,Turn,834de0a4383b3c32d7cf034ca09e394c,False,True,2660,0,1,,5S 3C 7S TD,340,0,fold,0
69,20180731172853121,3,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,6010,0,1,KC 9D,,0,20,call,20
69,20180731172853121,3,10,Deal,9ce388b5201ce0d350e8d615cb83ffe2,False,True,2710,0,2,,,0,20,call,20
69,20180731172853121,3,10,Deal,05e48671e73a64849ab54ddc3a802946,False,True,2720,0,D,,,0,0,fold,0
69,20180731172853121,3,10,Deal,5b07523716145ee82a63c6dddfcc67de,False,True,3850,0,SB,,,0,10,fold,0
69,20180731172853121,3,10,Deal,834de0a4383b3c32d7cf034ca09e394c,False,True,2640,0,BB,,,0,20,call,0
69,20180731172853121,3,10,Flop,834de0a4383b3c32d7cf034ca09e394c,False,True,2640,0,BB,,QH 9C 7C,20,0,check,0
69,20180731172853121,3,10,Flop,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,1198,0,1,KC 9D,QH 9C 7C,20,4812,bet,4812
69,20180731172853121,3,10,Flop,9ce388b5201ce0d350e8d615cb83ffe2,False,True,0,0,2,,QH 9C 7C,20,2710,allin,2710
69,20180731172853121,3,10,Flop,834de0a4383b3c32d7cf034ca09e394c,False,True,2640,0,BB,,QH 9C 7C,20,0,fold,0
69,20180731172853121,4,10,Deal,9ce388b5201ce0d350e8d615cb83ffe2,False,True,5470,0,1,,,0,20,call,20
69,20180731172853121,4,10,Deal,05e48671e73a64849ab54ddc3a802946,False,True,2700,0,2,,,0,20,call,20
69,20180731172853121,4,10,Deal,5b07523716145ee82a63c6dddfcc67de,False,True,3830,0,D,,,0,20,call,20
69,20180731172853121,4,10,Deal,834de0a4383b3c32d7cf034ca09e394c,False,True,2630,0,SB,,,0,10,fold,0
69,20180731172853121,4,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,3280,0,BB,9C QS,,0,20,call,0
69,20180731172853121,4,10,Flop,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,3280,0,BB,9C QS,3H TH 2C,20,0,check,0
69,20180731172853121,4,10,Flop,9ce388b5201ce0d350e8d615cb83ffe2,False,True,5450,0,1,,3H TH 2C,20,20,bet,20
69,20180731172853121,4,10,Flop,05e48671e73a64849ab54ddc3a802946,False,True,2700,0,2,,3H TH 2C,20,0,fold,0
69,20180731172853121,4,10,Flop,5b07523716145ee82a63c6dddfcc67de,False,True,3830,0,D,,3H TH 2C,20,0,fold,0
69,20180731172853121,4,10,Flop,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,3260,0,BB,9C QS,3H TH 2C,20,20,call,20
69,20180731172853121,4,10,Turn,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,162,0,BB,9C QS,3H TH 2C 6D,40,3098,bet,3098
69,20180731172853121,4,10,Turn,9ce388b5201ce0d350e8d615cb83ffe2,False,True,2352,0,1,,3H TH 2C 6D,40,3098,call,3098
69,20180731172853121,4,10,River,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,162,0,BB,9C QS,3H TH 2C 6D 7D,3138,0,check,0
69,20180731172853121,4,10,River,9ce388b5201ce0d350e8d615cb83ffe2,False,True,2332,0,1,,3H TH 2C 6D 7D,3138,20,bet,20
69,20180731172853121,4,10,River,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,142,0,BB,9C QS,3H TH 2C 6D 7D,3138,20,call,20
69,20180731172853121,5,10,Deal,05e48671e73a64849ab54ddc3a802946,False,True,2680,0,1,,,0,20,call,20
69,20180731172853121,5,10,Deal,5b07523716145ee82a63c6dddfcc67de,False,True,3810,0,2,,,0,20,call,20
69,20180731172853121,5,10,Deal,834de0a4383b3c32d7cf034ca09e394c,False,True,2610,0,D,,,0,20,call,20
69,20180731172853121,5,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,122,0,SB,TC 3H,,0,20,call,10
69,20180731172853121,5,10,Deal,9ce388b5201ce0d350e8d615cb83ffe2,False,True,8678,0,BB,,,0,20,call,0
69,20180731172853121,5,10,Flop,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,122,0,SB,TC 3H,8C 5D AC,20,0,check,0
