round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,bluff_freq,thd_call,bet_limit,action,amount,cputime
1,0,8,7,deal,False,♥A ♣9,,60000,0.16313935185185321,0.329615733683362,0.3257161686554034,1000,0,3000,0,0,20,0,30,20,1,0,0.4,28.033251806192446,fold,0,0.4122288227081299
2,0,8,8,deal,False,♣7 ♠J,,60000,0.12079583333333102,0.2935203275692848,0.2609284725605632,1000,0,3000,0,0,20,0,30,20,1,0,0.4,16.371364379223074,fold,0,0.45857715606689453
3,0,8,3,deal,False,♣7 ♠2,,60000,0.0732685185185185,0.23858390966755852,0.18271075357658995,980,0,2980,0,20,0,0,60,20,3,0,-0.3333333333333333,30.0,check,0,0.40999341011047363
3,1,8,3,flop,True,♣7 ♠2,♥Q ♣10 ♥10,398,0.09840871021775544,0.26892932950512116,0.07755805708031,980,0,2980,20,0,20,60,0,0,8,0,0.25,5.507837825780557,fold,0,1.2282938957214355
4,0,8,2,deal,False,♥A ♣4,,60000,0.14771157407407604,0.31908921745108987,0.29318525072915513,970,0,2970,0,10,10,0,30,20,1,0,0.0,17.088112713498962,check,0,0.48920392990112305
4,1,8,2,flop,True,♥A ♣4,♣9 ♦2 ♦7,194,0.45103092783505155,0.4910791494272913,0.42117515271704975,960,0,2960,20,0,20,40,0,0,8,0,0.3333333333333333,73.43177528846918,check,0,1.2668819427490234
4,2,8,2,flop,False,♥A ♣4,♣9 ♦2 ♦7,697,0.45121951219512196,0.4899879414887199,0.42136262571253197,960,0,2960,20,0,30,40,30,30,1,0,0.3,110.37449677023652,check,0,1.2359778881072998
4,3,8,2,turn,True,♥A ♣4,♣9 ♦2 ♦7 ♦4,139,0.050359712230215826,0.21030094938479807,0.06593639974775475,930,0,2930,50,0,20,100,0,0,8,0,0.16666666666666666,7.595246377424583,fold,0,1.2578589916229248
5,0,8,5,deal,False,♠K ♣Q,,60000,0.20383750000000875,0.36108282026239463,0.3649773267809781,930,0,2930,0,0,40,0,110,40,2,0,0.26666666666666666,94.06163543939677,check,0,0.44976186752319336
5,1,8,3,flop,False,♠K ♣Q,♠6 ♣K ♠7,666,0.538038038038038,0.494434714505494,0.5131104876338056,890,0,2890,40,0,60,200,90,60,1,0,0.17142857142857143,72.5,bet,72,1.252568244934082
5,2,8,3,flop,False,♠K ♣Q,♠6 ♣K ♠7,1084,0.5192189421894218,0.4959498166316863,0.49423741740303617,818,0,2818,40,72,216,200,504,288,1,0,0.23478260869565218,613.5,check,0,1.2241098880767822
5,3,8,3,turn,False,♠K ♣Q,♠6 ♣K ♠7 ♠Q,182,0.5879120879120879,0.4894121086075463,0.6246640375960167,602,0,2602,328,0,278,1064,308,278,1,0,0.1684848484848485,150.5,bet,150,1.200631856918335
5,4,8,3,turn,False,♠K ♣Q,♠6 ♣K ♠7 ♠Q,453,0.5761589403973509,0.49192713919724834,0.6130568631001746,324,0,2324,328,278,324,1064,1436,1112,1,0,0.11473087818696884,81.0,bet,81,1.2115299701690674
6,0,8,6,deal,False,♠J ♠9,,60000,0.19252083333333359,0.36240511528907376,0.34628995601482115,2870,0,4870,0,0,40,0,110,40,2,0,0.26666666666666666,85.05755733805026,check,0,0.44495272636413574
6,1,8,5,flop,False,♠J ♠9,♣5 ♥K ♠10,883,0.25311438278595694,0.42900536652601706,0.23572254598760395,2830,0,4830,40,0,20,200,80,20,4,0,0.06666666666666667,28.919510249881068,check,0,1.2796580791473389
6,2,8,3,turn,False,♠J ♠9,♣5 ♥K ♠10 ♥10,832,0.05989583333333333,0.23353548899340978,0.07850766930250698,2810,0,4810,60,0,840,300,860,840,1,0,0.42,108.03149874661499,fold,0,1.2721352577209473
7,0,8,6,deal,False,♦J ♥8,,60000,0.1367509259259244,0.30993583942909947,0.26731292618103986,2810,0,4810,0,0,20,0,50,20,2,0.00870699717198889,0.2857142857142857,28.720216576041953,fold,0,0.448718786239624
8,0,8,6,deal,False,♦5 ♦J,,60000,0.14631805555555485,0.3260319756690031,0.2770852278489867,2810,0,4810,0,0,20,0,30,20,1,0.007165003814196978,0.4,18.645145755163934,fold,0,0.4418210983276367
9,0,8,7,deal,False,♠8 ♦8,,60000,0.18042824074072805,0.34911426536469853,0.3188639884095936,2810,0,4810,0,0,40,0,60,40,1,0.0039221882747189785,0.4,52.810700469207276,fold,0,0.4710371494293213
10,0,8,8,deal,False,♦A ♥K,,60000,0.2254388888889034,0.37391620854721164,0.37169374878257117,2810,0,4810,0,0,40,0,60,40,1,0,0.4,60,fold,0,0.6332962512969971
11,0,8,6,deal,False,♦3 ♥7,,60000,0.08258796296296278,0.2515695794919438,0.17617582178295033,2770,0,4770,0,40,40,0,400,80,4,0,0.0,50.88095538467576,check,0,0.4177110195159912
11,1,8,6,flop,True,♦3 ♥7,♣8 ♠8 ♠4,433,0.03926096997690531,0.17765405339476154,0.041203122036178166,2730,0,4730,80,0,40,480,0,0,8,0,0.07692307692307693,21.553654271951107,fold,0,1.2313916683197021
12,0,8,7,deal,False,♣5 ♣3,,60000,0.13715416666666752,0.3237344945575186,0.25067747680266744,2710,0,4710,0,20,140,0,660,160,3,0,0.15,210.3804179067223,check,0,0.4174001216888428
12,1,8,7,deal,False,♣5 ♣3,,60000,0.13715416666666752,0.3237344945575186,0.25067747680266744,2570,0,4570,0,160,160,0,1760,320,4,0,0.08333333333333333,240.43476332196832,check,0,0.4181339740753174
12,2,8,7,flop,True,♣5 ♣3,♥10 ♣Q ♥J,151,0.030274361400189215,0.1615987093494507,0.033701186428812646,2410,0,4410,320,0,40,2240,0,0,8,0,0.017543859649122806,41.445475967254104,check,0,1.2987251281738281
12,3,8,6,flop,False,♣5 ♣3,♥10 ♣Q ♥J,1816,0.03992290748898678,0.18856324807598046,0.04383846971919652,2410,0,4410,320,0,358,2240,1482,358,4,0,0.08774509803921568,178.84759395910413,fold,0,1.367901086807251
13,0,8,5,deal,False,♦J ♣Q,,60000,0.18425000000000305,0.34875735265690494,0.30831014025463993,2410,0,4410,0,0,160,0,300,160,1,0,0.34782608695652173,241.25700284631463,fold,0,0.4629392623901367
14,0,8,5,deal,False,♣7 ♥7,,60000,0.16839861111110027,0.3435269420437197,0.2844067740352503,2410,0,4410,0,0,40,0,100,40,2,0,0.2857142857142857,65.95911647097665,fold,0,0.34732723236083984
15,0,8,8,deal,False,♥8 ♠K,,60000,0.13903518518518534,0.3088556212829235,0.2497498220336542,2410,0,4410,0,0,40,0,180,40,4,0,0.18181818181818182,59.96001154230876,check,0,0.40436577796936035
15,1,8,8,deal,False,♥8 ♠K,,60000,0.13903518518518534,0.3088556212829235,0.2497498220336542,2370,0,4370,0,40,40,0,520,80,5,0,0.07142857142857142,59.96001154230876,check,0,0.46664905548095703
15,2,8,8,flop,True,♥8 ♠K,♦7 ♦Q ♦4,1195,0.020536959553695954,0.13726279960744694,0.027628361538844202,2330,0,4330,80,0,40,640,0,0,8,0,0.058823529411764705,18.716355878671507,fold,0,1.3696889877319336
16,0,8,6,deal,False,♠10 ♦6,,60000,0.11008425925925759,0.2837423597288151,0.2133725276001051,2330,0,4330,0,0,40,0,60,40,1,0,0.4,22.332736546175887,fold,0,0.40750694274902344
17,0,8,7,deal,False,♥2 ♦7,,60000,0.0732685185185185,0.23858390966755852,0.16186461356552867,2330,0,4330,0,0,80,0,120,80,1,0,0.4,28.721858768880512,fold,0,0.593256950378418
18,0,8,8,deal,False,♣4 ♦6,,60000,0.10539212962962843,0.2852358322571749,0.21286243719695416,2330,0,4330,0,0,80,0,120,80,1,0,0.4,44.479538333957656,fold,0,0.4683961868286133
19,0,8,2,deal,False,♥8 ♠2,,60000,0.07534166666666631,0.23893178203334864,0.17036073249558273,2250,0,4250,0,80,40,0,200,120,1,0,-0.16666666666666666,50.33619166705009,check,0,0.5112729072570801
19,1,8,2,flop,False,♥8 ♠2,♣Q ♠J ♦8,406,0.6231527093596059,0.4717182837684244,0.6667663611493476,2210,0,4210,120,0,80,240,80,80,1,0,0.2,160.0,bet,160,1.2326090335845947
20,0,8,6,deal,False,♦9 ♦10,,60000,0.19156157407407412,0.36339944271037283,0.3371676160220267,2570,0,4570,0,40,120,0,680,160,3,0,0.1,244.2385357697531,check,0,0.35324692726135254
20,1,8,5,flop,True,♦9 ♦10,♦6 ♣7 ♠10,92,0.45108695652173914,0.4781064474018929,0.5008471327852627,2450,0,4450,160,0,80,880,0,0,8,0,0.08333333333333333,220.0,check,0,1.2770700454711914
