round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,bluff_freq,thd_call,bet_limit,action,amount,cputime
1,0,8,8,deal,False,♠Q ♣J,,60000,0.18425000000000305,0.34875735265690494,0.4362471598922343,1000,0,3000,0,0,20,0,30,20,1,0,0.4,60,check,0,0.6144452095031738
1,1,8,6,deal,False,♠Q ♣J,,60000,0.18425000000000305,0.34875735265690494,0.4362471598922343,980,0,2980,0,20,20,0,200,40,4,0,0.09090909090909091,88.42787853134328,check,0,0.7055978775024414
1,2,8,6,flop,True,♠Q ♣J,♦9 ♣K ♣5,488,0.2151639344262295,0.40041249279004076,0.40419450542566615,960,0,2960,40,0,20,240,0,0,8,0,0.07692307692307693,62.189073520418866,check,0,1.2397639751434326
1,3,8,6,flop,False,♠Q ♣J,♦9 ♣K ♣5,1570,0.2048832271762208,0.3959600530049896,0.390546709660616,960,0,2960,40,0,120,240,450,120,3,0,0.14814814814814814,334.0895217218084,check,0,1.3997321128845215
1,4,8,6,flop,False,♠Q ♣J,♦9 ♣K ♣5,2477,0.20865294038487414,0.39968143505951353,0.39557199801310555,840,0,2840,40,120,460,240,2220,580,3,0,0.15753424657534246,630.0,check,0,1.327577829360962
1,5,8,6,flop,False,♠Q ♣J,♦9 ♣K ♣5,3256,0.2096130221130221,0.4000879481047023,0.3968479421743935,380,0,2380,40,580,380,240,5000,960,4,0,0.06761565836298933,285.0,check,0,1.305933952331543
2,0,8,2,deal,False,♣10 ♠8,,60000,0.1416351851851828,0.31770153218256836,0.3717610674309535,5980,0,7980,0,20,0,0,40,20,2,0.21825979196281203,-0.5,20.0,check,0,0.5732131004333496
2,1,8,2,flop,False,♣10 ♠8,♦3 ♦J ♥7,410,0.39390243902439026,0.48548380721422824,0.6137785854793729,5980,0,7980,20,0,20,40,20,20,1,0,0.25,30.0,bet,30,1.2348618507385254
2,2,8,2,flop,False,♣10 ♠8,♦3 ♦J ♥7,890,0.40561797752808987,0.48699019452597697,0.6265730337078652,5950,0,7950,20,30,10,40,70,40,1,0,0.08333333333333333,55.0,bet,55,1.2595601081848145
2,3,8,2,turn,True,♣10 ♠8,♦3 ♦J ♥7 ♦A,338,0.05473372781065089,0.22582803608096638,0.14365323795869994,5895,0,7895,105,0,20,210,0,0,8,0,0.08695652173913043,24.03127664569745,check,0,1.228531837463379
