round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
1,0,8,8,deal,0,♥2 ♣J,,20000,0.09548055555555604,0.2666253950755773,0,0,20,2,20,0,-4.723111111111036,-0.2361555555555518,-16.18077777777776,-0.8090388888888879,fold,0,0.11144113540649414
2,0,8,8,deal,0,♣4 ♦6,,20000,0.11342500000000012,0.2893015009707617,0,0,20,1,20,0,-1.8519999999999823,-0.09259999999999913,-15.462999999999996,-0.7731499999999998,fold,0,0.09641766548156737
3,0,8,7,deal,0,♥Q ♦8,,20000,0.13979166666666706,0.3119850708648724,0,20,78,3,58,-20,-1.6737499999997851,-0.02145833333333058,-56.19249999999993,-0.7204166666666658,call,0,0.10733985900878906
3,1,8,7,deal,0,♥Q ♦8,,20000,0.13979166666666706,0.3119850708648724,0,78,109,5,31,-78,-2.338958333333025,-0.02145833333333058,-78.52541666666659,-0.7204166666666658,call,0,0.09759998321533203
3,2,8,7,flop,0,♥Q ♦8,♣9 ♥10 ♠7,74,0.15315315315315314,0.34631994610856626,763,0,100,1,100,-109,15.063063063063055,0.07207207207207202,-61.51351351351353,-0.6936936936936937,raise,0,1.2308001518249512
3,3,8,6,turn,1,♥Q ♦8,♣9 ♥10 ♠7 ♣3,55,0.14848484848484847,0.3373586157622441,1995,0,0,8,20,-309,-12.772727272727305,-0.10909090909090913,-12.772727272727305,-0.7030303030303031,call,0,1.2274110317230225
3,4,8,6,turn,0,♥Q ♦8,♣9 ♥10 ♠7 ♣3,235,0.10496453900709217,0.280322232971403,1995,20,232,2,212,-329,-185.4851063829788,-0.3702127659574469,-282.8921985815603,-0.7900709219858156,call,0,1.2358911037445068
3,5,8,6,river,1,♥Q ♦8,♣9 ♥10 ♠7 ♣3 ♣7,68,0.0,0.0,3064,0,0,8,20,-541,-541.0,-1.0,-541.0,-1.0,call,0,1.2275848388671875
3,6,8,6,river,0,♥Q ♦8,♣9 ♥10 ♠7 ♣3 ♣7,405,0.0,0.0,3064,20,77,1,57,-561,-618.0,-1.0,-618.0,-1.0,fold,0,1.2462542057037354
4,0,8,8,deal,0,♦7 ♣3,,20000,0.10661805555555576,0.2804149569682584,0,10,74,2,64,-10,-10.88211111111098,-0.14705555555555386,-58.22052777777775,-0.7867638888888885,fold,0,0.101409912109375
5,0,8,7,deal,0,♦10 ♣3,,20000,0.09652083333333368,0.26818048744347056,0,0,50,2,50,0,-16.217708333333213,-0.3243541666666643,-40.34791666666664,-0.8069583333333327,fold,0,0.09442400932312013
6,0,8,8,deal,0,♠J ♦3,,20000,0.099854166666667,0.26998263225715724,0,0,116,2,116,0,-23.33533333333301,-0.20116666666666394,-92.83383333333323,-0.8002916666666658,fold,0,0.11722302436828612
7,0,8,8,deal,0,♠5 ♣8,,20000,0.1244916666666667,0.3000399904736883,0,0,110,2,110,0,-0.4473333333333045,-0.004066666666666441,-82.61183333333331,-0.7510166666666667,fold,0,0.11001706123352052
8,0,8,8,deal,0,♠8 ♠6,,20000,0.17925694444444412,0.3545998031771345,0,0,20,3,20,0,8.681111111111058,0.434055555555553,-12.829722222222236,-0.6414861111111118,raise,0,0.1096808910369873
8,1,8,7,deal,0,♠8 ♠6,,20000,0.17925694444444412,0.3545998031771345,0,40,68,2,28,-40,17.326305555555393,0.2547986111111089,-43.6210555555556,-0.6414861111111118,raise,0,0.09232687950134276
8,2,8,7,deal,0,♠8 ♠6,,20000,0.17925694444444412,0.3545998031771345,0,136,142,6,6,-136,36.18140277777745,0.2547986111111089,-91.09102777777788,-0.6414861111111118,raise,0,0.11688971519470215
8,3,8,7,deal,0,♠8 ♠6,,20000,0.17925694444444412,0.3545998031771345,0,284,1000,4,716,-284,254.7986111111088,0.2547986111111089,-641.4861111111118,-0.6414861111111118,raise,0,0.09808588027954103
9,0,8,8,deal,0,♦10 ♦J,,20000,0.2440291666666675,0.3940829819041958,0,0,40,2,40,0,38.0893333333336,0.95223333333334,-20.4776666666666,-0.511941666666665,raise,0,0.0995631217956543
9,1,8,7,flop,0,♦10 ♦J,♦Q ♣J ♠2,86,0.2131782945736434,0.39181809936679385,440,0,40,2,40,-80,33.48837209302323,0.4922480620155039,-9.147286821705436,-0.5736434108527132,raise,0,1.228675127029419
9,2,8,7,flop,0,♦10 ♦J,♦Q ♣J ♠2,233,0.24821173104434904,0.4220642066789945,440,80,87,3,7,-160,93.37410586552215,0.7374821173104433,-14.597997138769697,-0.503576537911302,raise,0,1.233046054840088
9,3,8,7,flop,0,♦10 ♦J,♦Q ♣J ♠2,401,0.2477140482128013,0.42521770568560224,440,174,219,4,45,-254,189.739817123857,0.7339983374896093,-81.50706566916045,-0.5045719035743974,raise,0,1.2369651794433594
9,4,8,7,turn,0,♦10 ♦J,♦Q ♣J ♠2 ♣A,98,0.05612244897959184,0.21288414331658229,2630,0,40,2,40,-518,-394.68367346938766,-0.6071428571428572,-405.9081632653061,-0.8877551020408163,call,0,1.23368501663208
9,5,8,7,turn,0,♦10 ♦J,♦Q ♣J ♠2 ♣A,302,0.061258278145695365,0.2274005266431127,2630,40,179,2,139,-558,-459.1341059602649,-0.5711920529801324,-513.9602649006622,-0.8774834437086093,call,0,1.2433149814605713
9,6,8,7,turn,0,♦10 ♦J,♦Q ♣J ♠2 ♣A,469,0.07107320540156363,0.24100891464633176,2630,179,207,3,28,-697,-435.092395167022,-0.5024875621890547,-508.65316275764036,-0.8578535891968728,call,0,1.2375071048736572
9,7,8,7,river,0,♦10 ♦J,♦Q ♣J ♠2 ♣A ♠3,147,0.040816326530612235,0.19786448397617667,3665,0,124,2,124,-725,-663.9795918367348,-0.7142857142857143,-689.2857142857142,-0.9183673469387756,call,0,1.2407259941101074
9,8,8,7,river,0,♦10 ♦J,♦Q ♣J ♠2 ♣A ♠3,378,0.037037037037037035,0.18885257457751053,3665,124,264,2,140,-849,-784.8148148148148,-0.7407407407407407,-833.7037037037038,-0.925925925925926,call,0,1.2408010959625244
