round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
1,0,8,8,deal,0,♥5 ♣7,,20000,0.12235555555555566,0.2988425770169539,0,0,142,1,142,0,-3.0040888888887594,-0.021155555555554706,-107.25102222222219,-0.7552888888888887,fold,0,0.11077618598937988
2,0,8,7,deal,0,♣4 ♣5,,20000,0.1636361111111106,0.34414802653722315,0,0,51,2,51,0,7.418091666666484,0.1454527777777741,-34.30911666666672,-0.6727277777777788,raise,0,0.12444067001342773
2,1,8,7,deal,0,♣4 ♣5,,20000,0.1636361111111106,0.34414802653722315,0,102,122,2,20,-102,17.74523888888845,0.1454527777777741,-82.07278888888902,-0.6727277777777788,raise,0,0.09672117233276367
2,2,8,7,flop,0,♣4 ♣5,♦A ♥9 ♥6,146,0.0273972602739726,0.16323801764127377,1708,0,73,2,73,-244,-256.20547945205476,-0.8082191780821918,-266.20547945205476,-0.9452054794520548,fold,0,1.2379660606384277
3,0,8,8,deal,0,♣Q ♦4,,20000,0.11427916666666708,0.28708784651701935,0,0,40,1,40,0,-3.430666666666532,-0.08576666666666333,-30.85766666666663,-0.7714416666666658,fold,0,0.11639809608459473
4,0,8,8,deal,0,♣Q ♦Q,,20000,0.28695138888889093,0.3923217125896956,0,0,40,1,40,0,51.824444444445106,1.2956111111111275,-17.043888888888723,-0.42609722222221813,raise,0,0.34552502632141113
4,1,8,8,deal,0,♣Q ♦Q,,20000,0.28695138888889093,0.3923217125896956,0,80,166,1,86,-80,215.07144444444714,1.2956111111111275,-70.73213888888822,-0.42609722222221813,raise,0,0.10477113723754883
4,2,8,7,flop,0,♣Q ♦Q,♠5 ♠A ♠7,126,0.0873015873015873,0.28227649593299586,2656,0,6748,1,6748,-332,-2724.3492063492067,-0.38888888888888895,-5669.9047619047615,-0.8253968253968254,fold,0,1.2315058708190918
5,0,8,8,deal,0,♣Q ♦10,,20000,0.1692138888888886,0.3364381167086419,0,0,20,1,20,0,7.074222222222176,0.35371111111110887,-13.231444444444456,-0.6615722222222228,raise,0,0.10514998435974121
5,1,8,8,deal,0,♣Q ♦10,,20000,0.1692138888888886,0.3364381167086419,0,40,71,2,31,-40,25.113488888888725,0.35371111111110887,-46.97162777777782,-0.6615722222222228,raise,0,0.09407591819763184
