round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
1,0,8,8,deal,0,♣10 ♦K,,20000,0.17673472222222175,0.3414783086933804,0,0,40,2,40,0,16.55511111111096,0.41387777777777396,-25.86122222222226,-0.6465305555555565,raise,0,0.11240291595458984
1,1,8,6,flop,0,♣10 ♦K,♦Q ♦A ♣9,109,0.18195718654434254,0.3801531991761589,600,0,75,2,75,-80,36.055045871559685,0.09174311926605516,-18.53211009174311,-0.6360856269113149,raise,0,1.2328577041625977
1,2,8,6,flop,0,♣10 ♦K,♦Q ♦A ♣9,315,0.18994708994708992,0.3862557075660295,600,150,152,1,2,-230,55.19999999999993,0.13968253968253966,-60.28783068783071,-0.6201058201058202,raise,0,1.240286111831665
1,3,8,6,turn,0,♣10 ♦K,♦Q ♦A ♣9 ♦J,62,0.6048387096774194,0.4763528846974955,2424,0,48,2,48,-384,1208.3225806451615,2.629032258064516,1092.1935483870966,0.20967741935483875,raise,0,1.2302026748657229
1,4,8,6,turn,0,♣10 ♦K,♦Q ♦A ♣9 ♦J,204,0.6372549019607843,0.4704861000275226,2424,96,106,1,10,-480,1459.9999999999998,2.8235294117647056,1189.8039215686274,0.2745098039215685,raise,0,1.2338619232177734
1,5,8,6,turn,0,♣10 ♦K,♦Q ♦A ♣9 ♦J,346,0.646917148362235,0.464208847142126,2424,212,616,1,404,-596,2959.1329479768788,2.8815028901734103,1365.1290944123311,0.29383429672447003,raise,0,1.2342259883880615
2,0,8,8,deal,0,♦2 ♣Q,,20000,0.10569166666666674,0.2759436253965425,0,0,20,2,20,0,-3.0893333333333217,-0.15446666666666609,-15.77233333333333,-0.7886166666666665,fold,0,0.09745001792907716
3,0,8,8,deal,0,♣Q ♦J,,20000,0.17546388888888848,0.3408523828739565,0,0,20,1,20,0,8.074222222222152,0.4037111111111078,-12.981444444444461,-0.649072222222223,raise,0,0.09901690483093263
3,1,8,8,deal,0,♣Q ♦J,,20000,0.17546388888888848,0.3408523828739565,0,40,108,2,68,-40,43.600799999999644,0.4037111111111078,-70.0998000000001,-0.649072222222223,raise,0,0.09508681297302246
3,2,8,8,deal,0,♣Q ♦J,,20000,0.17546388888888848,0.3408523828739565,0,216,432,2,216,-216,174.40319999999858,0.4037111111111078,-280.3992000000004,-0.649072222222223,raise,0,0.09442400932312013
