round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
1,0,8,8,deal,0,♠4 ♣3,,20000,0.1097916666666665,0.28729930246562635,0,0,20,2,20,0,-2.433333333333362,-0.12166666666666803,-15.608333333333341,-0.780416666666667,fold,0,0.11882495880126953
2,0,8,8,deal,0,♠J ♥2,,20000,0.09548055555555603,0.2666253950755773,0,0,20,1,20,0,-4.723111111111036,-0.2361555555555518,-16.18077777777776,-0.809038888888888,fold,0,0.09865093231201172
3,0,8,7,deal,0,♦K ♦5,,20000,0.1727888888888885,0.3470144122484015,0,20,35,6,15,-20,7.333277777777681,0.2095222222222195,-22.904777777777806,-0.654422222222223,raise,0,0.1763620376586914
3,1,8,7,deal,0,♦K ♦5,,20000,0.1727888888888885,0.3470144122484015,0,70,5113,1,5043,-70,1071.2871222222075,0.2095222222222195,-3346.0608222222263,-0.654422222222223,raise,0,0.09186601638793945
4,0,8,7,deal,0,♣4 ♣5,,20000,0.1636361111111106,0.34414802653722315,0,10,59,4,49,-10,8.581713888888672,0.1454527777777741,-39.69093888888895,-0.6727277777777788,raise,0,0.11117219924926758
4,1,8,7,flop,1,♣4 ♣5,♥10 ♠4 ♣10,39,0.059829059829059825,0.2248366912472804,708,0,0,8,20,-118,-75.64102564102564,-0.5811965811965812,-75.64102564102564,-0.8803418803418803,call,0,1.2304308414459229
4,2,8,7,flop,0,♣4 ♣5,♥10 ♠4 ♣10,250,0.1698333333333333,0.36832537698797424,708,20,61,5,41,-138,13.760833333333323,0.1888333333333332,-38.038333333333355,-0.6603333333333334,raise,0,1.2388699054718018
4,3,8,7,turn,1,♣4 ♣5,♥10 ♠4 ♣10 ♣J,31,0.27419354838709675,0.43697474787561513,1440,0,0,8,20,-240,154.83870967741933,0.9193548387096773,154.83870967741933,-0.4516129032258065,raise,0,1.2254257202148438
4,4,8,7,turn,0,♣4 ♣5,♥10 ♠4 ♣10 ♣J,224,0.20758928571428573,0.3986422168161085,1440,20,59,1,39,-260,85.66294642857144,0.453125,24.424107142857167,-0.5848214285714286,raise,0,1.2433159351348877
4,5,8,7,river,1,♣4 ♣5,♥10 ♠4 ♣10 ♣J ♠K,60,0.03333333333333333,0.17950549357115014,2148,0,0,8,20,-358,-286.4,-0.7666666666666666,-286.4,-0.9333333333333333,call,0,1.2305750846862793
4,6,8,7,river,0,♣4 ♣5,♥10 ♠4 ♣10 ♣J ♠K,472,0.01694915254237288,0.1290809000993883,2148,20,44,3,24,-378,-360.37288135593224,-0.8813559322033898,-364.10169491525426,-0.9661016949152542,call,0,1.254176139831543
