round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
1,0,8,8,deal,0,♥Q ♣J,,20000,0.17546388888888848,0.3408523828739565,0,0,102,2,102,0,41.17853333333301,0.4037111111111078,-66.20536666666675,-0.649072222222223,raise,0,0.12021493911743165
1,1,8,7,flop,0,♥Q ♣J,♣4 ♥5 ♦7,367,0.050590372388737516,0.212403990723236,1632,0,150,1,150,-204,-218.316621253406,-0.6458673932788375,-256.25940054495914,-0.8988192552225249,fold,0,1.2494001388549805
2,0,8,8,deal,0,♦3 ♥9,,20000,0.08530694444444488,0.2524781994456768,0,0,40,2,40,0,-12.701777777777645,-0.3175444444444411,-33.17544444444441,-0.8293861111111103,fold,0,0.1095750331878662
3,0,8,7,deal,0,♥4 ♥3,,20000,0.15484722222222133,0.3363070810572653,0,0,20,2,20,0,1.6786111111109892,0.0839305555555494,-13.806111111111147,-0.6903055555555573,raise,0,0.11922669410705565
3,1,8,7,deal,0,♥4 ♥3,,20000,0.15484722222222133,0.3363070810572653,0,40,96,2,56,-40,8.057333333332735,0.0839305555555494,-66.2693333333335,-0.6903055555555573,raise,0,0.08607983589172362
3,2,8,6,flop,0,♥4 ♥3,♠4 ♠A ♣5,155,0.05483870967741936,0.2240948959091407,1344,0,27,1,27,-192,-136.41290322580645,-0.6709677419354838,-142.33548387096772,-0.8903225806451613,call,0,1.2391376495361328
3,3,8,6,flop,0,♥4 ♥3,♠4 ♠A ♣5,412,0.05339805825242718,0.22211058820841448,1344,27,48,3,21,-219,-152.8543689320388,-0.6796116504854369,-163.10679611650485,-0.8932038834951457,call,0,1.24580979347229
3,4,8,6,turn,0,♥4 ♥3,♠4 ♠A ♣5 ♣Q,109,0.05045871559633028,0.2135861784738132,1632,0,77,2,77,-240,-211.3394495412844,-0.6972477064220184,-226.8807339449541,-0.8990825688073394,call,0,1.2301898002624512
3,5,8,6,river,0,♥4 ♥3,♠4 ♠A ♣5 ♣Q ♠9,242,0.002066115702479339,0.032074741107975265,2094,0,20,2,20,-317,-332.42561983471074,-0.987603305785124,-332.59090909090907,-0.9958677685950412,fold,0,1.240461826324463
4,0,8,8,deal,0,♥10 ♣Q,,20000,0.1692138888888886,0.3364381167086419,0,0,20,2,20,0,7.074222222222176,0.3537111111111089,-13.231444444444456,-0.6615722222222228,raise,0,0.12257885932922365
4,1,8,7,deal,0,♥10 ♣Q,,20000,0.1692138888888886,0.3364381167086419,0,40,64,3,24,-40,11.8078222222221,0.18449722222222031,-42.34062222222226,-0.6615722222222228,raise,0,0.09360790252685547
4,2,8,6,flop,0,♥10 ♣Q,♠4 ♥A ♦8,116,0.05172413793103448,0.2214695272183643,916,0,51,1,51,-128,-115.79310344827586,-0.6896551724137931,-126.34482758620688,-0.8965517241379308,call,0,1.2361931800842283
4,3,8,5,turn,0,♥10 ♣Q,♠4 ♥A ♦8 ♥2,95,0.010526315789473684,0.10205641805087008,1162,0,28,1,28,-179,-193.2947368421053,-0.9473684210526316,-194.178947368421,-0.9789473684210528,fold,0,1.2321300506591797
5,0,8,8,deal,0,♠J ♠3,,20000,0.14236944444444433,0.32304440399222245,0,0,20,1,20,0,2.7791111111110918,0.1389555555555546,-14.305222222222225,-0.7152611111111113,raise,0,0.1159212589263916
5,1,8,8,deal,0,♠J ♠3,,20000,0.14236944444444433,0.32304440399222245,0,40,138,2,98,-40,19.175866666666536,0.1389555555555546,-98.70603333333335,-0.7152611111111113,raise,0,0.09853100776672363
5,2,8,8,deal,0,♠J ♠3,,20000,0.14236944444444433,0.32304440399222245,0,276,552,2,276,-276,76.70346666666616,0.1389555555555546,-394.8241333333335,-0.7152611111111113,raise,0,0.09700393676757812
6,0,8,8,deal,0,♦10 ♦4,,20000,0.14124444444444453,0.3230484754987009,0,20,78,6,58,-20,10.136533333333391,0.12995555555555627,-55.96586666666666,-0.7175111111111109,raise,0,0.12526583671569824
6,1,8,8,flop,0,♦10 ♦4,♣7 ♦6 ♠Q,69,0.043478260869565216,0.20393111999232305,1120,0,100,1,100,-156,-172.5217391304348,-0.6521739130434783,-198.60869565217396,-0.9130434782608696,fold,0,1.2256929874420166
