round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,pot,bet,maxBet,NMaxBet,minBet,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
1,0,8,7,deal,0,♥J ♠3,,20000,0.099854166666667,0.26998263225715724,0,0,27,1,27,0,-8.127562499999938,-0.30102083333333096,-21.607874999999986,-0.8002916666666658,fold,0,0.1452960968017578
2,0,8,8,deal,0,♠2 ♠7,,20000,0.14637083333333245,0.32492893582581434,0,0,132,1,132,0,22.56759999999906,0.1709666666666596,-93.35810000000023,-0.7072583333333351,raise,0,0.10418200492858888
2,1,8,7,deal,0,♠2 ♠7,,20000,0.14637083333333245,0.32492893582581434,0,264,528,1,264,-264,12.98659999999677,0.024595833333327155,-373.43240000000094,-0.7072583333333351,raise,0,0.09821796417236328
3,0,8,7,deal,0,♥5 ♣J,,20000,0.108443055555556,0.2808241765036641,0,0,20,1,20,0,-4.817972222222156,-0.2408986111111079,-15.66227777777776,-0.7831138888888879,fold,0,0.10148191452026367
4,0,8,8,deal,0,♥J ♣7,,20000,0.12315000000000018,0.29565869763504143,0,0,20,1,20,0,-0.2959999999999709,-0.01479999999999859,-15.073999999999993,-0.7536999999999996,fold,0,0.1295609474182129
5,0,8,7,deal,0,♣A ♣9,,20000,0.20989583333333292,0.3712633459180641,0,20,64,2,44,-20,30.033333333333157,0.4692708333333306,-37.13333333333338,-0.5802083333333341,raise,0,0.10805392265319824
5,1,8,7,flop,1,♣A ♣9,♥6 ♥J ♦5,40,0.075,0.2633913438213185,522,0,0,8,20,-128,-88.85,-0.475,-88.85,-0.85,call,0,1.2280290126800537
5,2,8,7,flop,0,♣A ♣9,♥6 ♥J ♦5,207,0.05314009661835749,0.21886244038790906,522,20,69,2,49,-148,-143.59420289855072,-0.6280193236714976,-161.92753623188406,-0.8937198067632851,call,0,1.235616683959961
5,3,8,7,turn,1,♣A ♣9,♥6 ♥J ♦5 ♦K,37,0.027027027027027032,0.16216216216216214,798,0,0,8,20,-197,-175.4324324324324,-0.8108108108108107,-175.4324324324324,-0.945945945945946,call,0,1.2329418659210205
5,4,8,7,turn,0,♣A ♣9,♥6 ♥J ♦5 ♦K,176,0.028409090909090905,0.16613853996833458,798,20,57,3,37,-217,-219.9943181818182,-0.8011363636363636,-228.0909090909091,-0.9431818181818182,fold,0,1.2324421405792236
6,0,8,8,deal,0,♦2 ♠8,,20000,0.10661527777777788,0.2794278962382505,0,10,59,2,49,-10,-8.677588888888835,-0.14707777777777686,-46.419397222222216,-0.7867694444444442,call,0,0.11378097534179688
6,1,8,8,flop,1,♦2 ♠8,♥9 ♥7 ♥4,48,0.052083333333333336,0.2101483437690835,295,0,0,8,20,-59,-43.63541666666666,-0.5833333333333333,-43.63541666666666,-0.8958333333333334,call,0,1.2266111373901367
6,2,8,7,flop,0,♦2 ♠8,♥9 ♥7 ♥4,318,0.025943396226415096,0.15201442935826762,295,20,46,1,26,-79,-88.99292452830187,-0.8183962264150944,-94.95990566037734,-0.9481132075471698,fold,0,1.2416050434112549
7,0,8,8,deal,0,♦Q ♥3,,20000,0.10600694444444447,0.277350046447964,0,0,78,1,78,0,-11.851666666666643,-0.15194444444444422,-61.46291666666666,-0.7879861111111109,fold,0,0.12002301216125487
8,0,8,8,deal,0,♠10 ♦8,,20000,0.13482500000000056,0.3100937325392561,0,0,20,1,20,0,1.5720000000000882,0.07860000000000444,-14.606999999999976,-0.7303499999999989,raise,0,0.12554192543029785
8,1,8,7,deal,0,♠10 ♦8,,20000,0.13482500000000056,0.3100937325392561,0,40,78,3,38,-40,-4.3855499999996965,-0.056224999999996084,-56.9672999999999,-0.7303499999999989,call,0,0.10933184623718263
8,2,8,7,flop,0,♠10 ♦8,♥2 ♠K ♠9,81,0.06790123456790123,0.2453655174611332,566,0,79,1,79,-78,-81.01851851851853,-0.5246913580246914,-107.8395061728395,-0.8641975308641976,fold,0,1.2323012351989746
9,0,8,7,deal,0,♦7 ♣10,,20000,0.11824861111111146,0.2919787364890765,0,40,141,4,101,-40,-24.28862083333301,-0.17225972222221994,-107.65389166666657,-0.7635027777777772,call,0,0.10727500915527344
9,1,8,7,flop,1,♦7 ♣10,♥5 ♣7 ♠4,37,0.08108108108108109,0.27295959292870475,866,0,0,8,40,-141,-70.78378378378378,-0.4324324324324325,-70.78378378378378,-0.8378378378378378,call,0,1.2248640060424805
9,2,8,6,flop,0,♦7 ♣10,♥5 ♣7 ♠4,217,0.15668202764976955,0.3571056915402649,866,40,155,1,115,-181,-14.599078341013865,-0.05990783410138256,-111.74193548387099,-0.6866359447004609,call,0,1.2400047779083252
9,3,8,6,flop,0,♦7 ♣10,♥5 ♣7 ♠4,345,0.14178743961352658,0.3422199854262861,866,155,193,3,38,-296,-47.022222222222176,-0.14927536231884053,-156.48212560386472,-0.7164251207729468,call,0,1.232744216918945
9,4,8,6,turn,1,♦7 ♣10,♥5 ♣7 ♠4 ♣8,37,0.10810810810810813,0.31051689981286645,1809,0,0,8,40,-334,-138.43243243243242,-0.3513513513513513,-138.43243243243242,-0.7837837837837838,call,0,1.2259089946746826
9,5,8,6,turn,0,♦7 ♣10,♥5 ♣7 ♠4 ♣8,178,0.08426966292134831,0.2777918048331711,1809,40,156,3,116,-374,-258.67977528089887,-0.4943820224719101,-311.2640449438203,-0.8314606741573034,call,0,1.237900972366333
9,6,8,6,river,1,♦7 ♣10,♥5 ♣7 ♠4 ♣8 ♥K,69,0.014492753623188406,0.11951030798891768,2433,0,0,8,40,-490,-454.7391304347826,-0.9130434782608696,-454.7391304347826,-0.9710144927536232,call,0,1.2310459613800049
9,7,8,6,river,0,♦7 ♣10,♥5 ♣7 ♠4 ♣8 ♥K,350,0.005714285714285714,0.07537660547584525,2433,40,155,2,115,-530,-625.7828571428573,-0.9657142857142856,-629.3257142857143,-0.9885714285714284,fold,0,1.2435369491577148
