N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_limit,bet_minimum,bet_sum,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_id,hand_score0,hand_score1,hole,logic,minBet,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tightness
8,1,0,2,0,8,1,0,2,6,0,60000,fold,0.75,0,0,376.57638888888255,80,6180,,,,,,,,,,,,0,9,0,1,0,0,9,7,16,0,3000,3000,0.4609663486480713,False,0,20180730121430256,0,9,9C 7S,michael3,3000,all_folded,trash,D,L,0,0,0.12552546296296085,0.3019043777108227,0.29648337367113053,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,43,0.32679738562091504,-0.516
6,2,0,1,0,6,0,0,1,5,0,60000,fold,0.75,0,0,419.354761904781,80,50,,,,,,,,,,,,0,9,0,0,0,0,7,2,9,1,3000,20,0.5534138679504395,False,0,20180730121430256,0,7,2S 7S,michael3,20,all_folded,trash,3,L,0,0,0.139784920634927,0.3011697178983189,0.2424269899025115,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,43,0.2857142857142857,-0.29600000000000004
6,2,0,0,0,6,0,0,0,6,0,60000,bet,0.75,665,0,695.4083333332967,80,50,,,,,,,,,,,,0,7,0,1,1,0,12,10,22,0,3000,20,0.8172988891601562,False,0,20180730121430256,0,12,QD TS,michael3,20,none,ml_raise,2,E,0,0,0.23180277777776556,0.34862435250359963,0.3567099554070891,0,none,,"[0, 0, 1, 665]",Deal,3,0,0,10,43,0.2857142857142857,-0.29600000000000004
6,1,0,0,0,2,0,0,0,2,0,342,fold,0.75,0,0,0,3705,2335,JC 6H 5D,0,2,6,1,1,11,11,5,1,11,0,7,0,1,1,0,12,10,22,0,2335,2335,0.2848219871520996,False,0,20180730121430256,0,12,QD TS,michael3,5425,none,fold,2,E,665,1370,0.36257309941520466,0.4761595132761458,0.48179736727045663,0.1307703216374391,none,0.23180277777776556,"[1, 0, 0, 0]",Flop,3,0,0,10,43,0.38658940397350994,-0.248
6,1,0,0,0,6,0,0,0,6,0,60000,fold,0.75,0,0,461.055015872991,80,30,,,,,,,,,,,,0,9,0,0,0,0,12,5,17,1,2335,20,0.49463987350463867,False,0,20180730121430256,0,12,5H QH,michael3,20,none,trash,1,E,0,0,0.1974539682539576,0.33761772623179076,0.3152849836034169,0,none,,"[1, 0, 0, 0]",Deal,4,0,0,10,43,0.4,-0.29600000000000004
6,1,0,3,0,6,0,0,3,3,0,60000,fold,0.75,0,20,277.70078571430406,80,3845,,,,,,,,,,,,0,9,0,0,0,0,6,3,9,0,2315,2315,0.4886970520019531,False,20,20180730121430256,0,6,6H 3D,michael3,5720,all_folded,trash,BB,B,0,0,0.11995714285715078,0.27752910414421295,0.21613092130422787,0,none,,"[1, 0, 0, 0]",Deal,5,0,0,10,43,0.37256493506493504,-0.29600000000000004
5,1,0,2,0,5,0,0,2,3,0,60000,fold,0.75,0,10,546.114259259107,80,2345,,,,,,,,,,,,0,7,1,0,0,0,8,7,15,1,2305,2305,0.6114108562469482,False,10,20180730121430256,0,8,8H 7H,michael3,7810,all_folded,ml_fold,SB,B,0,0,0.23692592592585987,0.350745781107683,0.31601246791313464,0,none,,"[1, 0, 0, 0]",Deal,6,0,0,10,43,0.4935483870967742,-0.186
5,3,0,0,0,5,0,0,0,5,0,60000,fold,0.75,0,0,383.1141719576139,160,140,,,,,,,,,,,,0,9,0,0,0,0,10,5,15,0,2305,40,0.500255823135376,False,0,20180730121430256,0,10,5S TD,michael3,40,none,trash,D,L,0,0,0.16621005291002772,0.29255589567192314,0.2354521026138386,0,none,,"[1, 0, 0, 0]",Deal,7,0,0,20,43,0.2222222222222222,-0.186
5,2,0,0,0,5,0,0,0,5,0,60000,fold,0.75,0,0,416.24122949728365,160,100,,,,,,,,,,,,0,9,0,0,0,0,9,2,11,1,2305,40,0.4946930408477783,False,0,20180730121430256,0,9,2C 9C,michael3,40,none,trash,2,E,0,0,0.18058187830684758,0.31889309334525967,0.25213075328069257,0,none,,"[1, 0, 0, 0]",Deal,8,0,0,20,43,0.2857142857142857,-0.186
5,1,0,0,0,5,0,0,0,5,0,60000,fold,0.75,0,0,466.0722195765813,160,60,,,,,,,,,,,,0,9,0,0,0,0,12,7,19,0,2305,40,0.5162749290466309,False,0,20180730121430256,0,12,QD 7S,michael3,40,none,trash,1,E,0,0,0.2022005291004691,0.31112660882339627,0.2769057509906775,0,none,,"[1, 0, 0, 0]",Deal,9,0,0,20,43,0.4,-0.186
