N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_limit,bet_minimum,bet_sum,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_id,hand_score0,hand_score1,hole,logic,minBet,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tightness
7,3,0,2,0,7,0,0,2,5,0,60000,fold,0.75,0,0,261.6690476190156,80,70,,,,,,,,,,,,0,9,0,0,0,0,8,2,10,0,3000,20,0.43978404998779297,False,0,20180730134207759,0,8,8S 2C,michael3,20,all_folded,trash,D,L,0,0,0.0872230158730052,0.24374874237054167,0.2017806203364944,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,266,0.2222222222222222,-0.406
7,2,0,1,0,7,0,0,1,6,0,60000,fold,0.75,0,0,463.4666666666038,80,570,,,,,,,,,,,,0,9,0,0,0,0,13,7,20,0,3000,270,0.41939592361450195,False,0,20180730134207759,0,13,7H KC,michael3,270,all_folded,trash,4,L,0,0,0.15448888888886794,0.30686991418186677,0.3012240921513084,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,266,0.32142857142857145,-0.406
7,2,0,1,0,7,0,0,1,6,0,60000,fold,0.75,0,0,372.2244047618129,80,50,,,,,,,,,,,,0,9,0,0,0,0,11,5,16,0,3000,20,0.42522287368774414,False,0,20180730134207759,0,11,5S JC,michael3,20,all_folded,trash,3,M,0,0,0.12407480158727095,0.28316229399397946,0.2579195508212819,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,266,0.2857142857142857,-0.406
7,2,0,0,0,7,0,0,0,7,0,60000,fold,0.75,0,0,372.2244047618129,80,50,,,,,,,,,,,,0,9,0,0,0,0,11,5,16,0,3000,20,0.410114049911499,False,0,20180730134207759,0,11,5D JC,michael3,20,none,trash,2,E,0,0,0.12407480158727095,0.28316229399397946,0.2579195508212819,0,none,,"[1, 0, 0, 0]",Deal,4,0,0,10,266,0.2857142857142857,-0.406
7,1,0,0,0,7,0,0,0,7,0,60000,fold,0.75,0,0,470.8470238094687,80,30,,,,,,,,,,,,1,7,0,0,0,0,14,2,16,0,3000,20,0.5055990219116211,False,0,20180730134207759,0,14,2H AC,michael3,20,none,ml_fold,1,E,0,0,0.15694900793648955,0.31248551323119395,0.3046325986042999,0,none,,"[1, 0, 0, 0]",Deal,5,0,0,10,266,0.4,-0.406
7,2,0,2,0,7,0,0,2,5,0,60000,bet,0.75,694,20,762.7014365081073,80,368,,,,,,,,,,,,0,3,0,0,1,1,10,10,20,0,2980,134,0.472186803817749,False,20,20180730134207759,1,10,TS TD,michael3,134,all_folded,ml_raise,BB,B,0,0,0.2559400793651367,0.3631813930683674,0.4331137323110764,0,none,,"[0, 0, 1, 694]",Deal,6,0,0,10,266,0.22709163346613545,-0.406
7,0,0,0,0,4,0,0,0,4,0,331,check,0.75,0,0,0,3010,0,9H 4S 8D,0,2,9,0,1,9,9,4,1,8,0,3,0,0,1,1,10,10,20,0,2286,0,0.22237586975097656,True,0,20180730134207759,1,10,TS TD,michael3,20,none,ml_call,BB,B,714,3010,0.4984894259818731,0.499997718160929,0.6224888600857835,0.24254934661673644,none,0.2559400793651367,"[0, 1, 0, 0]",Flop,6,0,0,10,266,0.0,-0.248
7,2,0,0,0,4,0,0,0,4,0,668,check,0.75,0,0,2286,3050,40,9H 4S 8D,0,2,9,0,1,9,9,4,1,8,0,3,0,0,1,1,10,10,20,0,2286,20,0.22850799560546875,False,0,20180730134207759,1,10,TS TD,michael3,20,none,ml_call,BB,B,714,3010,0.5142215568862275,0.4986732325167592,0.6381713880726909,0.2582814775210908,check,0.2559400793651367,"[0, 1, 0, 0]",Flop,6,0,0,10,266,0.006514657980456026,-0.248
7,0,0,1,0,4,0,0,1,2,0,324,check,0.75,0,0,2266,3070,0,9H 4S 8D 5S,0,2,9,0,1,9,9,4,2,5,0,3,0,0,1,1,10,10,20,0,2266,0,0.23623299598693848,True,0,20180730134207759,1,10,TS TD,michael3,20,all_folded,ml_call,BB,B,734,3070,0.4876543209876543,0.4998475609720669,0.6366088941573302,-0.026567235898573183,none,0.5142215568862275,"[0, 1, 0, 0]",Turn,6,0,0,10,266,0.0,-0.298
7,1,0,1,0,4,0,0,1,2,0,635,check,0.75,0,0,2266,3366,296,9H 4S 8D 5S,0,2,9,0,1,9,9,4,2,5,0,3,0,0,1,1,10,10,20,0,2266,296,0.22169184684753418,False,0,20180730134207759,1,10,TS TD,michael3,296,all_folded,ml_call,BB,B,734,3070,0.5133858267716536,0.49982078752452785,0.6623324214539629,-0.0008357301145739404,check,0.5142215568862275,"[0, 1, 0, 0]",Turn,6,0,0,10,266,0.08083014746040415,-0.298
