N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_limit,bet_minimum,bet_sum,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_id,hand_score0,hand_score1,hole,logic,minBet,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tightness
6,1,0,0,0,6,0,0,0,6,0,60000,fold,0.75,0,0,464.69880952381266,80,1400,,,,,,,,,,,,0,9,0,0,0,0,13,2,15,0,3000,900,0.40914106369018555,False,0,20180730122231887,0,13,KC 2H,michael3,900,none,trash,D,L,0,0,0.15489960317460422,0.2970923650458128,0.26199505229723213,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,64,0.391304347826087,-0.29600000000000004
6,3,0,0,0,6,0,0,0,6,0,60000,fold,0.75,0,0,609.0845238094984,80,70,,,,,,,,,,,,0,9,0,1,0,0,11,9,20,0,3000,20,0.4000091552734375,False,0,20180730122231887,0,11,9C JS,michael3,20,none,trash,3,L,0,0,0.2030281746031661,0.3319848491245263,0.322095157863817,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,64,0.2222222222222222,-0.29600000000000004
6,2,0,0,0,6,0,0,0,6,0,60000,bet,0.75,461,0,503.61825396824935,80,50,,,,,,,,,,,,0,8,1,0,0,0,8,7,15,0,3000,20,0.470966100692749,False,0,20180730122231887,0,8,8H 7D,michael3,20,none,ml_raise,2,E,0,0,0.16787275132274979,0.31300667632157736,0.2785037128477749,0,none,,"[0, 0, 1, 461]",Deal,3,0,0,10,64,0.2857142857142857,-0.29600000000000004
6,1,0,4,0,6,0,0,4,2,0,60000,fold,0.75,0,461,426.2289156084617,80,1413,,,,,,,,,,,,0,8,1,0,0,0,8,7,15,0,2539,461,0.4408137798309326,False,0,20180730122231887,0,8,8H 7D,michael3,461,all_folded,ml_fold,2,E,0,0,0.16787275132274979,0.31300667632157736,0.2785037128477749,0,bet,,"[1, 0, 0, 0]",Deal,3,0,0,10,64,0.24599786552828176,-0.29600000000000004
6,1,0,0,0,6,0,0,0,6,0,60000,bet,0.75,488,0,533.5416313491756,80,30,,,,,,,,,,,,0,8,0,0,0,0,13,9,22,0,2539,20,0.46242213249206543,False,0,20180730122231887,0,13,KH 9C,michael3,20,none,ml_raise,1,E,0,0,0.21013849206347995,0.3313972956554497,0.33073090687257245,0,none,,"[0, 0, 1, 488]",Deal,4,0,0,10,64,0.4,-0.29600000000000004
6,1,0,2,0,6,1,0,2,4,0,60000,fold,0.75,0,488,430.99404722219737,80,5993,,,,,,,,,,,,0,8,0,0,0,0,13,9,22,0,2051,2051,0.4274919033050537,False,0,20180730122231887,0,13,KH 9C,michael3,3423,all_folded,ml_fold,1,E,0,0,0.21013849206347995,0.3313972956554497,0.33073090687257245,0,bet,,"[1, 0, 0, 0]",Deal,4,0,0,10,64,0.2549726504226753,-0.29600000000000004
5,1,0,1,0,5,0,0,1,4,0,60000,bet,0.75,543,20,659.051440475876,80,100,,,,,,,,,,,,0,5,0,0,1,0,13,11,24,1,2031,20,0.5163733959197998,False,20,20180730122231887,0,13,JC KC,michael3,20,all_folded,ml_raise,BB,B,0,0,0.32449603174587693,0.37712359573369825,0.41157867274376825,0,none,,"[0, 0, 1, 543]",Deal,5,0,0,10,64,0.0,-0.186
5,1,0,3,0,5,0,0,3,2,0,60000,fold,0.75,0,563,482.8500952378649,80,1729,,,,,,,,,,,,0,5,0,0,1,0,13,11,24,1,1488,563,0.4435770511627197,False,0,20180730122231887,0,13,JC KC,michael3,563,all_folded,ml_fold,BB,B,0,0,0.32449603174587693,0.37712359573369825,0.41157867274376825,0,bet,,"[1, 0, 0, 0]",Deal,5,0,0,10,64,0.2456369982547993,-0.186
5,2,0,2,0,5,0,0,2,3,0,60000,check,0.75,0,10,324.5310679893173,80,50,,,,,,,,,,,,0,9,0,0,0,0,11,8,19,0,1478,10,0.43430399894714355,False,10,20180730122231887,0,11,JD 8C,michael3,10,all_folded,trash,SB,B,0,0,0.21957447089940277,0.3247248531006286,0.2965707255931265,0,none,,"[0, 1, 0, 0]",Deal,6,0,0,10,64,0.0,-0.186
5,2,0,2,0,5,0,0,2,3,0,60000,fold,0.75,0,20,322.3353232803233,80,100,,,,,,,,,,,,0,9,0,0,0,0,11,8,19,0,1468,20,0.3916280269622803,False,0,20180730122231887,0,11,JD 8C,michael3,20,all_folded,trash,SB,B,0,0,0.21957447089940277,0.3247248531006286,0.2965707255931265,0,call,,"[1, 0, 0, 0]",Deal,6,0,0,10,64,0.16666666666666666,-0.186
