N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_limit,bet_minimum,bet_sum,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_id,hand_score0,hand_score1,hole,logic,minBet,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tightness
7,2,0,1,0,7,0,0,1,6,0,60000,bet,0.75,636,0,665.151190476263,80,50,,,,,,,,,,,,1,6,0,0,0,0,14,8,22,1,3000,20,0.469541072845459,False,0,20180730131427280,0,14,8H AH,michael3,20,all_folded,ml_raise,3,M,0,0,0.22171706349208767,0.364044611978794,0.3903701707401287,0,none,,"[0, 0, 1, 636]",Deal,1,0,0,10,201,0.2857142857142857,-0.406
7,2,0,0,0,4,0,0,0,4,0,359,fold,0.75,0,0,0,2594,40,4D 9D 5S,0,2,5,0,1,9,9,4,2,9,1,6,0,0,0,0,14,8,22,1,2364,20,0.2293868064880371,False,0,20180730131427280,0,14,8H AH,michael3,20,none,ml_fold,3,M,636,2554,0.23119777158774374,0.411568725779307,0.33575421923438686,0.00948070809565607,none,0.22171706349208767,"[1, 0, 0, 0]",Flop,1,0,0,10,201,0.0076511094108645756,-0.248
7,2,0,0,0,7,0,0,0,7,0,60000,fold,0.75,0,0,339.6589571427848,80,50,,,,,,,,,,,,0,9,0,0,0,0,10,7,17,0,2364,20,0.5714778900146484,False,0,20180730131427280,0,10,7H TS,michael3,20,none,trash,2,E,0,0,0.1436797619047313,0.30436244264229223,0.2860902377195257,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,201,0.2857142857142857,-0.406
7,1,0,0,0,7,0,0,0,7,0,60000,fold,0.75,0,0,323.763871428483,80,30,,,,,,,,,,,,0,9,0,0,0,0,12,6,18,0,2364,20,0.4342200756072998,False,0,20180730131427280,0,12,6D QS,michael3,20,none,trash,1,E,0,0,0.13695595238091499,0.29334369692484663,0.2765390945449382,0,none,,"[1, 0, 0, 0]",Deal,3,0,0,10,201,0.4,-0.406
7,5,0,2,0,7,0,0,2,5,0,60000,check,0.75,0,20,362.3247301586896,80,100,,,,,,,,,,,,0,9,0,0,0,0,9,5,14,1,2344,0,0.42087697982788086,False,20,20180730131427280,0,9,5C 9C,michael3,0,all_folded,trash,BB,B,0,0,0.15457539682537952,0.3227700562176556,0.3013441685676534,0,none,,"[0, 1, 0, 0]",Deal,4,0,0,10,201,-0.2,-0.406
7,1,0,0,0,5,0,0,0,5,0,350,fold,0.75,0,0,0,120,20,3C 8S 6D,0,0,0,0,1,8,8,3,1,3,0,9,0,0,0,0,9,5,14,1,2344,20,0.23206090927124023,False,0,20180730131427280,0,9,5C 9C,michael3,20,none,ml_fold,BB,B,20,100,0.16714285714285715,0.37022056305143625,0.2596724921529556,0.01256746031747763,none,0.15457539682537952,"[1, 0, 0, 0]",Flop,4,0,0,10,201,0.14285714285714285,-0.248
7,5,0,1,0,7,0,0,1,6,0,60000,check,0.75,0,10,339.0088690475501,80,110,,,,,,,,,,,,0,9,0,0,0,0,13,5,18,0,2334,10,0.38851499557495117,False,10,20180730131427280,0,13,KC 5S,michael3,10,all_folded,trash,SB,B,0,0,0.14524801587298633,0.30089093100589315,0.2883024081200647,0,none,,"[0, 1, 0, 0]",Deal,5,0,0,10,201,0.0,-0.406
7,0,0,0,0,6,0,0,0,6,0,72,check,0.75,0,0,0,120,0,9D TH 8D,0,3,10,1,1,10,10,8,2,9,0,9,0,0,0,0,13,5,18,0,2324,0,0.21562504768371582,True,0,20180730131427280,0,13,KC 5S,michael3,20,none,ml_fold,SB,B,20,120,0.006944444444444444,0.03330438557856055,0.027539226835341296,-0.13830357142854188,none,0.14524801587298633,"[0, 1, 0, 0]",Flop,5,0,0,10,201,0.0,-0.248
7,1,0,2,0,6,0,0,2,4,0,403,fold,0.75,0,0,0,212,92,9D TH 8D,0,3,10,1,1,10,10,8,2,9,0,9,0,0,0,0,13,5,18,0,2324,52,0.18111181259155273,False,0,20180730131427280,0,13,KC 5S,michael3,52,all_folded,fold,SB,B,20,120,0.052109181141439205,0.21176543664057715,0.10722648477435753,-0.09313883473154713,check,0.14524801587298633,"[1, 0, 0, 0]",Flop,5,0,0,10,201,0.19696969696969696,-0.248
7,4,0,1,0,7,0,0,1,6,0,60000,bet,0.75,365,0,414.8192444444414,80,90,,,,,,,,,,,,1,7,0,0,0,0,14,8,22,0,2324,20,0.44641804695129395,False,0,20180730131427280,0,14,8C AD,michael3,20,all_folded,ml_raise,D,L,0,0,0.17849365079364948,0.3240817691741434,0.3339623203153374,0,none,,"[0, 0, 1, 365]",Deal,6,0,0,10,201,0.18181818181818182,-0.406
7,0,0,2,0,5,0,0,2,3,0,348,check,0.75,0,0,0,1845,0,TC JC 7D,0,2,11,2,1,11,11,7,2,11,1,7,0,0,0,0,14,8,22,0,1959,0,0.22499299049377441,True,0,20180730131427280,0,14,8C AD,michael3,20,all_folded,ml_fold,D,L,365,1845,0.221551724137931,0.37824595958886753,0.3245438751150871,0.04305807334428152,none,0.17849365079364948,"[0, 1, 0, 0]",Flop,6,0,0,10,201,0.0,-0.248
7,2,0,0,0,5,0,0,0,3,0,350,fold,0.75,0,0,1959,1939,94,TC JC 7D KC,0,2,11,3,1,13,13,7,3,13,1,7,0,0,0,0,14,8,22,0,1959,47,0.2513847351074219,False,0,20180730131427280,0,14,8C AD,michael3,47,none,ml_fold,D,L,365,1845,0.2092857142857143,0.3913614384558143,0.33051173485582663,-0.012266009852216708,none,0.221551724137931,"[1, 0, 0, 0]",Turn,6,0,0,10,201,0.02366565961732125,-0.298
7,3,0,1,0,7,0,0,1,6,0,60000,fold,0.75,0,0,257.636874404699,80,70,,,,,,,,,,,,0,9,0,1,0,0,8,6,14,0,1959,20,0.413938045501709,False,0,20180730131427280,0,8,8S 6C,michael3,20,all_folded,trash,4,L,0,0,0.131514484126952,0.2964281779637936,0.2687271228888737,0,none,,"[1, 0, 0, 0]",Deal,7,0,0,10,201,0.2222222222222222,-0.406
7,2,0,1,0,7,0,0,1,6,0,60000,fold,0.75,0,0,220.59506071423866,160,100,,,,,,,,,,,,0,9,0,0,0,0,10,4,14,0,1959,40,0.39757418632507324,False,0,20180730131427280,0,10,TD 4S,michael3,40,all_folded,trash,3,M,0,0,0.11260595238092835,0.2732563490466405,0.24094681773070692,0,none,,"[1, 0, 0, 0]",Deal,8,0,0,20,201,0.2857142857142857,-0.406
7,2,0,0,0,7,0,0,0,7,0,60000,bet,0.75,313,0,330.4626994047444,160,100,,,,,,,,,,,,1,7,0,0,0,0,14,4,18,0,1959,40,0.4682798385620117,False,0,20180730131427280,0,14,AH 4S,michael3,40,none,ml_raise,2,E,0,0,0.16868948412697518,0.32158140984529654,0.32072731880562344,0,none,,"[0, 0, 1, 313]",Deal,9,0,0,20,201,0.2857142857142857,-0.406
7,1,0,0,0,5,0,0,0,5,0,323,fold,0.75,0,0,0,1725,120,TD KS 5H,0,0,0,2,1,13,13,5,1,10,1,7,0,0,0,0,14,4,18,0,1646,80,0.22937393188476562,False,0,20180730131427280,0,14,AH 4S,michael3,80,none,ml_fold,2,E,313,1605,0.1021671826625387,0.2871256236436305,0.17727845649897483,-0.06652230146443648,none,0.16868948412697518,"[1, 0, 0, 0]",Flop,9,0,0,20,201,0.0443213296398892,-0.248
6,1,0,0,0,6,0,0,0,6,0,60000,fold,0.75,0,0,249.41123862434506,160,60,,,,,,,,,,,,0,9,0,0,0,0,12,4,16,0,1646,40,0.4349987506866455,False,0,20180730131427280,0,12,4D QS,michael3,40,none,trash,1,E,0,0,0.15152566137566528,0.2927704564509773,0.25765957068002593,0,none,,"[1, 0, 0, 0]",Deal,10,0,0,20,201,0.4,-0.29600000000000004
6,4,0,2,0,6,0,0,2,4,0,60000,bet,0.75,426,40,439.4744648148056,160,160,,,,,,,,,,,,1,3,0,0,1,0,14,12,26,0,1606,0,0.5168759822845459,False,40,20180730131427280,0,14,QC AD,michael3,0,all_folded,ml_raise,BB,B,0,0,0.2736453703703646,0.3632625995942633,0.4056107823896833,0,none,,"[0, 0, 1, 426]",Deal,11,0,0,20,201,-0.25,-0.29600000000000004
6,0,0,0,0,4,0,0,0,4,0,352,check,0.75,0,0,0,1864,0,7S 9D TC,0,2,10,1,1,10,10,7,1,10,1,3,0,0,1,0,14,12,26,0,1180,0,0.2697110176086426,True,0,20180730131427280,0,14,QC AD,michael3,40,none,ml_fold,BB,B,466,1864,0.109375,0.3055936651222973,0.18677806437732294,-0.16427037037036463,none,0.2736453703703646,"[0, 1, 0, 0]",Flop,11,0,0,20,201,0.0,-0.248
6,2,0,1,0,4,0,0,1,3,0,695,fold,0.75,0,0,0,2036,172,7S 9D TC,0,2,10,1,1,10,10,7,1,10,1,3,0,0,1,0,14,12,26,0,1180,86,0.24058318138122559,False,0,20180730131427280,0,14,QC AD,michael3,86,all_folded,ml_fold,BB,B,466,1864,0.15035971223021583,0.348420368378653,0.23900077867531686,-0.1232856581401488,check,0.2736453703703646,"[1, 0, 0, 0]",Flop,11,0,0,20,201,0.04052780395852969,-0.248
6,3,0,2,0,6,0,0,2,4,0,60000,bet,0.75,177,20,276.12326984125207,160,140,,,,,,,,,,,,1,6,0,0,0,0,14,4,18,1,1160,20,0.5092499256134033,False,20,20180730131427280,0,14,4S AS,michael3,20,all_folded,ml_raise,SB,B,0,0,0.23803730158728625,0.3614602258247368,0.3640983967721494,0,none,,"[0, 0, 1, 177]",Deal,12,0,0,20,201,0.0,-0.29600000000000004
6,0,0,0,0,4,0,0,0,4,0,95,check,0.75,0,0,0,788,0,QD 8H TC,0,0,0,2,1,12,12,8,1,10,1,6,0,0,0,0,14,4,18,1,983,0,0.3131859302520752,True,0,20180730131427280,0,14,4S AS,michael3,40,none,ml_fold,SB,B,197,788,0.010526315789473684,0.10205641805087008,0.03583630746608946,-0.22751098579781256,none,0.23803730158728625,"[0, 1, 0, 0]",Flop,12,0,0,20,201,0.0,-0.248
6,0,0,0,0,4,0,0,0,2,0,97,check,0.75,0,0,983,788,0,QD 8H TC 3D,0,0,0,2,1,12,12,3,2,12,1,6,0,0,0,0,14,4,18,1,983,0,0.2939121723175049,True,0,20180730131427280,0,14,4S AS,michael3,40,none,ml_fold,SB,B,197,788,0.061855670103092786,0.24089322568140045,0.13364185135615012,0.051329354313619104,none,0.010526315789473684,"[0, 1, 0, 0]",Turn,12,0,0,20,201,0.0,-0.298
6,3,0,1,0,6,0,0,1,5,0,60000,bet,0.75,384,0,408.588909259234,160,140,,,,,,,,,,,,0,7,1,0,1,0,11,10,21,0,1771,40,0.49480199813842773,False,0,20180730131427280,0,11,TH JC,michael3,40,all_folded,ml_raise,D,L,0,0,0.2307108465608323,0.3500435894751926,0.35541201477835493,0,none,,"[0, 0, 1, 384]",Deal,13,0,0,20,201,0.2222222222222222,-0.29600000000000004
6,2,0,1,0,4,0,0,1,3,0,338,fold,0.75,0,0,0,2620,1044,5C AS AH,2,0,0,2,2,14,14,5,1,5,0,7,1,0,1,0,11,10,21,0,1387,522,0.2729830741882324,False,0,20180730131427280,1,14,TH JC,michael3,522,all_folded,ml_fold,D,L,384,1576,0.16642011834319526,0.3645119200676246,0.2587895361442775,-0.06429072821763704,none,0.2307108465608323,"[1, 0, 0, 0]",Flop,13,0,0,20,201,0.16613621896880967,-0.248
6,2,0,1,0,6,0,0,1,5,0,60000,bet,0.75,321,0,329.95427394178154,160,100,,,,,,,,,,,,0,7,0,0,1,0,13,10,23,0,1387,40,0.5069518089294434,False,0,20180730131427280,0,13,TC KD,michael3,40,all_folded,ml_raise,3,L,0,0,0.23789060846559593,0.34881804831857244,0.36392498471443924,0,none,,"[0, 0, 1, 321]",Deal,14,0,0,20,201,0.2857142857142857,-0.29600000000000004
6,0,0,2,0,4,0,0,2,2,0,335,check,0.75,0,0,0,1304,0,7D 7C 8C,0,2,8,0,2,7,8,7,2,8,0,7,0,0,1,0,13,10,23,0,1066,0,0.2822878360748291,True,0,20180730131427280,1,7,TC KD,michael3,40,all_folded,ml_call,3,L,321,1304,0.23059701492537313,0.4097646962096003,0.3350583217980553,-0.007293593540222798,none,0.23789060846559593,"[0, 1, 0, 0]",Flop,14,0,0,20,201,0.0,-0.248
6,2,0,0,0,6,0,0,0,6,0,60000,fold,0.75,0,0,337.1437857143072,320,200,,,,,,,,,,,,0,9,0,1,0,0,7,5,12,0,2370,80,0.4363729953765869,False,0,20180730131427280,0,7,7D 5S,michael3,80,none,trash,2,E,0,0,0.142254761904771,0.2951660952140494,0.24565088988953832,0,none,,"[1, 0, 0, 0]",Deal,15,0,0,40,201,0.2857142857142857,-0.29600000000000004
6,1,0,0,0,6,0,0,0,6,0,60000,bet,0.75,540,0,612.8841944444038,320,120,,,,,,,,,,,,1,6,0,0,0,0,14,9,23,1,2370,80,0.5400650501251221,False,0,20180730131427280,0,14,AD 9D,michael3,80,none,ml_raise,1,E,0,0,0.2586009259259088,0.3655785626661099,0.3882092122665637,0,none,,"[0, 0, 1, 540]",Deal,16,0,0,40,201,0.4,-0.29600000000000004
6,0,0,0,0,3,0,0,0,3,0,317,check,0.75,0,0,0,1660,0,8H 5S TH,0,0,0,1,1,10,10,5,2,10,1,6,0,0,0,0,14,9,23,1,1830,0,0.2799100875854492,True,0,20180730131427280,0,14,AD 9D,michael3,80,none,ml_fold,1,E,540,1660,0.40063091482649843,0.48300194025633264,0.5221574398126685,0.14202998890058965,none,0.2586009259259088,"[0, 1, 0, 0]",Flop,16,0,0,40,201,0.0,-0.248
6,0,0,0,0,3,0,0,0,2,0,350,bet,0.75,1822,0,1830,1660,0,8H 5S TH 7D,0,2,8,1,1,10,10,5,2,10,1,6,0,0,0,0,14,9,23,1,1830,0,0.2900547981262207,True,0,20180730131427280,0,14,AD 9D,michael3,80,none,ml_raise,1,E,540,1660,0.21571428571428572,0.39807957362665,0.3382867365591736,-0.1849166291122127,none,0.40063091482649843,"[0, 0, 1, 1822]",Turn,16,0,0,40,201,0.0,-0.298
6,4,0,2,0,6,0,0,2,4,0,60000,check,0.75,0,80,621.8978478835694,320,320,,,,,,,,,,,,0,9,0,0,0,0,13,7,20,0,3410,0,0.43659400939941406,False,80,20180730131427280,0,13,KH 7D,michael3,0,all_folded,trash,BB,B,0,0,0.1823747354497271,0.31244248467622604,0.2966760433452969,0,none,,"[0, 1, 0, 0]",Deal,17,0,0,40,201,-0.25,-0.29600000000000004
6,0,0,1,0,4,0,0,1,3,0,334,check,0.75,0,0,0,320,0,3D QH AD,1,0,0,2,1,14,14,3,2,14,0,9,0,0,0,0,13,7,20,0,3410,0,0.4231870174407959,True,0,20180730131427280,0,14,KH 7D,michael3,80,all_folded,ml_fold,BB,B,80,320,0.15269461077844312,0.34698260862688657,0.24189844456854848,-0.029680124671283975,none,0.1823747354497271,"[0, 1, 0, 0]",Flop,17,0,0,40,201,0.0,-0.248
6,1,0,2,0,4,0,0,2,2,0,678,fold,0.75,0,0,0,400,80,3D QH AD,1,0,0,2,1,14,14,3,2,14,0,9,0,0,0,0,13,7,20,0,3410,80,0.20157432556152344,False,0,20180730131427280,0,14,KH 7D,michael3,80,all_folded,fold,BB,B,80,320,0.13938053097345132,0.33826413511881903,0.2252736396945435,-0.04299420447627578,check,0.1823747354497271,"[1, 0, 0, 0]",Flop,17,0,0,40,201,0.16666666666666666,-0.248
