N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_limit,bet_minimum,bet_sum,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_id,hand_score0,hand_score1,hole,logic,minBet,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tightness
5,2,0,0,0,5,0,0,0,5,0,60000,fold,0.75,0,0,1044.4851767194325,160,100,,,,,,,,,,,,0,9,0,1,0,0,7,5,12,0,6128,40,0.4913647174835205,False,0,20180730123325990,0,7,7H 5C,michael3,40,none,trash,2,E,0,0,0.17044470899468547,0.3031397671759868,0.24038499036854932,0,none,,"[1, 0, 0, 0]",Deal,9,0,0,20,96,0.2857142857142857,-0.186
5,1,0,0,0,5,0,0,0,5,0,60000,bet,0.75,1384,0,1448.1007089941427,160,60,,,,,,,,,,,,1,7,0,0,0,0,14,6,20,0,6128,40,0.5989940166473389,False,0,20180730123325990,0,14,6H AD,michael3,40,none,ml_raise,1,E,0,0,0.23630886243377003,0.3284189694653422,0.31532427724247986,0,none,,"[0, 0, 1, 1384]",Deal,10,0,0,20,96,0.4,-0.186
5,2,0,2,0,5,2,0,2,3,0,60000,bet,0.75,496,1384,1121.049243385805,160,9146,,,,,,,,,,,,1,7,0,0,0,0,14,6,20,0,4744,4744,0.535487174987793,False,0,20180730123325990,0,14,6H AD,michael3,6284,all_folded,ml_raise,1,E,0,0,0.23630886243377003,0.3284189694653422,0.31532427724247986,0,bet,,"[0, 0, 1, 496]",Deal,10,0,0,20,96,0.3415406767458603,-0.186
4,1,0,0,0,4,0,0,0,4,0,60000,fold,0.75,0,40,3943.8699404753984,320,360,,,,,,,,,,,,0,9,0,0,0,0,10,7,17,1,13850,120,0.4254908561706543,False,40,20180730123325990,0,10,TS 7S,michael3,120,none,trash,SB,B,0,0,0.2847559523808952,0.3537704208220728,0.31905461007759245,0,none,,"[1, 0, 0, 0]",Deal,11,0,0,40,96,0.16666666666666666,-0.076
4,1,0,1,0,4,0,0,1,3,0,60000,fold,0.75,0,0,3777.2522420625123,320,120,,,,,,,,,,,,0,9,0,0,0,0,11,8,19,0,13850,80,0.4720487594604492,False,0,20180730123325990,0,11,8H JC,michael3,80,all_folded,trash,D,L,0,0,0.2727257936507229,0.33368923903231784,0.30657323091414207,0,none,,"[1, 0, 0, 0]",Deal,12,0,0,40,96,0.4,-0.076
4,1,0,0,0,4,0,0,0,4,0,60000,fold,0.75,0,0,3200.2705853167977,320,120,,,,,,,,,,,,0,9,0,0,0,0,11,6,17,0,13850,80,0.4518280029296875,False,0,20180730123325990,0,11,6S JD,michael3,80,none,trash,1,E,0,0,0.2310664682539204,0.31230929824241993,0.26310159565780167,0,none,,"[1, 0, 0, 0]",Deal,13,0,0,40,96,0.4,-0.076
4,3,0,1,0,4,0,0,1,3,0,60000,check,0.75,0,80,3248.64626785637,320,240,,,,,,,,,,,,0,9,0,0,0,0,12,4,16,0,13770,0,0.4726221561431885,False,80,20180730123325990,0,12,QD 4S,michael3,0,all_folded,trash,BB,B,0,0,0.23592202380946767,0.3137235457356972,0.26818962462992946,0,none,,"[0, 1, 0, 0]",Deal,14,0,0,40,96,-0.3333333333333333,-0.076
4,1,0,0,0,3,0,0,0,3,0,339,bet,0.75,12425,0,13770,320,80,QS JS 7H,0,2,12,2,1,12,12,7,2,12,0,9,0,0,0,0,12,4,16,0,13770,80,0.3040790557861328,False,0,20180730123325990,1,12,QD 4S,michael3,80,none,ml_raise,BB,B,80,240,0.5619469026548672,0.47565857169475007,0.6849915425108574,0.32602487884539955,none,0.23592202380946767,"[0, 0, 1, 12425]",Flop,14,0,0,40,96,0.2,-0.248
4,1,0,1,0,4,0,0,1,3,0,60000,fold,0.75,0,80,2259.7907619049274,640,765,,,,,,,,,,,,0,9,0,0,0,0,6,2,8,0,14010,445,0.4539508819580078,False,80,20180730123325990,0,6,6S 2D,michael3,445,all_folded,trash,SB,B,0,0,0.16129841269842451,0.2796213985359533,0.1892516667481815,0,none,,"[1, 0, 0, 0]",Deal,15,0,0,80,96,0.30165289256198347,-0.076
4,1,0,1,0,4,0,0,1,3,0,60000,bet,0.75,4986,0,5214.774958332809,640,240,,,,,,,,,,,,0,6,0,0,1,0,13,10,23,1,14010,160,0.5178699493408203,False,0,20180730123325990,0,13,TD KD,michael3,160,all_folded,ml_raise,D,L,0,0,0.3722180555555181,0.37208147613776726,0.4089561579904147,0,none,,"[0, 0, 1, 4986]",Deal,16,0,0,80,96,0.4,-0.076
