round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,prWin_adj,limitBet,util_fold,util_call,util_raise_coeff,action,amount,cputime
1,0,4,4,deal,False,♣4 ♠10,,20000,0.2096357142857203,0.40704862311723417,1000,0,3000,0,0,0,870,870,870,1,0.1892832831298586,82.82039719363729,-2560,-370.2921325371733,-0.6214334337402828,call,0,0.09719586372375488
1,1,4,3,flop,False,♣4 ♠10,♣3 ♣6 ♦3,1024,0.156982421875,0.3553821332432309,130,0,2130,870,0,870,20,890,20,1,0.011468743564122558,5.335217766505475,0,20.599352216993857,-0.9770625128717549,call,0,1.2910079956054688
2,0,4,4,deal,False,♥9 ♥3,,20000,0.22155178571429607,0.4152909726458098,3630,0,5630,0,0,0,20,20,20,1,0.20078723708200558,166.01201097726815,0,-5.944893404259609,-0.5984255258359888,fold,0,0.10554885864257812
3,0,4,4,deal,False,♠5 ♠2,,20000,0.21288630952381868,0.40934793115532847,3610,0,5610,0,20,20,860,880,880,1,0.19241891296605226,157.7343307800644,-20,-348.165691510301,-0.6151621740678954,fold,0,0.09632468223571777
4,0,4,4,deal,False,♣10 ♥9,,20000,0.2884541666666932,0.45304344206633956,3600,0,5600,0,10,10,349,359,359,1,0.2658019945633762,227.63988181812888,-10,-54.75719201834255,-0.46839601087324756,fold,0,0.09414029121398926
5,0,4,4,deal,False,♦A ♦3,,20000,0.3205416666667069,0.4666848043350423,3600,0,5600,0,0,0,40,40,40,1,0.2972074264499548,259.84855780916973,0,1.9062471294436278,-0.4055851471000904,call,0,0.09653306007385254
5,1,4,3,flop,False,♦A ♦3,♠J ♥4 ♥A,262,0.6183206106870229,0.46778698204157626,3560,0,5560,40,0,40,368,408,368,1,0.42400118990293356,666.027990210722,0,151.40145763109365,-0.15199762019413288,call,0,1.2183940410614014
5,2,4,3,turn,False,♦A ♦3,♠J ♥4 ♥A ♠2,171,0.5877192982456141,0.4877697815599243,3192,0,5192,408,0,408,340,748,340,1,0.292372185685652,599.3812495223998,0,208.78259253196882,-0.415255628628696,call,0,1.209557056427002
5,3,4,3,river,False,♦A ♦3,♠J ♥4 ♥A ♠2 ♠6,285,0.5157894736842106,0.49975063033554606,2852,0,4852,748,0,748,565,1313,565,1,0.11598896941577369,259.78731664179935,0,-190.12365084821943,-0.7680220611684526,fold,0,1.2233169078826904
6,0,4,4,deal,False,♠10 ♣6,,20000,0.22843452380953624,0.4198240013880181,2852,0,4852,0,0,0,20,20,20,1,0.20744332374013533,148.40969207755919,0,-6.723627280631339,-0.5851133525197294,fold,0,0.09940910339355469
7,0,4,3,deal,False,♠10 ♦8,,20000,0.2735488095238322,0.4457800560051183,2812,0,4812,0,40,40,0,40,40,2,0.2512598067235763,183.19085874485046,-40,23.11590221856902,-0.49748038655284743,check,0,0.0945746898651123
7,1,4,3,flop,True,♠10 ♦8,♦K ♦7 ♣4,92,0.16304347826086957,0.36940533626013977,2812,0,4812,40,0,40,40,80,0,4,0.01528134375681367,16.090928516471163,0,-37.37160887382805,-0.9694373124863727,fold,0,1.221553087234497
8,0,4,4,deal,False,♣3 ♣10,,20000,0.2384059523809661,0.4261086179019273,2792,0,4792,0,20,20,20,40,40,2,0.21710052148586972,154.30360540196705,-20,18.209691781513072,-0.5657989570282606,call,0,0.0947268009185791
8,1,4,4,flop,True,♣3 ♣10,♣A ♣6 ♣Q,72,0.8333333333333334,0.37267799624996495,2772,0,4772,40,0,40,40,80,0,4,0.6842621348333474,1194.606569678897,0,121.48586382066998,0.3685242696666948,raise,0,1.2567191123962402
8,2,4,3,turn,True,♣3 ♣10,♣A ♣6 ♣Q ♦7,80,0.85,0.35707142142714243,2732,0,4732,80,0,80,40,120,0,4,0.6357571471437145,1595.2726771497296,0,160.89925849741377,0.2715142942874289,raise,0,1.226989984512329
8,3,4,3,river,True,♣3 ♣10,♣A ♣6 ♣Q ♦7 ♦10,70,1.0,0.0,2692,0,4692,120,0,120,40,160,0,4,1.0,inf,0,356.0,1.0,raise,0,1.4329218864440918
9,0,3,3,deal,False,♣A ♠5,,20000,0.4035291666666089,0.4906051144413,3008,0,5008,0,0,0,80,80,80,1,0.37899891094454385,313.9000413352198,0,26.119695064472282,-0.2420021781109123,call,0,0.09515810012817383
9,1,3,2,flop,True,♣A ♠5,♣9 ♣J ♥5,227,0.3788546255506608,0.4851018431726778,2928,0,4928,80,0,80,80,160,0,3,0.18481388828158962,218.6633137677168,0,-6.074444687364149,-0.6303722234368208,fold,0,1.220132827758789
10,0,3,3,deal,False,♠4 ♥7,,20000,0.2568444444444326,0.43689286535999117,2848,0,4848,0,80,80,0,80,80,3,0.23499980117643304,170.8584338545943,-80,56.39995228234393,-0.5300003976471339,check,0,0.10370779037475586
10,1,3,3,flop,False,♠4 ♥7,♦10 ♠2 ♥K,212,0.049528301886792456,0.20865644813891235,2848,0,4848,80,0,80,80,160,80,1,0.0,-0.0,0,-80.0,-1.0,fold,0,1.220250129699707
11,0,3,3,deal,False,♦3 ♦9,,20000,0.294397222222195,0.4557713217942201,2808,0,4808,0,40,40,40,80,80,2,0.27160865613248397,200.46778056237773,-40,36.05042371709551,-0.45678268773503206,call,0,0.09650301933288574
11,1,3,3,flop,True,♦3 ♦9,♠J ♠7 ♠A,102,0.0661764705882353,0.23723920301325996,2768,0,4768,80,0,80,80,160,0,3,0.0,-0.0,0,-80.0,-1.0,fold,0,1.212501049041748
