round_id,playerName,chips,reloadCount,cards,hand,position,act_deal,bet_deal,act_flop,bet_flop,act_turn,bet_turn,act_river,bet_river,allIn,folded,rank,message,winMoney
1,PCB,1000,0,♥2 ♣J,♥2 ♣J ♣Q ♠6 ♠Q ♠J ♠9,,,,,,,,fold,0,False,True,76.0064,Two Pair,0.0
1,惡意送頭,1000,0,♠7 ♦Q,♠7 ♦Q ♣Q ♠6 ♠Q ♠J ♠9,SB,,,,,,,bet,880,False,False,123.0856,Flush,900.0
1,ヽ(=^･ω･^=)丿,1000,0,♣8 ♦5,♣8 ♦5 ♣Q ♠6 ♠Q ♠J ♠9,BB,,,,,,,fold,20,False,True,19.0352,Pair,0.0
1,AllinWin,1000,0,♦4 ♦10,♦4 ♦10 ♣Q ♠6 ♠Q ♠J ♠9,,,,,,,,fold,0,False,True,19.0448,Pair,0.0
2,PCB,1000,0,♥8 ♠J,♥8 ♠J ♥3 ♦4 ♦K ♣K ♦A,,call,870.0,,,,,fold,0,False,True,20.2336,Pair,0.0
2,惡意送頭,3020,2,♦3 ♠9,♦3 ♠9 ♥3 ♦4 ♦K ♣K ♦A,,bet,870.0,,,,,call,0,False,False,78.2048,Two Pair,1770.0
2,ヽ(=^･ω･^=)丿,1980,1,♥J ♥9,♥J ♥9 ♥3 ♦4 ♦K ♣K ♦A,SB,fold,10.0,,,,,fold,0,False,True,20.2368,Pair,0.0
2,AllinWin,1000,0,♦5 ♠Q,♦5 ♠Q ♥3 ♦4 ♦K ♣K ♦A,BB,fold,20.0,,,,,fold,0,False,True,20.2564,Pair,0.0
3,PCB,130,0,♦J ♥10,♦J ♥10 ♥2 ♠Q ♦7 ♣5 ♠J,BB,,,,,,,allin,130,True,False,18.0656,Pair,0.0
3,惡意送頭,3920,2,♥Q ♠6,♥Q ♠6 ♥2 ♠Q ♦7 ♣5 ♠J,,,,,,,,bet,870,False,False,19.028,Pair,1010.0
3,ヽ(=^･ω･^=)丿,1970,1,♠3 ♦5,♠3 ♦5 ♥2 ♠Q ♦7 ♣5 ♠J,,,,,,,,fold,0,False,True,12.0784,Pair,0.0
3,AllinWin,980,0,♣4 ♣J,♣4 ♣J ♥2 ♠Q ♦7 ♣5 ♠J,SB,,,,,,,fold,10,False,True,18.0532,Pair,0.0
4,PCB,1000,1,♦K ♠J,♦K ♠J ♠K ♥A ♣4 ♣10 ♣6,SB,call,890.0,,,,,check,0,False,False,20.2432,Pair,1780.0
4,惡意送頭,4060,2,♥10 ♠Q,♥10 ♠Q ♠K ♥A ♣4 ♣10 ♣6,BB,bet,890.0,,,,,fold,0,False,True,17.3584,Pair,0.0
4,ヽ(=^･ω･^=)丿,2970,2,♥Q ♠5,♥Q ♠5 ♠K ♥A ♣4 ♣10 ♣6,,fold,0.0,,,,,fold,0,False,True,8.1672,High Card,0.0
4,AllinWin,970,0,♥2 ♠8,♥2 ♠8 ♠K ♥A ♣4 ♣10 ♣6,,fold,0.0,,,,,fold,0,False,True,8.1192,High Card,0.0
5,PCB,1890,1,♦K ♦5,♦K ♦5 ♣2 ♥5 ♦2 ♣Q ♠8,,call,890.0,,,,,call,0,False,False,25.1024,Two Pair,1820.0
5,惡意送頭,3170,2,♠K ♠Q,♠K ♠Q ♣2 ♥5 ♦2 ♣Q ♠8,SB,bet,890.0,,,,,fold,0,False,True,67.1024,Two Pair,0.0
5,ヽ(=^･ω･^=)丿,2970,2,♣6 ♥6,♣6 ♥6 ♣2 ♥5 ♦2 ♣Q ♠8,BB,fold,40.0,,,,,fold,0,False,True,28.0512,Two Pair,0.0
5,AllinWin,970,0,♥9 ♦A,♥9 ♦A ♣2 ♥5 ♦2 ♣Q ♠8,,fold,0.0,,,,,fold,0,False,True,9.2624,Pair,0.0
6,PCB,2820,1,♥Q ♠9,♥Q ♠9 ♣8 ♥2 ♥6 ♠6 ♦A,,call,870.0,,,,,fold,0,False,True,13.2624,Pair,0.0
