round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,prWin_adj,limitBet,util_fold,util_call,util_raise_coeff,action,amount,cputime
1,0,4,3,deal,False,♠K ♥5,,20000,0.2613011904762164,0.4393436904428337,990,0,2990,0,10,10,860,870,870,1,0.3052355595204998,143.2600217978384,-10,-60.28283405629054,-0.3895288809590004,fold,0,0.0980989933013916
2,0,4,4,deal,False,♠8 ♦Q,,20000,0.2754500000000278,0.4467407497643488,990,0,2990,0,0,0,870,870,870,1,0.32012407497646267,151.78150732987996,0,-24.87244206213859,-0.35975185004707466,fold,0,0.09360289573669434
3,0,4,4,deal,False,♠8 ♠Q,,20000,0.31220476190479696,0.4633928663119082,990,0,2990,0,0,0,20,20,20,1,0.35854404853598776,174.66401470206492,0,5.098083397519144,-0.2829119029280245,call,0,0.09787702560424805
3,1,4,4,deal,False,♠8 ♠Q,,20000,0.31220476190479696,0.4633928663119082,970,0,2970,0,20,20,870,890,890,1,0.35854404853598776,173.49569353348926,0,94.48349056180712,-0.2829119029280245,call,0,0.07604503631591797
3,2,4,2,flop,True,♠8 ♠Q,♣6 ♦5 ♦Q,200,0.565,0.48813420285818937,100,0,2100,890,0,890,20,910,0,4,0.366697201230038,208.308022314647,0,981.0833593580038,-0.26660559753992397,call,0,1.2268011569976807
3,3,4,2,turn,True,♠8 ♠Q,♣6 ♦5 ♦Q ♥2,153,0.46078431372549017,0.49351815484914585,80,0,2080,910,0,910,20,930,0,4,0.16170845916346283,122.47083185175677,0,427.932431882792,-0.6765830816730743,call,0,1.2158899307250977
3,4,4,2,river,True,♠8 ♠Q,♣6 ♦5 ♦Q ♥2 ♥5,257,0.5914396887159533,0.49156767929505857,60,0,2060,930,0,930,20,950,0,4,0.19818554527990645,197.60780465740473,0,536.9013822365371,-0.6036289094401871,call,0,1.2243602275848389
4,0,4,3,deal,False,♦10 ♣3,,20000,0.1928648809523869,0.39454786610449244,2830,0,4830,0,20,20,860,880,880,1,0.23231966756283615,168.00168413891035,-20,-246.67607763411263,-0.5353606648743277,fold,0,0.09162092208862305
5,0,4,3,deal,False,♠6 ♥5,,20000,0.21262976190477287,0.4091678705092721,2810,0,4810,0,20,20,369,389,389,1,0.25354654895570006,185.05038378430183,-20,-68.04024638958401,-0.4929069020885999,fold,0,0.09269905090332031
6,0,4,4,deal,False,♣9 ♠4,,20000,0.1898000000000057,0.39214278011969506,2810,0,4810,0,0,0,40,40,40,1,0.2290142780119752,164.58715239187254,0,-7.7089868003115,-0.5419714439760497,fold,0,0.10158109664916992
7,0,3,2,deal,False,♣4 ♥7,,20000,0.2568444444444326,0.43689286535999117,2770,0,4770,0,40,40,0,40,40,2,0.30053373098043173,224.3125568731469,-40,30.053373098043174,-0.39893253803913653,check,0,0.09050703048706055
7,1,3,2,flop,True,♣4 ♥7,♦K ♦J ♠7,102,0.2647058823529412,0.42418250299576354,2770,0,4770,40,0,40,40,80,0,3,0.08823529411764705,95.67957735103816,0,-24.11764705882353,-0.8235294117647058,fold,0,1.2058839797973633
8,0,3,3,deal,False,♠9 ♠8,,20000,0.3797597222221755,0.485326978026064,2730,0,4730,0,40,40,40,80,80,2,0.4282924200247819,347.9420715376287,-40,79.92187760693893,-0.1434151599504362,call,0,0.09087586402893066
8,1,3,3,deal,False,♠9 ♠8,,20000,0.3797597222221755,0.485326978026064,2690,0,4690,0,80,80,80,160,160,2,0.4282924200247819,344.9996438713485,0,159.84375521387787,-0.1434151599504362,call,0,0.07686710357666016
8,2,3,3,flop,True,♠9 ♠8,♣10 ♦A ♠6,102,0.3382352941176471,0.46527329469283446,2610,0,4610,160,0,160,80,240,0,3,0.1489916712688775,161.50256679546374,0,15.354669612081594,-0.7020166574622451,call,0,1.2034220695495605
9,0,3,3,deal,False,♥5 ♦Q,,20000,0.3352458333332897,0.472076333410136,3090,0,5090,0,0,0,80,80,80,1,0.38245346667430336,322.77540313223926,0,27.086970668804938,-0.2350930666513933,call,0,0.09246301651000977
10,0,3,3,deal,False,♠5 ♦A,,20000,0.4035291666666089,0.4906051144413,3170,0,5170,0,80,80,80,160,160,1,0.45258967811073886,409.84840613039415,-80,137.24304549315465,-0.09482064377852228,call,0,0.09147405624389648
10,1,3,3,flop,True,♠5 ♦A,♦7 ♦4 ♣Q,189,0.2222222222222222,0.41573970964154905,3090,0,5090,160,0,160,80,240,0,3,0.05592633836560257,63.61003138126203,0,-44.207143446014356,-0.8881473232687949,fold,0,1.217806100845337
11,0,3,3,deal,False,♦J ♠5,,20000,0.3102902777777408,0.4626123877441603,3010,0,5010,0,80,80,80,160,160,2,0.35655151655215683,290.6201868319349,-80,119.66884926920784,-0.28689696689568633,call,0,0.09151077270507812
11,1,3,3,flop,True,♦J ♠5,♠Q ♥9 ♣6,111,0.10810810810810811,0.3105168998128664,2930,0,4930,160,0,160,160,320,0,3,0.0,-0.0,0,-160.0,-1.0,fold,0,1.2258758544921875
12,0,3,3,deal,False,♣Q ♥5,,20000,0.3352458333332897,0.472076333410136,2930,0,4930,0,0,0,160,160,160,1,0.38245346667430336,312.62922150136336,0,54.173941337609875,-0.2350930666513933,call,0,0.09401082992553711
13,0,3,2,deal,False,♦4 ♥A,,20000,0.3935361111110554,0.4885339705308552,3010,0,5010,0,160,160,0,160,160,2,0.4423895081641409,384.99559491384696,-160,176.95580326565636,-0.11522098367171818,check,0,0.09351587295532227
13,1,3,2,flop,True,♦4 ♥A,♠Q ♥10 ♣10,93,0.3548387096774194,0.47846441852230076,3010,0,5010,160,0,160,160,320,0,3,0.16345294226849905,194.16160795103875,0,-42.31388156668069,-0.6730941154630019,fold,0,1.2305452823638916
14,0,3,2,deal,False,♥3 ♠A,,20000,0.3829236111110547,0.48609990656728624,2850,0,4850,0,160,160,160,320,320,1,0.4315336017677833,360.39712669645587,-160,185.22688141422668,-0.13693279646443335,call,0,0.09109616279602051
14,1,3,2,flop,True,♥3 ♠A,♣2 ♦4 ♣A,94,0.40425531914893614,0.4797860546289225,2690,0,4690,320,0,320,320,640,0,3,0.20795638136730557,237.43336219141253,0,-53.81583184984885,-0.5840872372653889,fold,0,1.2030041217803955
15,0,3,3,deal,False,♥J ♠8,,20000,0.3594624999999492,0.479842902514704,2690,0,4690,0,0,0,320,320,320,1,0.4074467902514196,322.9018538618876,0,136.34040508158995,-0.18510641949716078,call,0,0.09396886825561523
16,0,3,3,deal,False,♣4 ♦J,,20000,0.3014027777777443,0.45886723932484436,2850,0,4850,0,320,320,0,320,320,3,0.34728950171022877,272.2196104989411,-320,333.3979216418196,-0.30542099657954247,check,0,0.10238409042358398
16,1,3,2,flop,True,♣4 ♦J,♦K ♦5 ♠J,165,0.5636363636363636,0.4959338798903947,2850,0,4850,320,0,320,320,640,0,3,0.3652628116802057,478.7096864418227,0,264.4204986883291,-0.2694743766395886,call,0,1.2160613536834717
16,2,3,2,turn,True,♣4 ♦J,♦K ♦5 ♠J ♠K,90,0.4666666666666667,0.4818944098266987,2530,0,4530,640,0,640,320,960,0,3,0.16733407572475134,276.90930489549754,0,54.82832962344298,-0.6653318485504973,call,0,1.239833116531372
16,3,3,2,river,True,♣4 ♦J,♦K ♦5 ♠J ♠K ♠5,57,0.5789473684210527,0.49372797471825575,2210,0,4210,960,0,960,320,1280,0,3,0.18396498864644806,371.7059847378418,0,209.81916730177045,-0.6320700227071039,call,0,1.3974270820617676
17,0,3,3,deal,False,♠Q ♦4,,20000,0.3248958333332917,0.46833591664099145,4450,0,6450,0,320,320,320,640,640,1,0.3717294249973908,394.4083081339258,-320,464.72081616949197,-0.2565411500052184,call,0,0.09311413764953613
17,1,3,3,deal,False,♠Q ♦4,,20000,0.3248958333332917,0.46833591664099145,4130,0,6130,0,640,640,79,719,719,1,0.3717294249973908,374.8407641644907,0,674.8672738947085,-0.2565411500052184,call,0,0.0754098892211914
18,0,3,3,deal,False,♣3 ♠K,,20000,0.3440805555555082,0.47506749714553304,6000,0,8000,0,0,0,640,640,640,1,0.3915873052700615,522.9924795872907,0,237.15556380493786,-0.21682538945987695,call,0,0.0932621955871582
18,1,3,2,flop,True,♣3 ♠K,♠6 ♣4 ♣5,299,0.22742474916387959,0.39131506717158954,5360,0,7360,640,0,640,640,1280,0,3,0.059757110005155295,98.47658647344907,0,-448.77724798350306,-0.8804857799896895,fold,0,1.2257862091064453
19,0,3,3,deal,False,♠J ♣5,,20000,0.3102902777777408,0.4626123877441603,4720,0,6720,0,640,640,0,640,640,2,0.35655151655215683,389.8139032955294,-640,584.7444871455372,-0.28689696689568633,check,0,0.09275603294372559
19,1,3,3,flop,True,♠J ♣5,♠2 ♦A ♦10,105,0.17142857142857143,0.3768830273792262,4720,0,6720,640,0,640,640,1280,0,3,0.020675360476880927,30.486350608880237,0,-579.6279474075077,-0.9586492790462382,fold,0,1.199676752090454
20,0,3,3,deal,False,♣10 ♠5,,20000,0.2930263888888595,0.45515044139670385,4080,0,6080,0,640,640,640,1280,1280,1,0.3385414330285299,330.6070880502848,-640,781.8740187198257,-0.3229171339429402,call,0,0.0987248420715332
20,1,3,3,flop,True,♣10 ♠5,♠4 ♣K ♦3,102,0.10294117647058823,0.2915327588470442,3440,0,5440,1280,0,1280,1280,2560,0,3,0.0,-0.0,0,-1280.0,-1.0,fold,0,1.2154419422149658
21,0,3,3,deal,False,♠6 ♠K,,20000,0.40081944444438455,0.4900645033051052,3440,0,5440,0,0,0,1280,1280,1280,1,0.4498258947748951,427.64810033600645,0,735.2200085915301,-0.10034821045020981,call,0,0.09197592735290527
21,1,3,2,flop,True,♠6 ♠K,♥J ♥9 ♠A,282,0.10638297872340426,0.28126178864685714,2160,0,4160,1280,0,1280,1280,2560,0,3,0.0,-0.0,0,-1280.0,-1.0,fold,0,1.2254900932312012
22,0,3,2,deal,False,♥Q ♠A,,20000,0.485529166666591,0.4997905511138007,880,0,2880,0,1280,1280,0,1280,1280,2,0.5355082217779711,290.5466692536657,-1280,1370.901047751606,0.07101644355594217,raise,0,0.0914609432220459
24,0,3,3,deal,False,♣9 ♦5,,20000,0.28376111111108565,0.4508222964007967,3000,1,4000,0,0,0,2560,2560,2560,1,0.32884334075116534,209.84492305926753,-1280,149.6691277896025,-0.3423133184976693,call,0,0.09436178207397461
24,1,3,3,flop,True,♣9 ♦5,♦4 ♥9 ♥Q,133,0.462406015037594,0.48132047438433756,440,1,1440,2560,0,2560,440,3000,0,3,0.262972139361611,95.41158834144274,0,1285.0972342121681,-0.474055721276778,call,0,1.212224006652832
