round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,prWin_adj,limitBet,util_fold,util_call,util_raise_coeff,action,amount,cputime
1,0,3,2,deal,False,♦8 ♦3,,20000,0.2830368055554893,0.4504741638056876,980,0,2980,0,20,20,0,20,20,2,0.26051309736520495,118.32281165518587,-20,10.420523894608198,-0.4789738052695901,check,0,0.09005498886108398
1,1,3,2,flop,True,♦8 ♦3,♥J ♣10 ♦6,291,0.15979381443298968,0.3628807403463514,980,0,2980,20,0,20,20,40,0,3,0.013227924102697658,8.616891803439676,0,-18.941766071784187,-0.9735441517946046,fold,0,1.221662998199463
2,0,3,2,deal,False,♣6 ♠K,,20000,0.3691569444443479,0.48257651705492316,970,0,2970,0,10,10,10,20,20,1,0.3450281185916017,165.34800146886678,-10,7.251405929580084,-0.3099437628167966,call,0,0.08746719360351562
2,1,3,2,deal,False,♣6 ♠K,,20000,0.3691569444443479,0.48257651705492316,960,0,2960,0,20,20,20,40,40,1,0.3450281185916017,164.79127419119382,0,14.502811859160168,-0.3099437628167966,call,0,0.0765540599822998
2,2,3,2,flop,True,♣6 ♠K,♥A ♥Q ♥10,100,0.105,0.2642126668676832,940,0,2940,40,0,40,20,60,0,3,0.0,-0.0,0,-20.0,-1.0,fold,0,1.2242310047149658
3,0,3,3,deal,False,♦3 ♠8,,20000,0.2438513888888281,0.42940410923257083,940,0,2940,0,0,0,20,20,20,1,0.22238118342719956,97.28652062671652,0,-4.433317160096031,-0.5552376331456008,fold,0,0.08925271034240723
4,0,3,2,deal,False,♠3 ♦6,,20000,0.2471493055555061,0.43135429326591523,900,0,2900,0,40,40,0,40,40,2,0.22558159089221033,97.53639392914287,-40,18.046527271376828,-0.5488368182155794,check,0,0.09201884269714355
4,1,3,2,flop,True,♠3 ♦6,♦9 ♣K ♦7,316,0.1281645569620253,0.33070377315542393,900,0,2900,40,0,40,40,80,0,3,0.0,-0.0,0,-40.0,-1.0,fold,0,1.2182562351226807
5,0,3,2,deal,False,♦J ♥3,,20000,0.2933506944443688,0.4552977756516886,880,0,2880,0,20,20,20,40,40,1,0.27058580566178436,119.54883008773851,-20,7.058580566178435,-0.4588283886764313,call,0,0.0890507698059082
5,1,3,2,flop,True,♦J ♥3,♦K ♣J ♠8,96,0.5625,0.480071609241788,860,0,2860,40,0,40,40,80,0,3,0.3640686516701557,281.1233652055385,0,18.250984267224908,-0.27186269665968865,call,0,1.2570850849151611
5,2,3,2,turn,True,♦J ♥3,♦K ♣J ♠8 ♣10,90,0.45,0.48904669170404036,820,0,2820,80,0,80,40,120,0,3,0.15150376886801403,154.65226246827237,0,-3.639095471676633,-0.6969924622639719,fold,0,1.2238450050354004
6,0,3,3,deal,False,♣6 ♠3,,20000,0.2471493055555061,0.43135429326591523,820,0,2820,0,0,0,40,40,40,1,0.22558159089221033,94.84573478626997,0,-8.418577275090552,-0.5488368182155794,fold,0,0.09651803970336914
7,0,3,2,deal,False,♠10 ♣4,,20000,0.2891812499999234,0.4533822390085492,740,0,2740,0,80,80,0,80,80,2,0.2665121380494959,111.72978390274577,-80,42.64194208791935,-0.46697572390100817,check,0,0.09608292579650879
7,1,3,2,flop,False,♠10 ♣4,♣Q ♥J ♦9,282,0.32978723404255317,0.4389291742170647,740,0,2740,80,0,80,640,720,640,1,0.1417329379235374,90.9372492267365,0,-345.19548911904224,-0.7165341241529253,fold,0,1.2132740020751953
8,0,3,3,deal,False,♠2 ♣7,,20000,0.22514722222217126,0.4176792436162126,700,0,2700,0,40,40,40,80,80,2,0.20426326004136064,81.16333158202762,-40,17.19371281158098,-0.5914734799172787,call,0,0.09051895141601562
8,1,3,3,flop,True,♠2 ♣7,♣8 ♦Q ♦J,111,0.013513513513513514,0.08108108108108109,660,0,2660,80,0,80,80,160,0,3,0.0,-0.0,0,-80.0,-1.0,fold,0,1.2135570049285889
9,0,3,3,deal,False,♥10 ♣3,,20000,0.2735347222221486,0.44577289953630045,660,0,2660,0,0,0,80,80,80,1,0.25124607724533354,101.25868774307341,0,-9.651098371306603,-0.4975078455093329,fold,0,0.09229803085327148
10,0,3,2,deal,False,♦Q ♥4,,20000,0.3255104166665823,0.4685652412504904,500,0,2500,0,160,160,0,160,160,2,0.3020821546040578,118.29315172347133,-160,96.66628947329849,-0.3958356907918844,check,0,0.08980727195739746
11,0,3,2,deal,False,♠10 ♦K,,20000,0.4357659722221279,0.4958568237661266,740,0,2740,0,80,80,80,160,160,1,0.41097313103382155,190.79796624447098,-80,84.38925241352862,-0.1780537379323569,call,0,0.09142303466796875
11,1,3,2,flop,True,♠10 ♦K,♥K ♥A ♥J,115,0.45217391304347826,0.4784057751493833,660,0,2660,160,0,160,160,320,0,3,0.253090949269507,168.5539296483299,0,1.9782075324844755,-0.49381810146098604,call,0,1.2659399509429932
11,2,3,2,turn,True,♠10 ♦K,♥K ♥A ♥J ♠8,74,0.3310810810810811,0.4597078025182176,500,0,2500,320,0,320,160,480,0,3,0.048719781361634906,41.681464209760755,0,-113.22900989283049,-0.9025604372767302,fold,0,1.2240450382232666
12,0,3,3,deal,False,♣2 ♥7,,20000,0.22514722222217126,0.4176792436162126,500,0,2500,0,0,0,160,160,160,1,0.20426326004136064,75.15123294632188,0,-45.61257437683804,-0.5914734799172787,fold,0,0.09254908561706543
13,0,3,2,deal,False,♦9 ♥10,,20000,0.3729333333332577,0.4835845967586261,180,0,2180,0,320,320,0,320,320,2,0.3487541034953264,123.00279031206355,-320,223.20262623700887,-0.30249179300934725,check,0,0.08891797065734863
14,0,3,3,deal,False,♠8 ♦J,,20000,0.35875347222213905,0.4796346717979195,660,0,2660,0,160,160,160,320,320,1,0.3347717386322431,142.65182732102423,-160,144.6422821553412,-0.33045652273551385,call,0,0.09605884552001953
14,1,3,3,flop,True,♠8 ♦J,♠10 ♥A ♠6,93,0.3225806451612903,0.46746376600611095,500,0,2500,320,0,320,320,640,0,3,0.13559513875884593,79.1034992450885,0,-131.52275712520415,-0.7288097224823081,fold,0,1.2136099338531494
15,0,3,3,deal,False,♣Q ♥6,,20000,0.3431972222221341,0.4747766726379311,500,0,2500,0,0,0,320,320,320,1,0.31945838859023756,126.58572864241458,0,37.79339522106608,-0.3610832228195249,call,0,0.09013104438781738
17,0,3,3,deal,False,♦J ♣7,,20000,0.33926874999991635,0.4734611549783262,810,0,2810,0,320,320,320,640,640,1,0.31559569225100004,140.1899458519102,-320,191.26502144662004,-0.3688086154979999,call,0,0.0862419605255127
17,1,3,3,flop,True,♦J ♣7,♠7 ♠4 ♥9,102,0.5294117647058824,0.49913419848462176,490,0,2490,640,0,640,490,1130,0,3,0.32975808531203366,216.3416783270224,0,261.8484345114367,-0.3404838293759327,call,0,1.2196159362792969
18,0,3,3,deal,False,♠4 ♠3,,20000,0.2819972222221632,0.4499719867737848,2280,0,4280,0,0,0,640,640,640,1,0.259498622883474,169.16819141666153,0,-58.72308474101828,-0.48100275423305205,fold,0,0.08988213539123535
20,0,3,3,deal,False,♥2 ♦2,,20000,0.3144826388888013,0.4643094967005705,1280,0,3280,0,640,640,640,1280,1280,1,0.2912671640537728,148.5649092902397,-640,501.7672830907893,-0.4174656718924544,call,0,0.08708906173706055
20,1,3,3,flop,True,♥2 ♦2,♦10 ♥5 ♦6,117,0.2564102564102564,0.4366509324596513,640,0,2640,1280,0,1280,640,1920,0,3,0.08174988342639586,48.89149035956079,0,-267.2205315756349,-0.8365002331472082,fold,0,1.212712287902832
21,0,3,3,deal,False,♥9 ♣A,,20000,0.4318145833332295,0.4953289300595907,640,0,2640,0,0,0,640,640,1280,1,0.40704813683024993,181.5277911336878,0,662.5540378567998,-0.18590372633950014,call,0,0.08640313148498535
24,0,3,3,deal,False,♦J ♥A,,20000,0.4694937499998948,0.4990685010205824,1000,1,2000,0,0,0,1000,1000,2480,1,0.4445403249488657,154.7077515687494,-1280,1560.5522717054664,-0.11091935010226861,call,0,0.08671307563781738
