round_id,playerName,chips,reloadCount,cards,hand,position,act_deal,bet_deal,act_flop,bet_flop,act_turn,bet_turn,act_river,bet_river,allIn,folded,rank,message,winMoney
1,隨便,1000,0,♠7 ♦J,♠7 ♦J ♠9 ♥10 ♣9 ♠5 ♠10,BB,call,20.0,call,326.0,fold,0.0,fold,0,False,True,57.0256,Two Pair,0.0
1,( ´_ゝ`) Dracarys,1000,0,♣3 ♥A,♣3 ♥A ♠9 ♥10 ♣9 ♠5 ♠10,,fold,0.0,fold,0.0,fold,0.0,fold,0,False,True,57.2048,Two Pair,0.0
1,ヽ(=^･ω･^=)丿,1000,0,♠6 ♣Q,♠6 ♣Q ♠9 ♥10 ♣9 ♠5 ♠10,,fold,0.0,fold,0.0,fold,0.0,fold,0,False,True,57.0512,Two Pair,0.0
1,ERS yo,1000,0,♠Q ♣10,♠Q ♣10 ♠9 ♥10 ♣9 ♠5 ♠10,,call,20.0,call,326.0,raise,436.0,allin,218,True,False,227.0,Full House,3346.0
1,Yeeeee,1000,0,♣J ♣A,♣J ♣A ♠9 ♥10 ♣9 ♠5 ♠10,,call,20.0,call,326.0,call,436.0,allin,218,True,False,57.2048,Two Pair,0.0
1,(=´ᴥ`),1000,0,♣2 ♥7,♣2 ♥7 ♠9 ♥10 ♣9 ♠5 ♠10,,fold,0.0,fold,0.0,fold,0.0,fold,0,False,True,57.0016,Two Pair,0.0
1,poy and his good friends,1000,0,♥9 ♣7,♥9 ♣7 ♠9 ♥10 ♣9 ♠5 ♠10,SB,call,20.0,bet,326.0,call,436.0,allin,218,True,False,215.0,Full House,0.0
2,隨便,654,0,♠9 ♦10,♠9 ♦10 ♠6 ♠J ♣J ♣9 ♥K,SB,call,80.0,call,410.0,,,allin,164,True,False,65.1024,Two Pair,0.0
2,( ´_ゝ`) Dracarys,1000,0,♦A ♠A,♦A ♠A ♠6 ♠J ♣J ♣9 ♥K,BB,bet,80.0,bet,410.0,,,allin,510,True,False,97.1024,Two Pair,2814.0
2,ヽ(=^･ω･^=)丿,1000,0,♦7 ♥6,♦7 ♥6 ♠6 ♠J ♣J ♣9 ♥K,,fold,0.0,fold,0.0,,,fold,0,False,True,62.1024,Two Pair,0.0
2,ERS yo,3346,0,♦9 ♣8,♦9 ♣8 ♠6 ♠J ♣J ♣9 ♥K,,call,80.0,fold,0.0,,,fold,0,False,True,65.1024,Two Pair,0.0
2,Yeeeee,1000,1,♦2 ♦4,♦2 ♦4 ♠6 ♠J ♣J ♣9 ♥K,,call,80.0,fold,0.0,,,fold,0,False,True,18.1096,Pair,0.0
2,(=´ᴥ`),1000,0,♥9 ♦8,♥9 ♦8 ♠6 ♠J ♣J ♣9 ♥K,,fold,0.0,fold,0.0,,,fold,0,False,True,65.1024,Two Pair,0.0
2,poy and his good friends,2000,2,♦K ♦Q,♦K ♦Q ♠6 ♠J ♣J ♣9 ♥K,,call,80.0,call,410.0,,,call,510,False,False,86.0512,Two Pair,0.0
3,隨便,1000,1,♦Q ♥J,♦Q ♥J ♣8 ♣3 ♦10 ♣10 ♦6,,call,20.0,call,60.0,fold,0.0,fold,0,False,True,17.08,Pair,0.0
3,( ´_ゝ`) Dracarys,2814,0,♠6 ♣K,♠6 ♣K ♣8 ♣3 ♦10 ♣10 ♦6,SB,call,20.0,fold,0.0,fold,0.0,fold,0,False,True,54.1024,Two Pair,0.0
3,ヽ(=^･ω･^=)丿,1000,0,♠5 ♥9,♠5 ♥9 ♣8 ♣3 ♦10 ♣10 ♦6,BB,call,20.0,fold,0.0,fold,0.0,fold,0,False,True,17.0104,Pair,0.0
3,ERS yo,3266,0,♠K ♦4,♠K ♦4 ♣8 ♣3 ♦10 ♣10 ♦6,,call,20.0,fold,0.0,fold,0.0,fold,0,False,True,17.1064,Pair,0.0
3,Yeeeee,920,1,♥4 ♥K,♥4 ♥K ♣8 ♣3 ♦10 ♣10 ♦6,,call,20.0,fold,0.0,fold,0.0,fold,0,False,True,17.1064,Pair,0.0
3,(=´ᴥ`),1000,0,♠9 ♠4,♠9 ♠4 ♣8 ♣3 ♦10 ♣10 ♦6,,call,20.0,call,60.0,call,60.0,call,60,False,False,17.0104,Pair,0.0
3,poy and his good friends,1000,2,♦A ♦9,♦A ♦9 ♣8 ♣3 ♦10 ♣10 ♦6,,call,20.0,bet,60.0,bet,60.0,bet,60,False,False,17.2144,Pair,560.0
4,隨便,920,1,♥3 ♦4,♥3 ♦4 ♠2 ♠J ♥5 ♦6 ♦Q,,call,20.0,call,20.0,fold,0.0,fold,0,False,True,114.0,Straight,0.0
4,( ´_ゝ`) Dracarys,2794,0,♥A ♦9,♥A ♦9 ♠2 ♠J ♥5 ♦6 ♦Q,,call,20.0,fold,0.0,fold,0.0,fold,0,False,True,8.084,High Card,0.0
4,ヽ(=^･ω･^=)丿,980,0,♠9 ♠6,♠9 ♠6 ♠2 ♠J ♥5 ♦6 ♦Q,SB,call,20.0,bet,20.0,bet,20.0,call,60,False,False,13.0832,Pair,0.0
4,ERS yo,3246,0,♥Q ♥8,♥Q ♥8 ♠2 ♠J ♥5 ♦6 ♦Q,BB,call,20.0,fold,0.0,fold,0.0,fold,0,False,True,19.0296,Pair,0.0
4,Yeeeee,900,1,♦3 ♣9,♦3 ♣9 ♠2 ♠J ♥5 ♦6 ♦Q,,call,20.0,fold,0.0,fold,0.0,fold,0,False,True,6.0332,High Card,0.0
4,(=´ᴥ`),800,0,♦10 ♦5,♦10 ♦5 ♠2 ♠J ♥5 ♦6 ♦Q,,call,20.0,call,20.0,call,20.0,call,60,False,False,12.0896,Pair,0.0
4,poy and his good friends,1360,2,♣6 ♥2,♣6 ♥2 ♠2 ♠J ♥5 ♦6 ♦Q,,call,20.0,call,20.0,call,20.0,bet,60,False,False,28.0512,Two Pair,460.0
5,隨便,880,1,♣9 ♠6,♣9 ♠6 ♠2 ♣5 ♠5 ♦3 ♦8,,call,20.0,,,,,allin,860,True,False,12.0104,Pair,0.0
5,( ´_ゝ`) Dracarys,2774,0,♦5 ♠A,♦5 ♠A ♠2 ♣5 ♠5 ♦3 ♦8,,call,20.0,,,,,allin,2754,True,False,103.208,Three of a Kind,3514.0
5,ヽ(=^･ω･^=)丿,860,0,♦K ♣8,♦K ♣8 ♠2 ♣5 ♠5 ♦3 ♦8,,fold,0.0,,,,,fold,0,False,True,40.1024,Two Pair,0.0
