round_id,playerName,chips,reloadCount,cards,hand,position,act_deal,bet_deal,act_flop,bet_flop,act_turn,bet_turn,act_river,bet_river,allIn,folded,rank,message,winMoney
1,(=´ᴥ`),1000,0,♥J ♦K,♥J ♦K ♣4 ♣J ♥10 ♣2 ♠8,,fold,0,fold,0.0,,,fold,0,False,True,18.1184,Pair,0.0
1,ヽ(=^･ω･^=)丿,1000,0,♦7 ♣5,♦7 ♣5 ♣4 ♣J ♥10 ♣2 ♠8,,call,20,bet,20.0,,,fold,0,False,True,5.018,High Card,0.0
1,( ´_ゝ`) Dracarys,1000,0,♥7 ♦2,♥7 ♦2 ♣4 ♣J ♥10 ♣2 ♠8,,fold,0,fold,0.0,,,fold,0,False,True,9.0416,Pair,0.0
1,隨便,1000,0,♠7 ♦Q,♠7 ♦Q ♣4 ♣J ♥10 ♣2 ♠8,SB,fold,10,fold,0.0,,,fold,0,False,True,6.0432,High Card,0.0
1,Yeeeee,1000,0,♣3 ♥8,♣3 ♥8 ♣4 ♣J ♥10 ♣2 ♠8,BB,call,20,fold,0.0,,,fold,0,False,True,15.0386,Pair,0.0
1,ERS yo,1000,0,♦A ♠2,♦A ♠2 ♣4 ♣J ♥10 ♣2 ♠8,,call,20,fold,0.0,,,fold,0,False,True,9.2432,Pair,0.0
1,poy and his good friends,1000,0,♦10 ♦J,♦10 ♦J ♣4 ♣J ♥10 ♣2 ♠8,,call,20,call,20.0,,,check,0,False,False,66.0032,Two Pair,130.0
2,(=´ᴥ`),1000,0,♣5 ♣Q,♣5 ♣Q ♣8 ♠K ♥9 ♦5 ♥J,,fold,0,fold,0.0,fold,0.0,fold,0,False,True,12.1792,Pair,0.0
2,ヽ(=^･ω･^=)丿,960,0,♦Q ♦6,♦Q ♦6 ♣8 ♠K ♥9 ♦5 ♥J,,call,20,call,20.0,bet,20.0,fold,0,False,True,7.0864,High Card,0.0
2,( ´_ゝ`) Dracarys,1000,0,♣3 ♠9,♣3 ♠9 ♣8 ♠K ♥9 ♦5 ♥J,,fold,0,fold,0.0,fold,0.0,fold,0,False,True,16.1312,Pair,0.0
2,隨便,990,0,♠8 ♠Q,♠8 ♠Q ♣8 ♠K ♥9 ♦5 ♥J,,call,20,call,20.0,call,20.0,call,0,False,False,15.1792,Pair,200.0
2,Yeeeee,980,0,♥3 ♥8,♥3 ♥8 ♣8 ♠K ♥9 ♦5 ♥J,SB,call,20,bet,20.0,fold,0.0,fold,0,False,True,15.1344,Pair,0.0
2,ERS yo,980,0,♣J ♠7,♣J ♠7 ♣8 ♠K ♥9 ♦5 ♥J,BB,call,20,call,20.0,fold,0.0,fold,0,False,True,18.112,Pair,0.0
2,poy and his good friends,2090,1,♦A ♣6,♦A ♣6 ♣8 ♠K ♥9 ♦5 ♥J,,fold,0,fold,0.0,fold,0.0,fold,0,False,True,8.1376,High Card,0.0
3,(=´ᴥ`),1000,0,♠5 ♥8,♠5 ♥8 ♣A ♥J ♦7 ♥A ♣K,,fold,0,fold,0.0,,,fold,0,False,True,21.1312,Pair,0.0
3,ヽ(=^･ω･^=)丿,900,0,♦4 ♦Q,♦4 ♦Q ♣A ♥J ♦7 ♥A ♣K,,call,20,fold,20.0,,,fold,0,False,True,21.1792,Pair,0.0
3,( ´_ゝ`) Dracarys,1000,0,♠K ♣3,♠K ♣3 ♣A ♥J ♦7 ♥A ♣K,,fold,0,fold,0.0,,,fold,0,False,True,99.0256,Two Pair,0.0
3,隨便,1130,0,♣8 ♠10,♣8 ♠10 ♣A ♥J ♦7 ♥A ♣K,,call,20,call,400.0,,,fold,0,False,True,21.1408,Pair,0.0
3,Yeeeee,940,0,♦J ♥6,♦J ♥6 ♣A ♥J ♦7 ♥A ♣K,,call,20,bet,400.0,,,bet,400,False,False,97.1024,Two Pair,1740.0
3,ERS yo,940,0,♠Q ♦K,♠Q ♦K ♣A ♥J ♦7 ♥A ♣K,SB,call,20,call,400.0,,,fold,20,False,True,99.0512,Two Pair,0.0
3,poy and his good friends,3090,2,♣9 ♦8,♣9 ♦8 ♣A ♥J ♦7 ♥A ♣K,BB,fold,20,fold,0.0,,,fold,0,False,True,21.1344,Pair,0.0
4,(=´ᴥ`),1000,0,♣3 ♠5,♣3 ♠5 ♦7 ♣2 ♠8 ♠7 ♠10,BB,call,20,call,60.0,call,60.0,call,100,False,False,14.0164,Pair,0.0
4,ヽ(=^･ω･^=)丿,860,0,♦8 ♣9,♦8 ♣9 ♦7 ♣2 ♠8 ♠7 ♠10,,call,20,raise,60.0,raise,60.0,call,100,False,False,42.0128,Two Pair,820.0
4,( ´_ゝ`) Dracarys,1000,0,♥K ♣A,♥K ♣A ♦7 ♣2 ♠8 ♠7 ♠10,,call,20,fold,0.0,fold,0.0,fold,0,False,True,14.32,Pair,0.0
4,隨便,710,0,♥Q ♥3,♥Q ♥3 ♦7 ♣2 ♠8 ♠7 ♠10,,call,20,call,60.0,fold,0.0,fold,0,False,True,14.0672,Pair,0.0
4,Yeeeee,1860,0,♦4 ♣6,♦4 ♣6 ♦7 ♣2 ♠8 ♠7 ♠10,,fold,0,fold,0.0,fold,0.0,fold,0,False,True,14.0168,Pair,0.0
4,ERS yo,500,0,♦3 ♣8,♦3 ♣8 ♦7 ♣2 ♠8 ♠7 ♠10,,fold,0,fold,0.0,fold,0.0,fold,0,False,True,42.0128,Two Pair,0.0
4,poy and his good friends,3070,2,♥9 ♣K,♥9 ♣K ♦7 ♣2 ♠8 ♠7 ♠10,SB,call,20,call,60.0,call,60.0,bet,100,False,False,14.1216,Pair,0.0
5,(=´ᴥ`),760,0,♣6 ♠J,♣6 ♠J ♣Q ♦3 ♠Q ♦4 ♠10,SB,call,500,call,100.0,call,100.0,allin,60,True,False,19.0392,Pair,0.0
5,ヽ(=^･ω･^=)丿,1440,0,♥7 ♠4,♥7 ♠4 ♣Q ♦3 ♠Q ♦4 ♠10,BB,call,500,call,100.0,call,100.0,call,100,False,False,69.0128,Two Pair,1770.0
