round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,prWin_adj,limitBet,util_fold,util_call,util_raise_coeff,action,amount,cputime
1,0,4,4,deal,False,♥7 ♦10,,20000,0.2519190476190657,0.4341150090307505,1000,0,3000,0,0,0,870,870,870,1,0.23021329716752817,103.26740010533445,0,-262.2368954777256,-0.5395734056649437,fold,0,0.09683871269226074
2,0,4,4,deal,False,♥7 ♦7,,20000,0.3505333333334051,0.47713699872843335,1000,0,3000,0,0,0,20,20,20,1,0.3266764833969834,156.1114718031343,0,2.867353837788837,-0.3466470332060332,call,0,0.095916748046875
2,1,4,4,deal,False,♥7 ♦7,,20000,0.3505333333334051,0.47713699872843335,980,0,2980,0,20,20,870,890,890,1,0.3266764833969834,155.07072865778005,0,8.759740337885319,-0.3466470332060332,call,0,0.0794367790222168
2,2,4,3,flop,False,♥7 ♦7,♣4 ♠4 ♣10,251,0.4860557768924303,0.4998055208197748,110,0,2110,890,0,890,20,910,20,1,0.2861335685645203,154.43410682886707,0,1015.8035182035635,-0.42773286287095935,call,0,1.2170698642730713
3,0,4,3,deal,False,♣8 ♣9,,20000,0.3026488095238397,0.4594045141459129,3670,0,5670,0,20,20,860,880,880,1,0.2796785838165441,244.71929247705648,-20,-121.64853872432354,-0.4406428323669118,fold,0,0.10031628608703613
4,0,4,4,deal,False,♦2 ♠6,,20000,0.16215714285714966,0.3685949048448115,3660,0,5660,0,10,10,349,359,359,1,0.14372739761490907,115.54448356204934,-10,-189.89377084029564,-0.7125452047701819,fold,0,0.09386014938354492
5,0,4,4,deal,False,♣8 ♣A,,20000,0.3562166666667209,0.47888031182704843,3660,0,5660,0,0,0,40,40,40,1,0.3322726510753685,300.7451401772423,0,6.850443801626959,-0.33545469784926296,call,0,0.09412312507629395
5,1,4,3,flop,True,♣8 ♣A,♣7 ♥7 ♦J,1006,0.3412027833001988,0.45972084115052314,3620,0,5620,40,0,40,40,80,0,4,0.1515574537111382,200.57094733847813,0,-9.536951804061218,-0.6968850925777236,fold,0,1.290424108505249
6,0,4,4,deal,False,♠3 ♦J,,20000,0.2086779761904815,0.4063637267812253,3620,0,5620,0,0,0,20,20,20,1,0.18835978985142024,154.3084502665684,0,-7.944973449509105,-0.6232804202971596,fold,0,0.09736490249633789
7,0,4,4,deal,False,♠K ♦A,,20000,0.3971607142857741,0.4893098009582353,3580,0,5580,0,40,40,0,40,40,3,0.37269522423786233,342.33843604591283,-40,49.19576959939783,-0.25460955152427533,check,0,0.09378504753112793
7,1,4,4,flop,True,♠K ♦A,♠10 ♠3 ♥4,93,0.1935483870967742,0.39507899077148034,3580,0,5580,40,0,40,40,80,0,4,0.03551679078818204,43.81786688312964,0,-32.470440352905406,-0.9289664184236359,fold,0,1.2141411304473877
8,0,4,3,deal,False,♠3 ♦3,,20000,0.2432017857143157,0.4290159404260916,3560,0,5560,0,20,20,28,48,48,1,0.2217509886930111,183.39145939447863,-20,8.367162145653822,-0.5564980226139777,call,0,0.0978240966796875
9,0,4,4,deal,False,♣9 ♥7,,20000,0.24922619047620964,0.4325650199183074,3532,0,5532,0,0,0,135,135,135,1,0.22759793948029428,187.95654116789544,0,-15.5110817728455,-0.5448041210394114,fold,0,0.09422588348388672
10,0,4,4,deal,False,♣9 ♣Q,,20000,0.3302964285714685,0.47031978253567147,3532,0,5532,0,0,0,40,40,40,1,0.3067804394446849,266.6751551754357,0,-2.8795668271931234,-0.38643912111063017,fold,0,0.09589600563049316
11,0,3,3,deal,False,♥10 ♥9,,20000,0.4005263888888345,0.49000510272088454,3492,0,5492,0,40,40,40,80,80,2,0.37602613375279026,340.78639980167424,-40,65.28731745078127,-0.24794773249441948,call,0,0.10069799423217773
11,1,3,3,flop,True,♥10 ♥9,♦A ♠10 ♣8,84,0.5,0.5,3452,0,5452,80,0,80,80,160,0,3,0.3,422.262742921136,0,40.0,-0.4,call,0,1.2052149772644043
11,2,3,2,turn,True,♥10 ♥9,♦A ♠10 ♣8 ♦9,78,0.5769230769230769,0.49404740687173576,3372,0,5372,160,0,160,80,240,0,3,0.28049463280003545,590.3116382989705,0,77.07699436801985,-0.4390107343999291,call,0,1.2128329277038574
11,3,3,2,river,True,♥10 ♥9,♦A ♠10 ♣8 ♦9 ♥Q,144,0.3958333333333333,0.4890289414293959,3292,0,5292,240,0,240,80,320,0,3,0.004610180189816515,10.62001336435526,0,-76.6806702633321,-0.990779639620367,fold,0,1.219377040863037
12,0,3,3,deal,False,♥9 ♣4,,20000,0.26509999999998163,0.4413864406616852,3292,0,5292,0,0,0,160,160,160,1,0.24303067796689737,193.85396319179478,0,-23.90282033853748,-0.5139386440662053,fold,0,0.09650802612304688
13,0,3,3,deal,False,♣8 ♠A,,20000,0.4227069444443807,0.49398965936836764,3132,0,5132,0,160,160,0,160,160,3,0.3980074614759623,342.6622700569984,-160,191.0435815084619,-0.20398507704807545,check,0,0.09505200386047363
13,1,3,3,flop,False,♣8 ♠A,♦7 ♦Q ♠9,184,0.1956521739130435,0.3862903400851492,3132,0,5132,160,0,160,160,320,160,1,0.03697141225308992,41.981865512569684,0,-124.50744423703368,-0.9260571754938202,fold,0,1.2169339656829834
