game_id,round_id,turn_id,roundName,playerName,chips,chips0,reloadCount,hole,board,Nsim,prWin,prWinStd,pot,bet,cost_to_call,position,action,amount,rank,message,winMoney
2018-03-17 09:10:53,1,1,Deal,ヽ(=^･ω･^=)丿,1000.0,1000.0,0,♥10 ♣7,,20000,0.16760952380952052,0.30754809704759883,30.0,0.0,0.0,,call,20.0,21.0656,Pair,0.0
2018-03-17 09:10:53,1,2,Deal,SML,1000.0,1000.0,0,♥Q ♠3,,20000,0.14746190476190207,0.289461959839066,50.0,0.0,20.0,,call,20.0,98.0004,Two Pair,0.0
2018-03-17 09:10:53,1,3,Deal,PCB,1000.0,1000.0,0,♣8 ♥A,,20000,0.2104702380952301,0.32939163746680405,70.0,0.0,20.0,,fold,0.0,112.0544,Three of a Kind,0.0
2018-03-17 09:10:53,1,4,Deal,Tobacco AI,1000.0,1000.0,0,♦8 ♣Q,,20000,0.18187658730158032,0.31289394262410236,70.0,0.0,20.0,,call,20.0,98.0032,Two Pair,566.0
2018-03-17 09:10:53,1,5,Deal,Out Bluffed,990.0,990.0,0,♥8 ♦6,,20000,0.15783015873015746,0.3071421521459433,90.0,0.0,20.0,SB,fold,0.0,21.0552,Pair,0.0
2018-03-17 09:10:53,1,6,Deal,Im Not Kao Chin,980.0,980.0,0,♣2 ♣3,,20000,0.13863769841269696,0.3042948223435994,90.0,0.0,20.0,BB,fold,0.0,113.0,Straight,0.0
2018-03-17 09:10:53,1,7,Flop,ヽ(=^･ω･^=)丿,980.0,980.0,0,♥10 ♣7,♠5 ♦Q ♣4,178,0.06741573033707865,0.23927572403423436,90.0,0.0,0.0,,bet,20.0,21.0656,Pair,0.0
2018-03-17 09:10:53,1,8,Flop,SML,980.0,980.0,0,♥Q ♠3,♠5 ♦Q ♣4,116,0.3160919540229885,0.45135986013958307,110.0,0.0,20.0,,call,20.0,98.0004,Two Pair,0.0
2018-03-17 09:10:53,1,9,Flop,Tobacco AI,980.0,980.0,0,♦8 ♣Q,♠5 ♦Q ♣4,171,0.4152046783625731,0.49275729667698,130.0,0.0,20.0,,bet,72.0,98.0032,Two Pair,566.0
2018-03-17 09:10:53,1,10,Flop,ヽ(=^･ω･^=)丿,960.0,960.0,0,♥10 ♣7,♠5 ♦Q ♣4,110,0.07272727272727272,0.2415514591924804,202.0,20.0,52.0,,fold,0.0,21.0656,Pair,0.0
2018-03-17 09:10:53,1,11,Flop,SML,960.0,960.0,0,♥Q ♠3,♠5 ♦Q ♣4,146,0.3333333333333333,0.46079145730285376,202.0,20.0,52.0,,call,52.0,98.0004,Two Pair,0.0
2018-03-17 09:10:53,1,12,Turn,SML,908.0,908.0,0,♥Q ♠3,♠5 ♦Q ♣4 ♠A,118,0.3644067796610169,0.4587243594143851,254.0,0.0,0.0,,bet,20.0,98.0004,Two Pair,0.0
2018-03-17 09:10:53,1,13,Turn,Tobacco AI,908.0,908.0,0,♦8 ♣Q,♠5 ♦Q ♣4 ♠A,178,0.2640449438202247,0.4376256650370887,274.0,0.0,20.0,,call,20.0,98.0032,Two Pair,566.0
2018-03-17 09:10:53,1,14,River,SML,888.0,888.0,0,♥Q ♠3,♠5 ♦Q ♣4 ♠A ♣A,165,0.3515151515151515,0.47425936652862066,294.0,0.0,0.0,,bet,20.0,98.0004,Two Pair,0.0
2018-03-17 09:10:53,1,15,River,Tobacco AI,888.0,888.0,0,♦8 ♣Q,♠5 ♦Q ♣4 ♠A ♣A,194,0.4536082474226804,0.4926389815245511,314.0,0.0,20.0,,bet,136.0,98.0032,Two Pair,566.0
2018-03-17 09:10:53,1,16,River,SML,868.0,868.0,0,♥Q ♠3,♠5 ♦Q ♣4 ♠A ♣A,195,0.358974358974359,0.477019565646111,450.0,20.0,116.0,,call,116.0,98.0004,Two Pair,0.0
2018-03-17 09:10:53,2,1,Deal,SML,752.0,752.0,0,♠J ♥5,,20000,0.14323055555555464,0.2863178270863004,30.0,0.0,0.0,,call,20.0,18.1096,Pair,0.0
2018-03-17 09:10:53,2,2,Deal,PCB,1000.0,1000.0,0,♣10 ♦9,,20000,0.2003611111111051,0.3329443804087282,50.0,0.0,20.0,,call,20.0,16.1408,Pair,0.0
2018-03-17 09:10:53,2,3,Deal,Tobacco AI,1318.0,1318.0,0,♥10 ♦A,,20000,0.24694126984126696,0.3514786129147141,70.0,0.0,20.0,,call,20.0,8.1472,High Card,0.0
2018-03-17 09:10:53,2,4,Deal,Out Bluffed,990.0,990.0,0,♥A ♥3,,20000,0.22810634920634437,0.35719048210198223,90.0,0.0,20.0,,call,20.0,8.1352,High Card,0.0
2018-03-17 09:10:53,2,5,Deal,Im Not Kao Chin,970.0,970.0,0,♦J ♣J,,20000,0.3417329365079595,0.36164988299994905,110.0,0.0,20.0,SB,call,10.0,109.1088,Three of a Kind,320.0
2018-03-17 09:10:53,2,6,Deal,ヽ(=^･ω･^=)丿,940.0,940.0,0,♥7 ♦4,,20000,0.12095198412698578,0.27492238434245236,120.0,0.0,20.0,BB,call,0.0,7.0344,High Card,0.0
2018-03-17 09:10:53,2,7,Flop,Im Not Kao Chin,960.0,960.0,0,♦J ♣J,♥J ♥K ♣2,132,0.7272727272727273,0.4453617714151233,120.0,0.0,0.0,SB,bet,20.0,109.1088,Three of a Kind,320.0
2018-03-17 09:10:53,2,8,Flop,ヽ(=^･ω･^=)丿,940.0,940.0,0,♥7 ♦4,♥J ♥K ♣2,173,0.04046242774566474,0.18956541424053858,140.0,0.0,20.0,BB,fold,0.0,7.0344,High Card,0.0
2018-03-17 09:10:53,2,9,Flop,SML,732.0,732.0,0,♠J ♥5,♥J ♥K ♣2,132,0.25,0.4286165199944132,140.0,0.0,20.0,,call,20.0,18.1096,Pair,0.0
2018-03-17 09:10:53,2,10,Flop,PCB,980.0,980.0,0,♣10 ♦9,♥J ♥K ♣2,172,0.13372093023255813,0.33605455852600985,160.0,0.0,20.0,,fold,0.0,16.1408,Pair,0.0
2018-03-17 09:10:53,2,11,Flop,Tobacco AI,1298.0,1298.0,0,♥10 ♦A,♥J ♥K ♣2,149,0.21476510067114093,0.3939774529245415,160.0,0.0,20.0,,call,20.0,8.1472,High Card,0.0
2018-03-17 09:10:53,2,12,Flop,Out Bluffed,970.0,970.0,0,♥A ♥3,♥J ♥K ♣2,164,0.5365853658536586,0.49250781722704084,180.0,0.0,20.0,,call,20.0,8.1352,High Card,0.0
2018-03-17 09:10:53,2,13,Turn,Im Not Kao Chin,940.0,940.0,0,♦J ♣J,♥J ♥K ♣2 ♠9,207,0.7971014492753623,0.4021575920438148,200.0,0.0,0.0,SB,bet,20.0,109.1088,Three of a Kind,320.0
2018-03-17 09:10:53,2,14,Turn,SML,712.0,712.0,0,♠J ♥5,♥J ♥K ♣2 ♠9,146,0.2602739726027397,0.43090847835687207,220.0,0.0,20.0,,call,20.0,18.1096,Pair,0.0
