game_id,round_id,turn_id,roundName,playerName,chips,chips0,reloadCount,hole,board,Nsim,prWin,prWinStd,pot,bet,cost_to_call,position,action,amount,rank,message,winMoney
2018-03-17 23:25:29,1,1,Deal,PCB,1000.0,1000.0,0,♦K ♣3,,20000,0.1616476190476152,0.3012782483252023,30.0,0.0,0.0,,fold,0.0,17.1048,Pair,0.0
2018-03-17 23:25:29,1,2,Deal,Tobacco AI,1000.0,1000.0,0,♠3 ♣6,,20000,0.11891468253968462,0.27589257000518724,30.0,0.0,0.0,,call,20.0,54.0016,Two Pair,0.0
2018-03-17 23:25:29,1,3,Deal,Out Bluffed,1000.0,1000.0,0,♣4 ♦4,,20000,0.1779686507936504,0.3321944480166366,50.0,0.0,20.0,,fold,0.0,52.0016,Two Pair,0.0
2018-03-17 23:25:29,1,4,Deal,Im Not Kao Chin,1000.0,1000.0,0,♠K ♣2,,20000,0.15209642857142525,0.29288661818618034,50.0,0.0,20.0,,call,20.0,17.1048,Pair,0.0
2018-03-17 23:25:29,1,5,Deal,ヽ(=^･ω･^=)丿,990.0,990.0,0,♣9 ♣K,,20000,0.24822460317460296,0.363383325522605,70.0,0.0,20.0,SB,call,10.0,17.1104,Pair,0.0
2018-03-17 23:25:29,1,6,Deal,SML,980.0,980.0,0,♦7 ♥8,,20000,0.16769960317460053,0.3134607587241103,80.0,0.0,20.0,BB,call,0.0,55.0032,Two Pair,260.0
2018-03-17 23:25:29,1,7,Flop,ヽ(=^･ω･^=)丿,980.0,980.0,0,♣9 ♣K,♠10 ♣10 ♠6,171,0.14035087719298245,0.3473506995302339,80.0,0.0,0.0,SB,bet,20.0,17.1104,Pair,0.0
2018-03-17 23:25:29,1,8,Flop,SML,980.0,980.0,0,♦7 ♥8,♠10 ♣10 ♠6,176,0.2159090909090909,0.4114515225052653,100.0,0.0,20.0,BB,call,20.0,55.0032,Two Pair,260.0
2018-03-17 23:25:29,1,9,Flop,Tobacco AI,980.0,980.0,0,♠3 ♣6,♠10 ♣10 ♠6,165,0.11111111111111112,0.30169740528327,120.0,0.0,20.0,,call,20.0,54.0016,Two Pair,0.0
2018-03-17 23:25:29,1,10,Flop,Im Not Kao Chin,980.0,980.0,0,♠K ♣2,♠10 ♣10 ♠6,160,0.22083333333333335,0.4089069100799241,140.0,0.0,20.0,,call,20.0,17.1048,Pair,0.0
2018-03-17 23:25:29,1,11,Turn,ヽ(=^･ω･^=)丿,960.0,960.0,0,♣9 ♣K,♠10 ♣10 ♠6 ♥7,107,0.037383177570093455,0.18969890775873308,160.0,0.0,0.0,SB,bet,20.0,17.1104,Pair,0.0
2018-03-17 23:25:29,1,12,Turn,SML,960.0,960.0,0,♦7 ♥8,♠10 ♣10 ♠6 ♥7,150,0.3466666666666667,0.4688520259337931,180.0,0.0,20.0,BB,call,20.0,55.0032,Two Pair,260.0
2018-03-17 23:25:29,1,13,Turn,Tobacco AI,960.0,960.0,0,♠3 ♣6,♠10 ♣10 ♠6 ♥7,176,0.20454545454545456,0.39626354032187944,200.0,0.0,20.0,,call,20.0,54.0016,Two Pair,0.0
2018-03-17 23:25:29,1,14,Turn,Im Not Kao Chin,960.0,960.0,0,♠K ♣2,♠10 ♣10 ♠6 ♥7,111,0.036036036036036036,0.18637982761781266,220.0,0.0,20.0,,fold,0.0,17.1048,Pair,0.0
2018-03-17 23:25:29,1,15,River,ヽ(=^･ω･^=)丿,940.0,940.0,0,♣9 ♣K,♠10 ♣10 ♠6 ♥7 ♥5,271,0.0,0.0,220.0,0.0,0.0,SB,fold,0.0,17.1104,Pair,0.0
2018-03-17 23:25:29,1,16,River,SML,940.0,940.0,0,♦7 ♥8,♠10 ♣10 ♠6 ♥7 ♥5,104,0.4230769230769231,0.49404740687173576,220.0,0.0,0.0,BB,bet,20.0,55.0032,Two Pair,260.0
2018-03-17 23:25:29,1,17,River,Tobacco AI,940.0,940.0,0,♠3 ♣6,♠10 ♣10 ♠6 ♥7 ♥5,113,0.37168141592920356,0.4832539094327804,240.0,0.0,20.0,,call,20.0,54.0016,Two Pair,0.0
2018-03-17 23:25:29,2,1,Deal,Tobacco AI,1920.0,1920.0,1,♦3 ♣J,,20000,0.13182579365079378,0.27687098473222677,30.0,0.0,0.0,,call,20.0,7.0282,High Card,0.0
2018-03-17 23:25:29,2,2,Deal,Out Bluffed,1000.0,1000.0,0,♠Q ♠6,,20000,0.2028853174603108,0.34139370938824615,50.0,0.0,20.0,,call,20.0,13.1552,Pair,0.0
2018-03-17 23:25:29,2,3,Deal,Im Not Kao Chin,960.0,960.0,0,♥9 ♠5,,20000,0.13450198412698378,0.2828303487351683,70.0,0.0,20.0,,fold,0.0,7.0092,High Card,0.0
2018-03-17 23:25:29,2,4,Deal,ヽ(=^･ω･^=)丿,940.0,940.0,0,♦9 ♠8,,20000,0.18187460317459972,0.3211346235896906,70.0,0.0,20.0,,call,20.0,7.0120000000000005,High Card,0.0
2018-03-17 23:25:29,2,5,Deal,SML,1170.0,1170.0,0,♣5 ♦Q,,20000,0.15753452380952096,0.2979189609358337,90.0,0.0,20.0,SB,call,10.0,7.053999999999999,High Card,0.0
2018-03-17 23:25:29,2,6,Deal,PCB,980.0,980.0,0,♦J ♥7,,20000,0.16638968253967884,0.30662642844565635,100.0,0.0,20.0,BB,call,0.0,14.1288,Pair,220.0
2018-03-17 23:25:29,2,7,Flop,SML,1160.0,1160.0,0,♣5 ♦Q,♠7 ♠K ♦4,173,0.04238921001926783,0.18999089343475484,100.0,0.0,0.0,SB,fold,0.0,7.053999999999999,High Card,0.0
2018-03-17 23:25:29,2,8,Flop,PCB,980.0,980.0,0,♦J ♥7,♠7 ♠K ♦4,163,0.19631901840490798,0.38941352325296563,100.0,0.0,0.0,BB,check,0.0,14.1288,Pair,220.0
2018-03-17 23:25:29,2,9,Flop,Tobacco AI,1900.0,1900.0,1,♦3 ♣J,♠7 ♠K ♦4,195,0.046153846153846156,0.20361622252401868,100.0,0.0,0.0,,fold,0.0,7.0282,High Card,0.0
2018-03-17 23:25:29,2,10,Flop,Out Bluffed,980.0,980.0,0,♠Q ♠6,♠7 ♠K ♦4,180,0.4203703703703704,0.4882747264653385,100.0,0.0,0.0,,bet,20.0,13.1552,Pair,0.0
2018-03-17 23:25:29,2,11,Flop,ヽ(=^･ω･^=)丿,920.0,920.0,0,♦9 ♠8,♠7 ♠K ♦4,169,0.07692307692307693,0.26646935501059654,120.0,0.0,20.0,,fold,0.0,7.0120000000000005,High Card,0.0
2018-03-17 23:25:29,2,12,Flop,PCB,980.0,980.0,0,♦J ♥7,♠7 ♠K ♦4,182,0.18681318681318682,0.38264802959297034,120.0,0.0,20.0,BB,call,20.0,14.1288,Pair,220.0
2018-03-17 23:25:29,2,13,Turn,PCB,960.0,960.0,0,♦J ♥7,♠7 ♠K ♦4 ♥2,162,0.1728395061728395,0.3781084649657668,140.0,0.0,0.0,BB,check,0.0,14.1288,Pair,220.0
2018-03-17 23:25:29,2,14,Turn,Out Bluffed,960.0,960.0,0,♠Q ♠6,♠7 ♠K ♦4 ♥2,104,0.3076923076923077,0.46153846153846156,140.0,0.0,0.0,,bet,20.0,13.1552,Pair,0.0
2018-03-17 23:25:29,2,15,Turn,PCB,960.0,960.0,0,♦J ♥7,♠7 ♠K ♦4 ♥2,217,0.19815668202764977,0.3957100755982906,160.0,0.0,20.0,BB,call,20.0,14.1288,Pair,220.0
2018-03-17 23:25:29,2,16,River,PCB,940.0,940.0,0,♦J ♥7,♠7 ♠K ♦4 ♥2 ♣6,151,0.2185430463576159,0.4092318718870796,180.0,0.0,0.0,BB,check,0.0,14.1288,Pair,220.0
2018-03-17 23:25:29,2,17,River,Out Bluffed,940.0,940.0,0,♠Q ♠6,♠7 ♠K ♦4 ♥2 ♣6,228,0.12719298245614036,0.3298817139732241,180.0,0.0,0.0,,bet,20.0,13.1552,Pair,0.0
2018-03-17 23:25:29,2,18,River,PCB,940.0,940.0,0,♦J ♥7,♠7 ♠K ♦4 ♥2 ♣6,145,0.21379310344827587,0.40575526676084156,200.0,0.0,20.0,BB,call,20.0,14.1288,Pair,220.0
2018-03-17 23:25:29,3,1,Deal,Out Bluffed,920.0,920.0,0,♠8 ♣6,,20000,0.15783015873015746,0.3071421521459433,30.0,0.0,0.0,,fold,0.0,7.0864,High Card,0.0
2018-03-17 23:25:29,3,2,Deal,Im Not Kao Chin,960.0,960.0,0,♦8 ♦4,,20000,0.1645722222222208,0.3214548081276095,30.0,0.0,0.0,,call,20.0,11.1792,Pair,0.0
2018-03-17 23:25:29,3,3,Deal,ヽ(=^･ω･^=)丿,920.0,920.0,0,♠10 ♥3,,20000,0.12150079365079464,0.2689047071703147,50.0,0.0,20.0,,fold,0.0,121.0,Straight,0.0
2018-03-17 23:25:29,3,4,Deal,SML,1160.0,1160.0,0,♥8 ♦6,,20000,0.15783015873015746,0.3071421521459433,50.0,0.0,20.0,,call,20.0,7.0864,High Card,0.0
2018-03-17 23:25:29,3,5,Deal,PCB,1130.0,1130.0,0,♥J ♣8,,20000,0.1834480158730103,0.31819048169600606,70.0,0.0,20.0,SB,call,10.0,18.16,Pair,0.0
2018-03-17 23:25:29,3,6,Deal,Tobacco AI,1880.0,1880.0,1,♣7 ♦K,,20000,0.18266587301586668,0.3119317696074311,80.0,0.0,20.0,BB,call,0.0,20.0832,Pair,929.0
2018-03-17 23:25:29,3,7,Flop,PCB,1120.0,1120.0,0,♥J ♣8,♥4 ♦J ♠K,112,0.23214285714285715,0.4221996577691746,80.0,0.0,0.0,SB,check,0.0,18.16,Pair,0.0
2018-03-17 23:25:29,3,8,Flop,Tobacco AI,1880.0,1880.0,1,♣7 ♦K,♥4 ♦J ♠K,142,0.3732394366197183,0.4726186404383808,80.0,0.0,0.0,BB,bet,107.0,20.0832,Pair,929.0
2018-03-17 23:25:29,3,9,Flop,Im Not Kao Chin,940.0,940.0,0,♦8 ♦4,♥4 ♦J ♠K,174,0.19540229885057472,0.39651007610713424,187.0,0.0,107.0,,fold,0.0,11.1792,Pair,0.0
2018-03-17 23:25:29,3,10,Flop,SML,1140.0,1140.0,0,♥8 ♦6,♥4 ♦J ♠K,108,0.07407407407407407,0.2618914004394621,187.0,0.0,107.0,,call,107.0,7.0864,High Card,0.0
2018-03-17 23:25:29,3,11,Flop,PCB,1120.0,1120.0,0,♥J ♣8,♥4 ♦J ♠K,156,0.25427350427350426,0.42844411332616705,294.0,0.0,107.0,SB,call,107.0,18.16,Pair,0.0
2018-03-17 23:25:29,3,12,Turn,PCB,1013.0,1013.0,0,♥J ♣8,♥4 ♦J ♠K ♣9,160,0.22291666666666665,0.40905017859806775,401.0,0.0,0.0,SB,check,0.0,18.16,Pair,0.0
2018-03-17 23:25:29,3,13,Turn,Tobacco AI,1773.0,1773.0,1,♣7 ♦K,♥4 ♦J ♠K ♣9,106,0.44339622641509435,0.4823329445722346,401.0,0.0,0.0,BB,bet,176.0,20.0832,Pair,929.0
2018-03-17 23:25:29,3,14,Turn,SML,1033.0,1033.0,0,♥8 ♦6,♥4 ♦J ♠K ♣9,166,0.012048192771084338,0.10910102576069178,577.0,0.0,176.0,,call,176.0,7.0864,High Card,0.0
