tableNumber,game_id,round_id,smallBlind,roundName,playerName,isHuman,isOnline,chips,reloadCount,position,cards,board,roundBet,bet,action,amount
21,20180802170516727,1,10,Deal,7fe8f267da8da89cb20bb6c9a7050ef0,False,True,2980,0,1,,,0,20,call,20
21,20180802170516727,1,10,Deal,1ba38b109460e96fc633f5cb37561787,False,True,2980,0,2,,,0,20,call,20
21,20180802170516727,1,10,Deal,007216ed0be2fd6ad8ae2211a98b16b1,False,True,3000,0,3,,,0,0,fold,0
21,20180802170516727,1,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,2980,0,D,4C 3D,,0,20,call,20
21,20180802170516727,1,10,Deal,91034c2bbfb61354da2ada3586c99dc5,False,True,2980,0,SB,,,0,20,call,10
21,20180802170516727,1,10,Deal,8b7693af2d05b57e1ccdc1f1dc88905d,False,True,2980,0,BB,,,0,20,call,0
21,20180802170516727,1,10,Flop,91034c2bbfb61354da2ada3586c99dc5,False,True,2980,0,SB,,KH 8H TH,20,0,check,0
21,20180802170516727,1,10,Flop,8b7693af2d05b57e1ccdc1f1dc88905d,False,True,2980,0,BB,,KH 8H TH,20,0,check,0
21,20180802170516727,1,10,Flop,7fe8f267da8da89cb20bb6c9a7050ef0,False,True,2960,0,1,,KH 8H TH,20,20,bet,20
21,20180802170516727,1,10,Flop,1ba38b109460e96fc633f5cb37561787,False,True,0,0,2,,KH 8H TH,20,2980,allin,2980
21,20180802170516727,1,10,Flop,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,2980,0,D,4C 3D,KH 8H TH,20,0,fold,0
21,20180802170516727,1,10,Flop,91034c2bbfb61354da2ada3586c99dc5,False,True,2980,0,SB,,KH 8H TH,20,0,fold,0
21,20180802170516727,1,10,Flop,8b7693af2d05b57e1ccdc1f1dc88905d,False,True,2980,0,BB,,KH 8H TH,20,0,fold,0
21,20180802170516727,1,10,Flop,7fe8f267da8da89cb20bb6c9a7050ef0,False,True,0,0,1,,KH 8H TH,20,2980,allin,2960
21,20180802170516727,2,10,Deal,007216ed0be2fd6ad8ae2211a98b16b1,False,True,2980,0,1,,,0,20,call,20
21,20180802170516727,2,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,2960,0,2,6H KS,,0,20,call,20
21,20180802170516727,2,10,Deal,91034c2bbfb61354da2ada3586c99dc5,False,True,2928,0,D,,,0,52,bet,52
21,20180802170516727,2,10,Deal,8b7693af2d05b57e1ccdc1f1dc88905d,False,True,2970,0,SB,,,0,10,fold,0
21,20180802170516727,2,10,Deal,1ba38b109460e96fc633f5cb37561787,False,True,6040,0,BB,,,0,20,fold,0
21,20180802170516727,2,10,Deal,007216ed0be2fd6ad8ae2211a98b16b1,False,True,2948,0,1,,,0,52,call,32
21,20180802170516727,2,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,2960,0,2,6H KS,,0,20,fold,0
21,20180802170516727,2,10,Flop,007216ed0be2fd6ad8ae2211a98b16b1,False,True,2948,0,1,,AD QS AH,52,0,fold,0
21,20180802170516727,2,10,Flop,91034c2bbfb61354da2ada3586c99dc5,False,True,2928,0,D,,AD QS AH,52,0,call,0
21,20180802170516727,3,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,2940,0,1,9D 3D,,0,20,call,20
21,20180802170516727,3,10,Deal,91034c2bbfb61354da2ada3586c99dc5,False,True,3042,0,2,,,0,40,bet,40
21,20180802170516727,3,10,Deal,8b7693af2d05b57e1ccdc1f1dc88905d,False,True,2930,0,D,,,0,40,call,40
21,20180802170516727,3,10,Deal,1ba38b109460e96fc633f5cb37561787,False,True,6000,0,SB,,,0,40,call,30
21,20180802170516727,3,10,Deal,007216ed0be2fd6ad8ae2211a98b16b1,False,True,2908,0,BB,,,0,40,call,20
21,20180802170516727,3,10,Deal,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,2920,0,1,9D 3D,,0,40,call,20
21,20180802170516727,3,10,Flop,1ba38b109460e96fc633f5cb37561787,False,True,5980,0,SB,,QS AC AD,40,20,bet,20
21,20180802170516727,3,10,Flop,007216ed0be2fd6ad8ae2211a98b16b1,False,True,2908,0,BB,,QS AC AD,40,0,fold,0
21,20180802170516727,3,10,Flop,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,2900,0,1,9D 3D,QS AC AD,40,20,call,20
21,20180802170516727,3,10,Flop,91034c2bbfb61354da2ada3586c99dc5,False,True,3042,0,2,,QS AC AD,40,0,fold,0
21,20180802170516727,3,10,Flop,8b7693af2d05b57e1ccdc1f1dc88905d,False,True,2890,0,D,,QS AC AD,40,40,raise,40
