tableNumber,game_id,round_id,smallBlind,playerName,isHuman,isOnline,isSurvive,chips,reloadCount,folded,allIn,position,cards,board,rank,message,winMoney
84,20180802123140306,1,10,664752f26ec073e2d629b087e2b04cc2,False,True,True,2990,0,True,False,SB,QH TS,9S 4C 8C 7C AS,8.0736,High Card,0.0
84,20180802123140306,1,10,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2960,0,True,False,BB,5H KS,9S 4C 8C 7C AS,8.1136,High Card,0.0
84,20180802123140306,1,10,eda31361a0d86e403818b69989a6893c,False,True,True,2520,0,True,False,1,JS QD,9S 4C 8C 7C AS,8.0864,High Card,0.0
84,20180802123140306,1,10,a79c235facd11c8556cc97605a817aed,False,True,True,2560,0,True,False,2,JD KH,9S 4C 8C 7C AS,8.1376,High Card,0.0
84,20180802123140306,1,10,49769bb6e5b5a781f317fb4846fb3176,False,True,True,3000,0,True,False,3,3H 6S,9S 4C 8C 7C AS,8.012,High Card,0.0
84,20180802123140306,1,10,edb184406aff08423674a5d66c155fc7,False,True,True,3000,0,True,False,4,5C 8H,9S 4C 8C 7C AS,15.2128,Pair,0.0
84,20180802123140306,1,10,394dc8f9041b44094867e90c7aaa2a25,False,True,True,2520,0,True,False,5,5S 2D,9S 4C 8C 7C AS,8.0116,High Card,0.0
84,20180802123140306,1,10,6a7f5b37869d8700694dab8576b7dff1,False,True,True,2180,0,False,False,6,7D QC,9S 4C 8C 7C AS,14.2624,Pair,0.0
84,20180802123140306,1,10,859d40ce2261786ae7a017ed603d47b0,False,True,True,3000,0,True,False,7,4S 7S,9S 4C 8C 7C AS,34.2048,Two Pair,0.0
84,20180802123140306,1,10,c84678d985c947c7f859464b15ecaa7f,False,True,True,5270,0,False,False,D,3C 6C,9S 4C 8C 7C AS,123.0059,Flush,3090.0
84,20180802123140306,2,10,664752f26ec073e2d629b087e2b04cc2,False,True,True,2590,0,True,False,D,JH 4D,JC KC TD KH 6C,86.0128,Two Pair,0.0
84,20180802123140306,2,10,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2950,0,True,False,SB,3D 5H,JC KC TD KH 6C,20.0392,Pair,0.0
84,20180802123140306,2,10,eda31361a0d86e403818b69989a6893c,False,True,True,2160,0,True,False,BB,2D QS,JC KC TD KH 6C,20.0896,Pair,0.0
84,20180802123140306,2,10,a79c235facd11c8556cc97605a817aed,False,True,True,2560,0,True,False,1,7S 3H,JC KC TD KH 6C,20.04,Pair,0.0
84,20180802123140306,2,10,49769bb6e5b5a781f317fb4846fb3176,False,True,True,4730,0,False,False,2,JD 3S,JC KC TD KH 6C,86.0128,Two Pair,2170.0
84,20180802123140306,2,10,edb184406aff08423674a5d66c155fc7,False,True,True,2560,0,False,False,3,5D TH,JC KC TD KH 6C,85.0256,Two Pair,0.0
84,20180802123140306,2,10,394dc8f9041b44094867e90c7aaa2a25,False,True,True,2480,0,True,False,4,6D 9D,JC KC TD KH 6C,81.0256,Two Pair,0.0
84,20180802123140306,2,10,6a7f5b37869d8700694dab8576b7dff1,False,True,True,1740,0,False,False,5,9C 9H,JC KC TD KH 6C,84.0256,Two Pair,0.0
84,20180802123140306,2,10,859d40ce2261786ae7a017ed603d47b0,False,True,True,2960,0,True,False,6,KD QC,JC KC TD KH 6C,111.0768,Three of a Kind,0.0
84,20180802123140306,2,10,c84678d985c947c7f859464b15ecaa7f,False,True,True,5270,0,True,False,7,AD 7H,JC KC TD KH 6C,20.2432,Pair,0.0
84,20180802123140306,3,10,664752f26ec073e2d629b087e2b04cc2,False,True,True,1530,0,True,False,7,6C 8H,TH 4H 9S KH 5C,7.0232,High Card,0.0
84,20180802123140306,3,10,ea8bb19d0db6e3db8ef698b71fa02c00,False,True,True,2950,0,True,False,D,9C JC,TH 4H 9S KH 5C,16.1408,Pair,0.0
84,20180802123140306,3,10,eda31361a0d86e403818b69989a6893c,False,True,True,2120,0,True,False,SB,7S AH,TH 4H 9S KH 5C,8.1232,High Card,0.0
84,20180802123140306,3,10,a79c235facd11c8556cc97605a817aed,False,True,True,5480,0,False,False,BB,TC KS,TH 4H 9S KH 5C,85.0064,Two Pair,4730.0
84,20180802123140306,3,10,49769bb6e5b5a781f317fb4846fb3176,False,True,True,4690,0,True,False,1,7D 8C,TH 4H 9S KH 5C,7.024,High Card,0.0
84,20180802123140306,3,10,edb184406aff08423674a5d66c155fc7,False,True,True,2560,0,True,False,2,2C 3S,TH 4H 9S KH 5C,7.0198,High Card,0.0
