N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_score0,hand_score1,hand_score2,hole,logic,maxBet,minBet,op_chips_max,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tight,tightness
9,1,0,2,1,9,1,0,2,7,1,60000.0,fold,0.75,0,0,3030,1,,,,,,,,,,,,1,6,0,0,0,0,14,2,16,1,3000,3000,0.23268485069274902,False,0,9,20180802134758901,Early,0,14,2,AH 2H,michael4,3000,3000,3000,0,any_raised,ml_fold,4,M,0,0,0.1643444444444625,0.37058784117224286,0.28812078339599156,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,256,0.4975124378109453,True,-0.3339999999999998
9,1,0,1,1,9,1,0,1,8,1,60000.0,fold,0.75,0,0,3030,1,,,,,,,,,,,,1,7,0,0,0,0,14,2,16,0,3000,3000,0.22229886054992676,False,0,9,20180802134758901,Early,0,14,2,2C AH,michael4,3010,3010,3010,0,any_raised,trash,3,M,0,0,0.12154074074075692,0.3267546313075685,0.23002327833486957,0,none,,"[1, 0, 0, 0]",Deal,2,0,0,10,256,0.4975124378109453,True,-0.3319999999999998
8,1,0,1,0,8,0,0,1,7,0,60000.0,check,0.75,0,0,30,1,,,,,,,,,,,,0,9,0,0,0,0,13,5,18,1,3000,20,0.23947381973266602,False,0,9,20180802134758901,Early,0,13,5,KD 5D,michael4,20,20,3000,2970,all_folded,trash,2,E,0,0,0.17036666666666692,0.37595460571132217,0.25307667992315774,0,none,,"[0, 1, 0, 0]",Deal,3,0,0,10,256,0.4,True,-0.2199999999999998
8,3,3,3,1,8,0,4,3,5,1,60000.0,check,0.75,0,20,190,1,,,,,,,,,,,,0,9,0,0,0,0,13,5,18,1,2980,20,0.2193610668182373,False,0,9,20180802134758901,Early,0,13,5,KD 5D,michael4,40,20,2980,2930,any_raised,trash,2,E,0,0,0.17036666666666692,0.37595460571132217,0.25307667992315774,0,check/call,,"[0, 1, 0, 0]",Deal,3,1,0,10,256,0.09523809523809523,True,-0.2199999999999998
8,0,0,0,0,5,0,0,0,5,0,93,check,0.75,0,0,0,1,7S 4S 9D,0,0,0,0,1,9,9,4,2,7,0,9,0,0,0,0,13,5,18,1,2960,0,0.30775928497314453,True,0,9,20180802134758901,Early,0,13,9,KD 5D,michael4,0,20,2960,2930,none,ml_fold,2,E,40,230,0.0967741935483871,0.2669829896330137,0.275346820629247,-0.07359247311827982,none,0.17036666666666692,"[0, 1, 0, 0]",Flop,3,0,0,10,256,0.0,True,-0.6040000000000003
8,1,0,3,1,5,0,1,3,2,1,431,check,0.75,0,0,20,1,7S 4S 9D,0,0,0,0,1,9,9,4,2,7,0,9,0,0,0,0,13,5,18,1,2960,20,0.2764759063720703,False,0,9,20180802134758901,Early,0,13,9,KD 5D,michael4,20,20,2940,2940,any_raised,ml_fold,2,E,40,230,0.11136890951276102,0.3033237851902681,0.3013803166409966,-0.0589977571539059,check/call,0.17036666666666692,"[0, 1, 0, 0]",Flop,3,1,0,10,256,0.07407407407407407,True,-0.6040000000000003
8,0,0,0,0,5,0,0,0,2,0,80,check,0.75,0,0,0,1,7S 4S 9D 2D,0,0,0,0,1,9,9,2,2,9,0,9,0,0,0,0,13,5,18,1,2940,0,0.2675139904022217,True,0,9,20180802134758901,Early,0,13,9,KD 5D,michael4,0,20,2940,2940,none,ml_call,2,E,60,270,0.025,0.15612494995995996,0.128363830722606,-0.08636890951276102,none,0.11136890951276102,"[0, 1, 0, 0]",Turn,3,0,0,10,256,0.0,True,-0.6620583753532976
8,0,0,0,0,5,0,0,0,2,0,72,allin,0.75,0,0,0,1,7S 4S 9D 2D 3D,0,3,4,0,1,9,9,2,3,9,0,9,0,0,0,0,13,5,18,1,2940,0,0.26192784309387207,True,0,9,20180802134758901,Early,5,13,9,KD 5D,michael4,0,20,2940,2940,none,allin,2,E,60,270,1.0,0.0,1.0,0.975,none,0.025,"[0, 0, 0.2, 'raise']",River,3,0,0,10,256,0.0,True,-0.7324849640752171
7,1,0,0,0,7,0,0,0,7,0,60000.0,check,0.75,0,0,30,1,,,,,,,,,,,,0,9,0,0,0,0,5,3,8,1,6150,20,0.2295382022857666,False,0,9,20180802134758901,Early,0,5,3,5D 3D,michael4,20,20,6030,2930,none,trash,1,E,0,0,0.14912261904760074,0.3562092973744297,0.18759322316403906,0,none,,"[0, 1, 0, 0]",Deal,4,0,0,10,256,0.4,True,-0.10799999999999976
7,0,0,0,0,4,0,0,0,4,0,81,check,0.75,0,0,0,1,KC KH 6C,0,0,0,2,2,13,13,6,2,13,0,9,0,0,0,0,5,3,8,1,6130,0,0.2567150592803955,True,0,9,20180802134758901,Early,1,13,6,5D 3D,michael4,0,20,2940,2910,none,ml_fold,1,E,20,110,0.09259259259259259,0.27342264926358145,0.26824815482507613,-0.05653002645500815,none,0.14912261904760074,"[0, 1, 0, 0]",Flop,4,0,0,10,256,0.0,True,-0.6060000000000003
7,0,0,0,0,4,0,0,0,3,0,103,check,0.75,0,0,0,1,KC KH 6C 7S,0,2,7,2,2,13,13,6,2,13,0,9,0,0,0,0,5,3,8,1,6130,0,0.29867005348205566,True,0,9,20180802134758901,Early,1,13,7,5D 3D,michael4,0,20,2940,2910,none,ml_call,1,E,20,110,0.0970873786407767,0.2849367081301637,0.2933558045137774,0.00449478604818411,none,0.09259259259259259,"[0, 1, 0, 0]",Turn,4,0,0,10,256,0.0,True,-0.6628972078462316
7,0,0,0,0,4,0,0,0,3,0,121,check,0.75,0,0,0,1,KC KH 6C 7S 8S,0,3,8,2,2,13,13,6,2,13,0,9,0,0,0,0,5,3,8,1,6130,0,0.2931079864501953,True,0,9,20180802134758901,Early,1,13,8,5D 3D,michael4,0,20,2940,2910,none,fold,1,E,20,110,0.0,0.0,0.0,-0.0970873786407767,none,0.0970873786407767,"[0, 1, 0, 0]",River,4,0,0,10,256,0.0,True,-0.7330532089506374
7,2,1,3,2,7,2,1,3,4,2,60000.0,fold,0.75,0,20,5960,1,,,,,,,,,,,,0,9,0,0,0,0,12,7,19,0,6165,2950,0.214752197265625,False,20,9,20180802134758901,Early,0,12,7,QD 7S,michael4,2970,2950,2975,0,any_raised,trash,BB,B,0,0,0.14050634920631375,0.3475116041789499,0.17734257924928234,0,none,,"[1, 0, 0, 0]",Deal,5,0,0,10,256,0.3288439955106622,True,-0.10599999999999976
6,2,1,3,0,6,0,1,3,3,0,60000.0,check,0.75,0,10,50,1,,,,,,,,,,,,1,7,0,0,0,0,14,4,18,0,6155,10,0.24776196479797363,False,10,9,20180802134758901,Early,0,14,4,4D AC,michael4,20,10,2955,2890,any_called,trash,SB,B,0,0,0.19635502645501654,0.39724014152759823,0.19397158560585087,0,none,,"[0, 1, 0, 0]",Deal,6,0,0,10,256,0.0,True,0.006000000000000227
6,0,0,0,0,3,0,0,0,3,0,95,check,0.75,0,0,0,1,TC 5S JD,0,2,11,2,1,11,11,5,1,10,1,7,0,0,0,0,14,4,18,0,6145,0,0.27115488052368164,True,0,9,20180802134758901,Early,0,14,11,4D AC,michael4,0,20,2955,2890,none,ml_fold,SB,B,20,60,0.1368421052631579,0.3198857136636367,0.34648726121182855,-0.059512921191858636,none,0.19635502645501654,"[0, 1, 0, 0]",Flop,6,0,0,10,256,0.0,True,-0.6100000000000003
