N,NMaxBet,NRcall,NRfold,NRraise,N_effective,Nallin,Ncall,Nfold,Nnf,Nraise,Nsim,action,aggresiveness,amount,bet,bet_sum,blind_level,board,board_aces,board_conn,board_conn_rank,board_faces,board_kind,board_kind_rank,board_rank1,board_rank2,board_suit,board_suit_rank,cards_aces,cards_category,cards_conn,cards_conn2,cards_faces,cards_pair,cards_rank1,cards_rank2,cards_rank_sum,cards_suit,chips,cost_to_call,cputime,first,forced_bet,game_N,game_id,game_phase,hand_score0,hand_score1,hand_score2,hole,logic,maxBet,minBet,op_chips_max,op_chips_min,op_resp,play,position,position_feature,pot,pot_sum,prWin,prWinStd,prWin_adj,prWin_delta,prev_action,prev_prWin,resp,roundName,round_id,self_Ncall,self_Nraise,smallBlind,tableNumber,thd_call,tight,tightness
10,1,3,1,2,10,0,3,1,9,2,60000.0,fold,0.75,0,0,230,1,,,,,,,,,,,,0,9,0,0,0,0,10,7,17,0,3000,80,0.23836898803710938,False,0,10,20180802170012162,Early,0,10,7,7D TS,michael4,80,80,3000,2920,any_raised,trash,7,L,0,0,0.08645277777777767,0.2810314839876199,0.1966171195009246,0,none,,"[1, 0, 0, 0]",Deal,1,0,0,10,1,0.25806451612903225,True,-0.39199999999999974
9,4,3,1,0,9,0,3,1,8,0,60000.0,check,0.75,0,0,90,1,,,,,,,,,,,,0,9,0,0,0,0,9,6,15,1,3000,20,0.2327568531036377,False,0,10,20180802170012162,Early,0,9,6,9C 6C,michael4,20,20,6800,2720,any_called,trash,5,M,0,0,0.1399388888889023,0.34692361733592275,0.23707750174296058,0,none,,"[0, 1, 0, 0]",Deal,2,0,0,10,1,0.18181818181818182,True,-0.27999999999999975
9,4,4,0,1,7,0,4,0,7,1,405,check,0.75,0,0,80,1,TH 4H 5H,0,2,5,1,1,10,10,4,3,10,0,9,0,0,0,0,9,6,15,1,2980,20,0.35039687156677246,False,0,10,20180802170012162,Early,0,10,9,9C 6C,michael4,20,20,6780,2700,any_raised,fold,5,M,20,140,0.020987654320987655,0.14117325786590426,0.11473387831444543,-0.11895123456791465,none,0.1399388888889023,"[0, 1, 0, 0]",Flop,2,0,0,10,1,0.08333333333333333,True,-0.6540000000000004
9,4,4,2,5,7,4,5,2,5,5,763,fold,0.75,0,20,11600,1,TH 4H 5H,0,2,5,1,1,10,10,4,3,10,0,9,0,0,0,0,9,6,15,1,2960,2960,0.2976691722869873,False,0,10,20180802170012162,Early,0,10,9,9C 6C,michael4,6780,6760,0,0,any_raised,fold,5,M,20,140,0.020314547837483616,0.13754601045288772,0.11257692878863575,-0.11962434105141868,check/call,0.1399388888889023,"[1, 0, 0, 0]",Flop,2,1,0,10,1,0.20136054421768707,True,-0.6540000000000004
6,1,0,1,0,6,0,0,1,5,0,60000.0,check,0.75,0,0,30,1,,,,,,,,,,,,0,7,0,0,1,0,13,10,23,0,2960,20,0.24260783195495605,False,0,10,20180802170012162,Late,0,13,10,TS KD,michael4,20,20,15540,2690,all_folded,ml_fold,2,E,0,0,0.23789060846559595,0.42579181165149765,0.21574943425971796,0,none,,"[0, 1, 0, 0]",Deal,3,0,0,10,1,0.4,False,0.05200000000000027
6,1,3,1,1,6,0,4,1,5,1,60000.0,check,0.75,0,20,120,1,,,,,,,,,,,,0,7,0,0,1,0,13,10,23,0,2940,20,0.23112916946411133,False,0,10,20180802170012162,Late,0,13,10,TS KD,michael4,40,20,15520,2680,any_raised,ml_fold,2,E,0,0,0.23789060846559595,0.42579181165149765,0.21574943425971796,0,check/call,,"[0, 1, 0, 0]",Deal,3,1,0,10,1,0.14285714285714285,False,0.05200000000000027
6,1,0,0,2,5,0,0,0,5,2,363,fold,0.75,0,0,60,1,4H 2D 5H,0,2,5,0,1,5,5,2,2,5,0,7,0,0,1,0,13,10,23,0,2920,40,0.28146982192993164,False,0,10,20180802170012162,Late,0,13,10,TS KD,michael4,40,40,15500,2640,any_raised,fold,2,E,40,200,0.10495867768595042,0.3009217903580614,0.3060227886220127,-0.13293193077964555,none,0.23789060846559595,"[1, 0, 0, 0]",Flop,3,0,0,10,1,0.13333333333333333,False,-0.6560000000000004
6,1,0,0,0,6,0,0,0,6,0,60000.0,check,0.75,0,0,30,1,,,,,,,,,,,,0,9,0,0,0,0,11,6,17,0,2920,20,0.23615813255310059,False,0,10,20180802170012162,Late,0,11,6,6H JC,michael4,20,20,15460,2560,none,trash,1,E,0,0,0.1484046296296362,0.35550062662972437,0.12920759579163096,0,none,,"[0, 1, 0, 0]",Deal,4,0,0,10,1,0.4,False,0.05400000000000027
6,1,0,0,1,5,0,0,0,5,1,344,check,0.75,0,0,20,1,QS TH 3S,0,0,0,2,1,12,12,3,2,12,0,9,0,0,0,0,11,6,17,0,2900,20,0.29021501541137695,False,0,10,20180802170012162,Late,0,12,11,6H JC,michael4,20,20,15440,2540,any_raised,fold,1,E,20,120,0.07703488372093023,0.25693053751686934,0.2524884712864244,-0.07136974590870596,none,0.1484046296296362,"[0, 1, 0, 0]",Flop,4,0,0,10,1,0.125,False,-0.6580000000000004
6,1,0,0,1,5,0,0,0,5,1,350,fold,0.75,0,0,20,1,QS TH 3S QC,0,0,0,3,2,12,12,3,2,12,0,9,0,0,0,0,11,6,17,0,2880,20,0.2919023036956787,False,0,10,20180802170012162,Late,1,12,11,6H JC,michael4,20,20,15420,2520,any_raised,fold,1,E,40,220,0.02142857142857143,0.13720980508784678,0.1215849172458337,-0.0556063122923588,none,0.07703488372093023,"[1, 0, 0, 0]",Turn,4,0,0,10,1,0.07692307692307693,False,-0.6916487489949378
