round_id,playerName,chips,reloadCount,cards,hand,position,allIn,folded,rank,message,winMoney
1,87-rising-ape,940,0,♣J ♥10,♣J ♥10 ♦4 ♥3 ♣2 ♠Q ♣A,2,False,True,8.0898,High Card,0.0
1,87-dawn-ape,1000,0,♦3 ♠6,♦3 ♠6 ♦4 ♥3 ♣2 ♠Q ♣A,D,False,True,10.2568,Pair,0.0
1,89,1120,0,♥5 ♣5,♥5 ♣5 ♦4 ♥3 ♣2 ♠Q ♣A,SB,False,False,113.0,Straight,180.0
1,tomas,940,0,♣K ♣3,♣K ♣3 ♦4 ♥3 ♣2 ♠Q ♣A,BB,False,True,10.3584,Pair,0.0
1,lefthand_cat,1000,0,♠2 ♦10,♠2 ♦10 ♦4 ♥3 ♣2 ♠Q ♣A,1,False,True,9.2688,Pair,0.0
2,87-rising-ape,940,0,♣2 ♠10,♣2 ♠10 ♠Q ♣A ♠8 ♠4 ♣10,1,False,True,17.2592,Pair,0.0
2,87-dawn-ape,1060,0,♠A ♦7,♠A ♦7 ♠Q ♣A ♠8 ♠4 ♣10,2,False,False,21.0672,Pair,200.0
2,89,2100,1,♦9 ♠5,♦9 ♠5 ♠Q ♣A ♠8 ♠4 ♣10,D,False,True,8.0736,High Card,0.0
2,tomas,920,0,♥7 ♣J,♥7 ♣J ♠Q ♣A ♠8 ♠4 ♣10,SB,False,True,8.0928,High Card,0.0
2,lefthand_cat,980,0,♣6 ♠7,♣6 ♠7 ♠Q ♣A ♠8 ♠4 ♣10,BB,False,True,8.0688,High Card,0.0
3,87-rising-ape,1020,0,♥A ♦J,♥A ♦J ♣6 ♣J ♦Q ♥6 ♣4,BB,False,False,62.2048,Two Pair,240.0
3,87-dawn-ape,1060,0,♦3 ♠2,♦3 ♠2 ♣6 ♣J ♦Q ♥6 ♣4,1,False,True,13.077,Pair,0.0
3,89,3080,2,♦9 ♦10,♦9 ♦10 ♣6 ♣J ♦Q ♥6 ♣4,2,False,True,13.0896,Pair,0.0
3,tomas,880,0,♣K ♥9,♣K ♥9 ♣6 ♣J ♦Q ♥6 ♣4,D,False,True,13.1792,Pair,0.0
3,lefthand_cat,960,0,♦6 ♥5,♦6 ♥5 ♣6 ♣J ♦Q ♥6 ♣4,SB,False,True,104.0768,Three of a Kind,0.0
4,87-rising-ape,1260,0,♥J ♣J,♥J ♣J ♦9 ♥Q ♥4 ♣4 ♠4,SB,False,False,156.0,Full House,420.0
4,87-dawn-ape,1040,0,♥5 ♠A,♥5 ♠A ♦9 ♥Q ♥4 ♣4 ♠4,BB,False,True,102.256,Three of a Kind,0.0
4,89,3060,2,♦7 ♠10,♦7 ♠10 ♦9 ♥Q ♥4 ♣4 ♠4,1,False,True,102.064,Three of a Kind,0.0
4,tomas,700,0,♦5 ♠5,♦5 ♠5 ♦9 ♥Q ♥4 ♣4 ♠4,2,False,False,150.0,Full House,0.0
4,lefthand_cat,940,0,♣10 ♣A,♣10 ♣A ♦9 ♥Q ♥4 ♣4 ♠4,D,False,True,102.256,Three of a Kind,0.0
5,87-rising-ape,1340,0,♣4 ♣J,♣4 ♣J ♠2 ♠5 ♦A ♣A ♥9,D,False,False,21.0324,Pair,140.0
5,87-dawn-ape,980,0,♠8 ♠4,♠8 ♠4 ♠2 ♠5 ♦A ♣A ♥9,SB,False,True,21.01,Pair,0.0
5,89,3040,2,♥J ♠7,♥J ♠7 ♠2 ♠5 ♦A ♣A ♥9,BB,False,True,21.0336,Pair,0.0
5,tomas,700,0,♦6 ♥2,♦6 ♥2 ♠2 ♠5 ♦A ♣A ♥9,1,False,True,88.0064,Two Pair,0.0
5,lefthand_cat,940,0,♦5 ♠Q,♦5 ♠Q ♠2 ♠5 ♦A ♣A ♥9,2,False,True,91.0512,Two Pair,0.0
6,87-rising-ape,1103,0,♦Q ♠10,♦Q ♠10 ♣K ♦9 ♥8 ♥6 ♣6,2,False,False,13.1664,Pair,0.0
6,87-dawn-ape,900,0,♥4 ♥2,♥4 ♥2 ♣K ♦9 ♥8 ♥6 ♣6,D,False,True,13.112,Pair,0.0
6,89,2803,2,♠J ♣8,♠J ♣8 ♣K ♦9 ♥8 ♥6 ♣6,SB,False,False,41.1024,Two Pair,0.0
6,tomas,1254,0,♠9 ♣A,♠9 ♣A ♣K ♦9 ♥8 ♥6 ♣6,BB,False,False,47.2048,Two Pair,791.0
6,lefthand_cat,940,0,♣10 ♦2,♣10 ♦2 ♣K ♦9 ♥8 ♥6 ♣6,1,False,True,13.1216,Pair,0.0
7,87-rising-ape,943,0,♦7 ♠A,♦7 ♠A ♦5 ♦8 ♦Q ♠3 ♠2,1,False,False,8.0564,High Card,0.0
7,87-dawn-ape,900,0,♣2 ♥10,♣2 ♥10 ♦5 ♦8 ♦Q ♠3 ♠2,2,False,True,9.0672,Pair,0.0
7,89,2763,2,♠K ♣6,♠K ♣6 ♦5 ♦8 ♦Q ♠3 ♠2,D,False,True,7.0556,High Card,0.0
7,tomas,1494,0,♥Q ♠9,♥Q ♠9 ♦5 ♦8 ♦Q ♠3 ♠2,SB,False,False,19.01,Pair,400.0
7,lefthand_cat,900,0,♣7 ♣9,♣7 ♣9 ♦5 ♦8 ♦Q ♠3 ♠2,BB,False,True,6.0116,High Card,0.0
8,87-rising-ape,1000,1,♣3 ♣4,♣3 ♣4 ♣6 ♠J ♣9 ♣K ♣A,BB,True,False,123.3146,Flush,0.0
8,87-dawn-ape,900,0,♠5 ♦6,♠5 ♦6 ♣6 ♠J ♣9 ♣K ♣A,1,False,True,13.3328,Pair,0.0
8,89,1457,2,♦K ♠6,♦K ♠6 ♣6 ♠J ♣9 ♣K ♣A,2,False,False,81.2048,Two Pair,0.0
8,tomas,4643,0,♥8 ♣7,♥8 ♣7 ♣6 ♠J ♣9 ♣K ♣A,D,False,False,123.316,Flush,4455.0
8,lefthand_cat,1000,1,♠9 ♦9,♠9 ♦9 ♣6 ♠J ♣9 ♣K ♣A,SB,True,False,107.3072,Three of a Kind,0.0
9,87-rising-ape,980,1,♠Q ♣3,♠Q ♣3 ♦4 ♥6 ♥2 ♥A ♦Q,SB,False,True,19.2058,Pair,0.0
9,87-dawn-ape,28,0,♦7 ♠7,♦7 ♠7 ♦4 ♥6 ♥2 ♥A ♦Q,BB,False,False,14.2568,Pair,0.0
9,89,1177,2,♥5 ♣9,♥5 ♣9 ♦4 ♥6 ♥2 ♥A ♦Q,1,False,True,8.0588,High Card,0.0
9,tomas,4283,0,♠9 ♠8,♠9 ♠8 ♦4 ♥6 ♥2 ♥A ♦Q,2,False,True,8.0616,High Card,0.0
9,lefthand_cat,2532,1,♠A ♣A,♠A ♣A ♦4 ♥6 ♥2 ♥A ♦Q,D,False,False,112.052,Three of a Kind,2404.0
10,87-rising-ape,940,1,♥5 ♣5,♥5 ♣5 ♣A ♠8 ♣2 ♥10 ♠7,D,False,True,12.2208,Pair,0.0
10,87-dawn-ape,8,0,♥6 ♠9,♥6 ♠9 ♣A ♠8 ♣2 ♥10 ♠7,SB,False,True,118.0,Straight,0.0
10,89,2454,2,♠A ♥A,♠A ♥A ♣A ♠8 ♣2 ♥10 ♠7,BB,True,False,112.016,Three of a Kind,2454.0
10,tomas,3106,0,♣10 ♣Q,♣10 ♣Q ♣A ♠8 ♣2 ♥10 ♠7,1,False,False,17.2592,Pair,0.0
