game_id,round_id,turn_id,roundName,playerName,chips,reloadCount,position,N,Nnf,hole,board,Nsim,prWin,prWinStd,pot_sum,bet_sum,pot,bet,cost_to_call,NMaxBet,action,amount,allIn,folded,rank,message,winMoney,cost,profit
2018-03-23 11:42:36,1,1,Deal,cat4,1000,0,1,4,4,♠3 ♠A,,60000,0.3228928571427774,0.3593600668770905,0,30,0,0,20,1,call,20,False,True,12.2184,Pair,0.0,179.0,-179.0
2018-03-23 11:42:36,1,2,Deal,cat9,1000,0,D,4,4,♣7 ♠2,,60000,0.1579138888889037,0.27509123701609955,0,50,0,0,20,2,fold,0,False,True,12.0152,Pair,0.0,0.0,0.0
2018-03-23 11:42:36,1,3,Deal,cat5,990,0,SB,4,3,♣8 ♦3,,60000,0.17218591269841496,0.2825068465990428,0,50,0,10,10,2,call,10,False,True,12.0168,Pair,0.0,80.0,-80.0
2018-03-23 11:42:36,1,4,Deal,cat1,980,0,BB,4,3,♥6 ♦A,,60000,0.2979920634919774,0.3317054476525942,0,60,0,20,0,3,bet,20,True,False,31.2048,Two Pair,1259.0,1000.0,259.0
2018-03-23 11:42:36,1,5,Deal,cat4,980,0,1,4,3,♠3 ♠A,,60000,0.3228928571427774,0.3593600668770905,0,80,0,20,20,1,call,20,False,True,12.2184,Pair,0.0,179.0,-179.0
2018-03-23 11:42:36,1,6,Deal,cat5,980,0,SB,4,3,♣8 ♦3,,60000,0.17218591269841496,0.2825068465990428,0,100,0,20,20,2,call,20,False,True,12.0168,Pair,0.0,80.0,-80.0
2018-03-23 11:42:36,1,7,Flop,cat5,960,0,SB,4,3,♣8 ♦3,♠5 ♣4 ♣5,310,0.11801075268817203,0.31549441183437243,120,0,40,0,0,4,bet,20,False,True,12.0168,Pair,0.0,80.0,-80.0
2018-03-23 11:42:36,1,8,Flop,cat1,960,0,BB,4,3,♥6 ♦A,♠5 ♣4 ♣5,182,0.25,0.40768712416360564,120,20,40,0,20,1,call,20,True,False,31.2048,Two Pair,1259.0,1000.0,259.0
2018-03-23 11:42:36,1,9,Flop,cat4,960,0,1,4,3,♠3 ♠A,♠5 ♣4 ♣5,189,0.23809523809523808,0.4027728907358535,120,40,40,0,20,2,raise,40,False,True,12.2184,Pair,0.0,179.0,-179.0
2018-03-23 11:42:36,1,10,Flop,cat5,940,0,SB,4,3,♣8 ♦3,♠5 ♣4 ♣5,214,0.1440809968847352,0.3471756114326995,120,80,40,20,20,1,call,20,False,True,12.0168,Pair,0.0,80.0,-80.0
2018-03-23 11:42:36,1,11,Flop,cat1,940,0,BB,4,3,♥6 ♦A,♠5 ♣4 ♣5,181,0.19060773480662985,0.36451006359154164,120,100,40,20,20,2,call,20,True,False,31.2048,Two Pair,1259.0,1000.0,259.0
2018-03-23 11:42:36,1,12,Turn,cat5,920,0,SB,4,3,♣8 ♦3,♠5 ♣4 ♣5 ♦10,170,0.08431372549019607,0.2754954294388135,240,0,80,0,0,4,fold,0,False,True,12.0168,Pair,0.0,80.0,-80.0
2018-03-23 11:42:36,1,13,Turn,cat1,920,0,BB,4,2,♥6 ♦A,♠5 ♣4 ♣5 ♦10,172,0.16569767441860464,0.3658981962166412,240,0,80,0,0,4,bet,20,True,False,31.2048,Two Pair,1259.0,1000.0,259.0
2018-03-23 11:42:36,1,14,Turn,cat4,920,0,1,4,2,♠3 ♠A,♠5 ♣4 ♣5 ♦10,169,0.2455621301775148,0.4098816753127639,240,20,80,0,20,1,bet,59,False,True,12.2184,Pair,0.0,179.0,-179.0
2018-03-23 11:42:36,1,15,Turn,cat1,900,0,BB,4,2,♥6 ♦A,♠5 ♣4 ♣5 ♦10,128,0.20703125,0.3978818122551438,240,79,80,20,39,1,call,39,True,False,31.2048,Two Pair,1259.0,1000.0,259.0
2018-03-23 11:42:36,1,16,River,cat1,861,0,BB,4,2,♥6 ♦A,♠5 ♣4 ♣5 ♦10 ♠6,132,0.625,0.48216289841303694,358,0,139,0,0,4,bet,20,True,False,31.2048,Two Pair,1259.0,1000.0,259.0
2018-03-23 11:42:36,1,17,River,cat4,861,0,1,4,2,♠3 ♠A,♠5 ♣4 ♣5 ♦10 ♠6,906,0.05684326710816777,0.22611648852754637,358,20,139,0,20,1,raise,40,False,True,12.2184,Pair,0.0,179.0,-179.0
2018-03-23 11:42:36,1,18,River,cat1,841,0,BB,4,2,♥6 ♦A,♠5 ♣4 ♣5 ♦10 ♠6,950,0.5857894736842105,0.4901752188272624,358,60,139,20,20,1,allin,841,True,False,31.2048,Two Pair,1259.0,1000.0,259.0
2018-03-23 11:42:36,1,19,River,cat4,821,0,1,4,2,♠3 ♠A,♠5 ♣4 ♣5 ♦10 ♠6,164,0.051829268292682924,0.21821687605917553,358,901,139,40,821,1,fold,0,False,True,12.2184,Pair,0.0,179.0,-179.0
2018-03-23 11:42:36,2,1,Deal,cat9,1000,0,1,4,4,♣K ♠A,,60000,0.39565555555551946,0.36675432404522057,0,30,0,0,20,1,call,20,False,True,8.1192,High Card,0.0,30.0,-30.0
2018-03-23 11:42:36,2,2,Deal,cat5,920,0,D,4,4,♠4 ♦7,,60000,0.19575515873014732,0.30323881108158907,0,50,0,0,20,2,fold,0,False,True,11.0176,Pair,0.0,0.0,0.0
2018-03-23 11:42:36,2,3,Deal,cat1,1249,0,SB,4,3,♠3 ♥5,,60000,0.18757619047618276,0.3052041945227761,0,50,0,10,10,2,bet,20,False,True,10.0168,Pair,0.0,70.0,-70.0
2018-03-23 11:42:36,2,4,Deal,cat4,1801,1,BB,4,3,♣9 ♦A,,60000,0.3277204365078647,0.339236125659676,0,70,0,20,10,1,call,10,False,False,8.0232,High Card,170.0,70.0,100.0
2018-03-23 11:42:36,2,5,Deal,cat9,980,0,1,4,3,♣K ♠A,,60000,0.39565555555551946,0.36675432404522057,0,80,0,20,10,2,call,10,False,True,8.1192,High Card,0.0,30.0,-30.0
2018-03-23 11:42:36,2,6,Flop,cat1,1229,0,SB,4,3,♠3 ♥5,♦8 ♣3 ♦4,131,0.3015267175572519,0.4484042500061487,90,0,30,0,0,4,bet,20,False,True,10.0168,Pair,0.0,70.0,-70.0
2018-03-23 11:42:36,2,7,Flop,cat4,1791,1,BB,4,3,♣9 ♦A,♦8 ♣3 ♦4,128,0.2421875,0.42840718346422485,90,20,30,0,20,1,raise,40,False,False,8.0232,High Card,170.0,70.0,100.0
2018-03-23 11:42:36,2,8,Flop,cat9,970,0,1,4,3,♣K ♠A,♦8 ♣3 ♦4,133,0.17669172932330826,0.3789354336347113,90,60,30,0,40,1,fold,0,False,True,8.1192,High Card,0.0,30.0,-30.0
2018-03-23 11:42:36,2,9,Flop,cat1,1209,0,SB,4,2,♠3 ♥5,♦8 ♣3 ♦4,130,0.15384615384615385,0.3554312323737822,90,60,30,20,20,1,call,20,False,True,10.0168,Pair,0.0,70.0,-70.0
2018-03-23 11:42:36,2,10,Turn,cat1,1189,0,SB,4,2,♠3 ♥5,♦8 ♣3 ♦4 ♠6,126,0.26455026455026454,0.42995726032921755,170,0,70,0,0,4,fold,0,False,True,10.0168,Pair,0.0,70.0,-70.0
2018-03-23 11:42:36,2,11,Turn,cat4,1751,1,BB,4,1,♣9 ♦A,♦8 ♣3 ♦4 ♠6,176,0.18181818181818182,0.38199400713571835,170,0,70,0,0,4,call,0,False,False,8.0232,High Card,170.0,70.0,100.0
2018-03-23 11:42:36,3,1,Deal,cat5,920,0,1,4,4,♣2 ♦6,,60000,0.16129841269842451,0.2796213985359533,0,30,0,0,20,1,fold,0,False,True,28.0256,Two Pair,0.0,0.0,0.0
2018-03-23 11:42:36,3,2,Deal,cat1,1189,0,D,4,3,♥8 ♠4,,60000,0.19059880952379965,0.295372358240484,0,30,0,0,20,1,call,20,False,False,5.0172,High Card,50.0,20.0,30.0
