round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,chips_total,pot,bet,cost_on_table,cost_to_call,cost_total,maxBet_all,N_maxBet_all,prWin_adj,limitBet,util_fold,util_call,util_raise_coeff,action,amount,cputime
1,0,4,4,deal,False,♥10 ♦2,,20000,0.1909150793650608,0.3930222790581894,1000,0,3000,0,0,0,20,20,20,1,0.17322907680744226,75.08093441165104,0,-7.873964623479042,-0.6535418463851155,fold,0,0.1099998950958252
2,0,4,2,deal,False,♥3 ♠6,,20000,0.18212242063491876,0.38594539061504085,980,0,2980,0,20,20,0,20,20,2,0.1628251511041667,69.67758744164645,-20,6.513006044166668,-0.6743496977916665,raise,0,0.11499977111816406
3,0,4,3,deal,False,♦6 ♣2,,20000,0.16129841269842451,0.3678059743389077,1030,0,3030,0,10,10,10,20,20,2,0.14106908410978458,60.61942753521741,-10,-0.12516411231507973,-0.7178618317804308,bet,0,0.0989999771118164
3,1,4,2,flop,True,♦6 ♣2,♥A ♦10 ♥8,3,0.0,0.0,1010,0,3010,30,0,30,20,50,0,4,0.0,-0.0,0,-20.0,-1.0,fold,0,1.2249999046325684
4,0,4,3,deal,False,♠8 ♥3,,20000,0.17218591269841496,0.3775419502076938,1010,0,3010,0,0,0,20,20,20,1,0.1495333956859533,64.14108134121273,0,-9.532662301983269,-0.7009332086280934,fold,0,0.10199999809265137
5,0,4,4,deal,False,♥9 ♥10,,20000,0.3248833333332992,0.468331242877884,1010,0,3010,0,0,0,40,40,40,1,0.29444180254623675,138.1132998135228,0,1.2218523564731427,-0.4111163949075265,bet,0,0.09799981117248535
5,1,4,3,flop,False,♥9 ♥10,♣Q ♣6 ♦4,234,0.15384615384615385,0.36080121229410994,970,0,2970,40,0,40,50,90,50,2,0.11745696814408607,80.58220288763393,0,-12.41377019389246,-0.7650860637118279,fold,0,1.2160000801086426
6,0,4,3,deal,False,♥K ♦5,,20000,0.2635702380951608,0.44056891366234757,930,0,2930,0,40,40,0,40,40,3,0.23273041413879642,102.120371285715,-40,27.92764969665557,-0.5345391717224072,raise,0,0.0989997386932373
6,1,4,2,flop,True,♥K ♦5,♦4 ♠10 ♦2,96,0.19791666666666666,0.39842898956052664,890,0,2890,80,0,80,40,120,0,4,0.16075481814612613,109.9806021810268,0,11.441541806760362,-0.6784903637077477,raise,0,1.1970000267028809
6,2,4,2,flop,False,♥K ♦5,♦4 ♠10 ♦2,431,0.1593194122196442,0.361365961164278,850,0,2850,80,40,120,40,160,80,1,0.12518470076564203,82.76917331363912,0,15.081268336882495,-0.7496305984687159,bet,0,1.2089998722076416
6,3,4,2,turn,True,♥K ♦5,♦4 ♠10 ♦2 ♣A,0,,,810,0,2810,160,0,160,40,200,0,4,,,0,,,raise,0,1.2139997482299805
6,4,4,2,turn,False,♥K ♦5,♦4 ♠10 ♦2 ♣A,254,0.1062992125984252,0.2984864790712577,770,0,2770,160,40,200,40,240,80,1,0.09088666786270366,88.1056288668623,0,14.532000717622196,-0.8182266642745927,bet,0,1.2170000076293945
6,5,4,2,river,True,♥K ♦5,♦4 ♠10 ♦2 ♣A ♥6,16,0.0,0.0,730,0,2730,240,0,240,40,280,0,4,0.0,-0.0,0,-40.0,-1.0,fold,0,1.2119998931884766
7,0,4,3,deal,False,♥3 ♠Q,,20000,0.22724325396820355,0.41905102015643164,710,0,2710,0,20,20,20,40,40,2,0.19581442745647115,77.69832100747773,-20,7.414019843905962,-0.6083711450870577,bet,0,0.10199999809265137
7,1,4,3,flop,True,♥3 ♠Q,♥5 ♦J ♠K,5,0.3,0.39999999999999997,670,0,2670,60,0,60,40,100,0,4,0.2560330041077564,171.4758510051813,0,26.56858106801667,-0.48793399178448715,bet,0,1.2020001411437988
7,2,4,3,flop,False,♥3 ♠Q,♥5 ♦J ♠K,551,0.1073805202661827,0.2955166344860588,630,0,2630,60,40,100,57,157,97,2,0.07767664739353113,46.178585660463376,0,-15.986730176215566,-0.8446467052129377,fold,0,1.2150001525878906
8,0,4,4,deal,False,♠9 ♦6,,20000,0.2265732142856807,0.41861413360508476,630,0,2630,0,0,0,40,40,40,2,0.1930840835972739,74.23186661612209,0,-5.244864952490701,-0.6138318328054522,fold,0,0.10299992561340332
9,0,4,4,deal,False,♠9 ♣2,,20000,0.1790329365079302,0.3833798953430887,630,0,2630,0,0,0,80,80,80,1,0.14644564540376764,54.789562863709534,0,-38.99521928694506,-0.7071087091924647,fold,0,0.09800028800964355
