,chips,pot,reld,bet,pos,cards,act,amt
930241b5a8bee6e10a1205a599f70b06,0,0,2,0,BB,[♦7 ♣4],,
58673a2ed47b93de2334d9d0763d1bbb,0,0,2,0,,[♣2 ♣7],,
10d37768c10734ced8918a52ecdd7225,0,0,2,0,,[],,
f6ab57f4b3ca3739ad29da1cf4f26452,3494,0,1,0,,[♦10 ♠3],win,4494
ed9287d402d9de370a4622e98cf8330f,8791,0,0,0,,[♣9 ♦4],win,10791
Me,1715,0,1,0,SB,[♣10 ♠8],win,2715
