,chips,pot,reld,bet,pos,cards,act,amt
930241b5a8bee6e10a1205a599f70b06,0,0,2,0,SB,[♥2 ♣6],,
58673a2ed47b93de2334d9d0763d1bbb,12505,0,0,0,BB,[♥K ♥Q],win,14505
10d37768c10734ced8918a52ecdd7225,0,0,2,0,,[],,
f6ab57f4b3ca3739ad29da1cf4f26452,1360,0,1,0,,[♦9 ♥J],win,2360
ed9287d402d9de370a4622e98cf8330f,0,0,2,0,,[],,
Me,134,0,1,0,,[♦Q ♠A],win,1134
