,chips,pot,reld,bet,pos,cards,act,amt
930241b5a8bee6e10a1205a599f70b06,0,0,2,0,,[],,
58673a2ed47b93de2334d9d0763d1bbb,2208,0,0,0,BB,[♠K ♣6],win,4208
10d37768c10734ced8918a52ecdd7225,0,0,2,0,,[♥A ♦K],,
f6ab57f4b3ca3739ad29da1cf4f26452,6716,0,1,0,,[♣8 ♥7],win,7716
ed9287d402d9de370a4622e98cf8330f,0,0,2,0,,[],,
Me,4076,0,0,0,SB,[Folded],win,6076
