,chips,pot,reld,bet,pos,cards,act,amt
930241b5a8bee6e10a1205a599f70b06,11917,0,1,0,,[♠5 ♦2],win,12917
58673a2ed47b93de2334d9d0763d1bbb,0,0,2,0,SB,[♥J ♦3],,
10d37768c10734ced8918a52ecdd7225,0,0,2,0,,[],,
f6ab57f4b3ca3739ad29da1cf4f26452,3000,0,2,0,BB,[♥8 ♥3],win,3000
ed9287d402d9de370a4622e98cf8330f,0,0,2,0,,[],,
Me,82,0,0,0,,[Folded],win,2082
