,chips,pot,reld,bet,pos,cards,act,amt
930241b5a8bee6e10a1205a599f70b06,5135,0,1,0,SB,[♠8 ♣2],win,6135
58673a2ed47b93de2334d9d0763d1bbb,0,0,2,0,,[],,
10d37768c10734ced8918a52ecdd7225,8559,0,0,0,BB,[♣3 ♦8],win,10559
f6ab57f4b3ca3739ad29da1cf4f26452,0,0,2,0,,[♥6 ♠A],,
ed9287d402d9de370a4622e98cf8330f,0,0,2,0,,[],,
Me,306,0,1,0,,[Folded],win,1306
