,chips,pot,reld,bet,pos,cards,act,amt
930241b5a8bee6e10a1205a599f70b06,0,0,2,0,,[],,
58673a2ed47b93de2334d9d0763d1bbb,0,0,2,0,BB,[Folded],,
10d37768c10734ced8918a52ecdd7225,3237,0,0,0,,[♣10 ♥6],win,5237
f6ab57f4b3ca3739ad29da1cf4f26452,6976,0,0,0,,[♠Q ♣7],win,8976
ed9287d402d9de370a4622e98cf8330f,0,0,2,0,,[],,
Me,1787,0,0,0,SB,[Folded],win,3787
