,chips,pot,reld,bet,pos,cards,act,amt
930241b5a8bee6e10a1205a599f70b06,0,0,2,0,,[],,
58673a2ed47b93de2334d9d0763d1bbb,9518,0,0,0,,[♠2 ♥3],win,11518
10d37768c10734ced8918a52ecdd7225,0,0,2,0,SB,[♠8 ♣8],,
f6ab57f4b3ca3739ad29da1cf4f26452,0,0,2,0,,[],,
ed9287d402d9de370a4622e98cf8330f,5562,0,2,0,BB,[♦3 ♦Q],win,5562
Me,920,0,2,0,,[Folded],win,920
