,chips,pot,reld,bet,pos,cards,act,amt
930241b5a8bee6e10a1205a599f70b06,0,0,2,0,,[],,
58673a2ed47b93de2334d9d0763d1bbb,2517,0,0,0,,[♦6 ♥6],win,4517
10d37768c10734ced8918a52ecdd7225,0,0,2,0,,[],,
f6ab57f4b3ca3739ad29da1cf4f26452,11763,0,2,0,,[♦2 ♥A],win,11763
ed9287d402d9de370a4622e98cf8330f,718,0,1,0,SB,[♣Q ♣7],win,1718
Me,0,0,2,0,BB,[♥10 ♥3],,
