,chips,pot,reld,bet,pos,cards,act,amt
930241b5a8bee6e10a1205a599f70b06,0,0,2,0,,[♥6 ♥2],,
58673a2ed47b93de2334d9d0763d1bbb,0,0,2,0,,[♣Q ♠5],,
10d37768c10734ced8918a52ecdd7225,5255,0,1,0,SB,[♦A ♠K],win,6255
f6ab57f4b3ca3739ad29da1cf4f26452,3849,0,0,0,BB,[♠J ♠Q],win,5849
ed9287d402d9de370a4622e98cf8330f,0,0,2,0,,[♣8 ♠3],,
Me,4896,0,1,0,,[♦K ♥J],win,5896
