round_id,playerName,allIn,bet,cards,chips,folded,hand,isHuman,isOnline,isSurvive,me,message,position,rank,reloadCount,roundBet,winMoney
1,(=^-Ω-^=),False,0,♥A ♠K,889,True,♥A ♠K ♠9 ♥5 ♣Q ♠8 ♦2,False,True,True,False,High Card,,8.1632,0,0,0.0
1,FourSwordsMan,False,0,♠4 ♠10,829,False,♠4 ♠10 ♠9 ♥5 ♣Q ♠8 ♦2,False,True,True,False,High Card,SB,6.0228,0,0,0.0
1,A_P_T^T,False,0,♥8 ♠6,889,True,♥8 ♠6 ♠9 ♥5 ♣Q ♠8 ♦2,False,True,True,False,Pair,BB,15.0584,0,0,0.0
1,ヽ(=^･ω･^=)丿,False,0,♦A ♦K,1393,False,♦A ♦K ♠9 ♥5 ♣Q ♠8 ♦2,False,True,True,True,High Card,,8.1632,0,0,564.0
2,(=^-Ω-^=),False,0,♥K ♣10,1929,False,♥K ♣10 ♣K ♠7 ♥5 ♥3 ♦10,False,True,True,False,Two Pair,,85.0016,1,0,60.0
2,FourSwordsMan,False,0,♣4 ♣A,1829,True,♣4 ♣A ♣K ♠7 ♥5 ♥3 ♦10,False,True,True,False,High Card,,8.1172,1,0,0.0
2,A_P_T^T,False,0,♥Q ♥4,869,True,♥Q ♥4 ♣K ♠7 ♥5 ♥3 ♦10,False,True,True,False,High Card,SB,7.066,0,0,0.0
2,ヽ(=^･ω･^=)丿,False,0,♦9 ♣3,1373,True,♦9 ♣3 ♣K ♠7 ♥5 ♥3 ♦10,False,True,True,True,Pair,BB,10.1216,0,0,0.0
3,(=^-Ω-^=),False,0,♣9 ♥5,3131,False,♣9 ♥5 ♠J ♦Q ♦9 ♣3 ♥Q,False,True,True,False,Two Pair,BB,74.0256,2,0,606.0
3,FourSwordsMan,False,0,♠6 ♠2,2829,True,♠6 ♠2 ♠J ♦Q ♦9 ♣3 ♥Q,False,True,True,False,Pair,,19.0328,2,0,0.0
3,A_P_T^T,False,0,♣A ♦8,465,False,♣A ♦8 ♠J ♦Q ♦9 ♣3 ♥Q,False,True,True,False,Pair,,19.2368,0,0,0.0
3,ヽ(=^･ω･^=)丿,False,0,♣5 ♥9,1575,False,♣5 ♥9 ♠J ♦Q ♦9 ♣3 ♥Q,False,True,True,True,Two Pair,SB,74.0256,0,0,606.0
4,(=^-Ω-^=),False,0,♠6 ♥J,2940,True,♠6 ♥J ♣Q ♦7 ♦9 ♣10 ♦10,False,True,True,False,Pair,SB,17.0832,2,0,0.0
4,FourSwordsMan,False,0,♣K ♣5,1254,False,♣K ♣5 ♣Q ♦7 ♦9 ♣10 ♦10,False,True,True,False,Pair,BB,17.16,2,0,0.0
4,A_P_T^T,True,0,♠Q ♦5,1000,False,♠Q ♦5 ♣Q ♦7 ♦9 ♣10 ♦10,False,True,True,False,Two Pair,,75.0064,1,0,0.0
4,ヽ(=^･ω･^=)丿,True,0,♦8 ♦Q,3806,False,♦8 ♦Q ♣Q ♦7 ♦9 ♣10 ♦10,False,True,True,True,Flush,,123.0752,0,0,3806.0
5,(=^-Ω-^=),True,0,♠J ♠10,1940,False,♠J ♠10 ♦K ♥10 ♥K ♠5 ♣10,False,True,True,False,Full House,,230.0,2,0,1940.0
5,FourSwordsMan,False,0,♥4 ♦9,322,True,♥4 ♦9 ♦K ♥10 ♥K ♠5 ♣10,False,True,True,False,Two Pair,SB,85.0064,2,0,0.0
5,A_P_T^T,True,0,♣K ♠7,3932,False,♣K ♠7 ♦K ♥10 ♥K ♠5 ♣10,False,True,True,False,Full House,BB,264.0,1,0,3932.0
5,ヽ(=^･ω･^=)丿,False,0,♦10 ♦A,2806,False,♦10 ♦A ♦K ♥10 ♥K ♠5 ♣10,False,True,True,True,Full House,,230.0,0,0,1940.0
6,(=^-Ω-^=),False,0,♥4 ♦A,2100,False,♥4 ♦A ♣Q ♥Q ♠3 ♥5 ♥2,False,True,True,False,Straight,,113.0,2,0,280.0
6,FourSwordsMan,False,0,♣7 ♣6,322,True,♣7 ♣6 ♣Q ♥Q ♠3 ♥5 ♥2,False,True,True,False,Pair,,19.0028,2,0,0.0
6,A_P_T^T,False,0,♠2 ♠K,3892,True,♠2 ♠K ♣Q ♥Q ♠3 ♥5 ♥2,False,True,True,False,Two Pair,SB,67.1024,1,0,0.0
6,ヽ(=^･ω･^=)丿,False,0,♣10 ♣3,2686,True,♣10 ♣3 ♣Q ♥Q ♠3 ♥5 ♥2,False,True,True,True,Two Pair,BB,68.0128,0,0,0.0
7,(=^-Ω-^=),False,0,♣4 ♦A,2060,True,♣4 ♦A ♦9 ♥K ♠2 ♠8 ♥6,False,True,True,False,High Card,BB,8.1128,2,0,0.0
7,FourSwordsMan,False,0,♠10 ♠9,322,True,♠10 ♠9 ♦9 ♥K ♠2 ♠8 ♥6,False,True,True,False,Pair,,16.1184,2,0,0.0
7,A_P_T^T,False,0,♦10 ♥10,2430,False,♦10 ♥10 ♦9 ♥K ♠2 ♠8 ♥6,False,True,True,False,Pair,,17.112000000000002,1,0,0.0
7,ヽ(=^･ω･^=)丿,False,0,♦K ♠Q,4188,False,♦K ♠Q ♦9 ♥K ♠2 ♠8 ♥6,False,True,True,True,Pair,SB,20.0608,0,0,2964.0
8,(=^-Ω-^=),False,0,♠6 ♦9,2100,False,♠6 ♦9 ♠8 ♦8 ♥Q ♥K ♥7,False,True,True,False,Pair,SB,15.16,2,0,380.0
8,FourSwordsMan,True,0,♠3 ♣9,362,False,♠3 ♣9 ♠8 ♦8 ♥Q ♥K ♥7,False,True,True,False,Pair,BB,15.16,2,0,362.0
8,A_P_T^T,False,0,♠J ♣6,2390,True,♠J ♣6 ♠8 ♦8 ♥Q ♥K ♥7,False,True,True,False,Pair,,15.1792,1,0,0.0
8,ヽ(=^･ω･^=)丿,False,0,♥4 ♥5,4148,True,♥4 ♥5 ♠8 ♦8 ♥Q ♥K ♥7,False,True,True,True,Flush,,123.1558,0,0,0.0
9,(=^-Ω-^=),False,0,♦4 ♣4,1953,True,♦4 ♣4 ♣5 ♦9 ♦10 ♣10 ♠5,False,True,True,False,Two Pair,,53.0064,2,0,0.0
9,FourSwordsMan,True,0,♣K ♠9,1018,False,♣K ♠9 ♣5 ♦9 ♦10 ♣10 ♠5,False,True,True,False,Two Pair,SB,57.1024,2,0,1018.0
9,A_P_T^T,False,0,♠Q ♣3,2243,True,♠Q ♣3 ♣5 ♦9 ♦10 ♣10 ♠5,False,True,True,False,Two Pair,BB,53.0512,1,0,0.0
9,ヽ(=^･ω･^=)丿,False,0,♦6 ♦7,3786,False,♦6 ♦7 ♣5 ♦9 ♦10 ♣10 ♠5,False,True,True,True,Two Pair,,53.0064,0,0,334.0
10,(=^-Ω-^=),True,0,♦2 ♦Q,0,False,♦2 ♦Q ♥6 ♣7 ♣Q ♦9 ♠J,False,True,True,False,Pair,,19.0336,2,0,0.0
10,FourSwordsMan,False,0,♥5 ♣6,1018,True,♥5 ♣6 ♥6 ♣7 ♣Q ♦9 ♠J,False,True,True,False,Pair,,13.0832,2,0,0.0
10,A_P_T^T,True,0,♣9 ♠9,4276,False,♣9 ♠9 ♥6 ♣7 ♣Q ♦9 ♠J,False,True,True,False,Three of a Kind,SB,107.0768,1,0,4276.0
10,ヽ(=^･ω･^=)丿,False,0,♠5 ♦10,3706,True,♠5 ♦10 ♥6 ♣7 ♣Q ♦9 ♠J,False,True,True,True,High Card,BB,6.0464,0,0,0.0
11,(=^-Ω-^=),False,0,,0,False,,False,True,False,False,,,,2,0,0.0
