round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,action,amount,cputime
1,0,4,2,deal,0,♠3 ♥2,,20000,0.18635119047619914,0.29882803067143077,990,0,0,10,10,1000,0,30,20,1,2,10,-10,-12.545952380952034,-0.6272976190476017,-14.409464285714026,-0.6272976190476017,205.8318338473906,195.8318338473906,call,0,0.13502097129821777
2,0,4,4,deal,0,♦6 ♣9,,20000,0.2190892857142945,0.30955871949987246,1020,0,0,0,20,1020,0,50,20,2,4,30,0,-2.4728571428564408,-0.12364285714282197,-9.045535714285275,-0.5618214285714109,249.29773253703587,249.29773253703587,fold,0,0.09821486473083496
3,0,4,4,deal,0,♥J ♦J,,20000,0.5005279761905027,0.3101229809784418,1020,0,0,0,20,1020,0,30,20,1,4,50,0,20.042238095240215,1.0021119047620108,-4.9841607142849185,0.0010559523810054205,699.8272725767331,699.8272725767331,bet,139,0.10213613510131836
4,0,4,2,deal,0,♠A ♠5,,20000,0.34263988095242814,0.3614555698992661,1030,0,0,20,0,1050,0,40,20,2,2,0,-20,-6.294404761902875,-0.3147202380951437,-6.294404761902875,-0.3147202380951437,424.322147385653,404.322147385653,check,0,0.09745597839355469
4,1,4,2,flop,0,♠A ♠5,♠K ♦9 ♣A,113,0.7212389380530974,0.4256075984570282,1030,0,20,0,500,1030,40,500,500,1,2,500,-20,230.08849557522126,0.4424778761061947,-130.53097345132744,0.4424778761061947,1292.0122605739004,1272.0122605739004,bet,636,1.1395540237426758
4,2,4,2,turn,0,♠A ♠5,♠K ♦9 ♣A ♦2,112,0.6696428571428571,0.4558820504007051,394,0,656,0,394,394,1312,394,500,1,1,394,-656,356.25,-0.3303571428571429,92.41071428571422,0.3392857142857142,885.1087389943943,229.10873899439434,call,0,1.1439080238342285
