round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,action,amount,cputime
1,0,5,3,deal,0,♠6 ♣Q,,20000,0.20375079365080515,0.31327067847016166,980,0,0,20,0,1000,0,70,20,3,3,0,-20,-5.737444444443639,-0.3887476190475846,-5.737444444443639,-0.5924984126983897,226.64653684615092,206.64653684615092,check,0,0.1047060489654541
1,1,5,3,flop,1,♠6 ♣Q,♥J ♠4 ♣10,78,0.09615384615384616,0.2780160056692492,980,0,20,0,20,980,70,0,0,5,3,0,-20,-33.269230769230774,-0.7115384615384615,-33.269230769230774,-0.8076923076923077,100.56520435294809,80.56520435294809,fold,0,1.1391160488128662
2,0,5,3,deal,0,♣2 ♠5,,20000,0.1645242063492168,0.30087305098327916,970,0,0,10,10,980,0,50,20,2,3,10,-10,-10.128547619046993,-0.5064273809523496,-11.77378968253916,-0.6709515873015663,178.20988162917826,168.20988162917826,call,0,0.10800504684448242
2,1,5,3,flop,1,♣2 ♠5,♣K ♠10 ♥9,91,0.0,0.0,960,0,20,0,20,960,60,0,0,5,3,0,-20,-40.0,-1.0,-40.0,-1.0,-0.0,-20.0,call,0,1.1505939960479736
2,2,5,3,turn,1,♣2 ♠5,♣K ♠10 ♥9 ♠2,69,0.08695652173913043,0.2817713347133852,940,0,40,0,20,940,120,0,0,5,3,0,-40,-49.565217391304344,-0.7391304347826086,-49.565217391304344,-0.8260869565217391,89.27934925491134,49.27934925491134,call,0,1.1466140747070312
2,3,5,2,river,1,♣2 ♠5,♣K ♠10 ♥9 ♠2 ♥10,128,0.0703125,0.2316244856308374,920,0,60,0,20,920,160,0,0,5,2,0,-60,-68.75,-0.859375,-68.75,-0.859375,71.06368370730829,11.063683707308286,fold,0,1.1516661643981934
3,0,5,3,deal,0,♥Q ♣5,,20000,0.1911329365079489,0.3047462610556409,920,0,0,0,20,920,0,30,20,1,3,30,0,-8.532023809523066,-0.4266011904761533,-14.266011904761534,-0.6177341269841021,206.75827475897,206.75827475897,fold,0,0.11104393005371094
