round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,action,amount,cputime
0,0,5,5,deal,0,♦Q ♣A,,20000,0.3170511904761995,0.36076213777348026,1000,0,0,0,20,1000,0,50,20,2,5,50,0,11.705119047619952,0.5852559523809975,-4.147440476190024,-0.365897619047601,381.87862283885704,381.87862283885704,bet,76,0.11152100563049316
0,1,5,3,flop,0,♦Q ♣A,♦10 ♣Q ♠3,269,0.5371747211895911,0.49581240002167837,924,0,76,0,20,924,304,40,20,2,3,20,-76,99.53159851301115,0.6115241635687734,88.78810408921933,0.07434944237918217,751.9584378539272,675.9584378539272,bet,337,1.1568379402160645
0,2,5,2,turn,0,♦Q ♣A,♦10 ♣Q ♠3 ♥2,169,0.5650887573964497,0.4912490039054542,587,0,413,0,20,587,1315,20,20,1,2,20,-413,332.6952662721893,0.1301775147928994,321.3934911242603,0.1301775147928994,719.0130602233734,306.0130602233734,call,0,1.147887945175171
0,3,5,2,river,0,♦Q ♣A,♦10 ♣Q ♠3 ♥2 ♣4,189,0.6031746031746031,0.4892392065848394,567,0,433,0,20,567,1355,20,20,1,2,20,-433,388.42857142857133,0.20634920634920628,376.3650793650793,0.20634920634920628,791.9841906952814,358.9841906952814,bet,287,1.1507599353790283
1,0,10,10,deal,0,♥3 ♥5,,20000,0.11894462301587298,0.31376976899967557,2209,0,0,0,20,2209,0,30,20,1,10,170,0,3.7889246031745962,0.18944623015872986,-16.43166130952381,-0.762110753968254,177.9217287653949,177.9217287653949,call,0,0.07135796546936035
1,1,10,7,deal,0,♥3 ♥5,,20000,0.11894462301587298,0.31376976899967557,1000,0,0,0,20,1000,0,70,20,3,7,70,0,-3.3477527777777816,-0.16738763888888908,-11.67387638888889,-0.762110753968254,126.81520225616173,126.81520225616173,fold,0,0.0614473819732666
