round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,limitRoundBet,limitBet,action,amount,cputime
0,0,5,5,deal,0,♣5 ♠6,,20000,0.19364523809524858,0.31552869573399506,1000,0,0,0,40,1000,0,110,40,2,5,90,0,-1.270952380950284,-0.03177380952375708,-18.699023809522657,-0.6127095238095028,215.53810128539035,215.53810128539035,fold,0,0.11586117744445801
1,0,9,8,deal,0,♣J ♦5,,20000,0.09597222222222032,0.2794262675247846,1000,0,0,0,20,1000,0,30,20,1,8,130,0,-4.644444444444748,-0.23222222222223743,-17.12083333333339,-0.8080555555555593,101.03892693193856,101.03892693193856,fold,0,0.13947296142578125
1,1,9,5,deal,0,♣J ♦5,,20000,0.09597222222222032,0.2794262675247846,1000,0,0,0,20,1000,0,50,20,2,5,50,0,-10.402777777777969,-0.5201388888888984,-15.201388888888985,-0.8080555555555593,101.03892693193856,101.03892693193856,fold,0,0.1657400131225586
2,0,9,9,deal,0,♥9 ♠5,,20000,0.08717777777777612,0.26791590593007947,1000,0,0,0,20,1000,0,30,20,1,9,150,0,-4.308000000000298,-0.2154000000000149,-17.384666666666718,-0.8256444444444477,91.34407946210618,91.34407946210618,fold,0,0.14139699935913086
2,1,9,7,deal,0,♥9 ♠5,,20000,0.08717777777777612,0.26791590593007947,1000,0,0,0,20,1000,0,70,20,3,7,70,0,-7.795111111111343,-0.3897555555555672,-13.897555555555671,-0.8256444444444477,91.34407946210618,91.34407946210618,fold,0,0.13613414764404297
