round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,bluff_freq,thd_call,bet_limit,action,amount,cputime
1,0,6,6,deal,False,♣10 ♠Q,,60000,0.23180277777776556,0.34862435250359963,0.4672696869573687,3000,0,5000,0,0,20,0,30,20,1,0,0.4,30,check,0,0.3787078857421875
1,1,6,5,deal,False,♣10 ♠Q,,60000,0.23180277777776556,0.34862435250359963,0.4672696869573687,2980,0,4980,0,20,20,0,140,40,2,0,0.125,140,check,0,0.34128403663635254
1,2,6,4,flop,False,♣10 ♠Q,♦4 ♠6 ♦5,634,0.07334384858044164,0.25099018745197155,0.11088465920115845,2960,0,4960,40,0,20,200,20,20,1,0,0.08333333333333333,10,fold,0,1.246272087097168
2,0,6,5,deal,False,♠9 ♠4,,60000,0.1598883597883611,0.31546989812227794,0.3651297519089158,2940,0,4940,0,20,0,0,100,20,5,0,-0.2,50.0,check,0,0.35980701446533203
2,1,6,5,flop,False,♠9 ♠4,♣2 ♠K ♦10,537,0.0335195530726257,0.1720543418372569,0.05979792781300228,2940,0,4940,20,0,20,100,20,20,1,0,0.14285714285714285,8.150519716899488,fold,0,1.2385358810424805
3,0,6,4,deal,False,♣6 ♠7,,60000,0.1558227513227553,0.306818308287931,0.3596529704670792,2930,0,4930,0,10,50,0,150,60,2,0,0.2,75.0,check,0,0.3428230285644531
3,1,6,4,flop,True,♣6 ♠7,♥K ♠8 ♥3,264,0.09659090909090909,0.29055153808058176,0.14031009540614275,2880,0,4880,60,0,20,240,0,0,6,0,0.07692307692307693,10,fold,0,1.2196919918060303
4,0,6,5,deal,False,♥Q ♠A,,60000,0.2736453703703646,0.3632625995942633,0.5250929797585258,2880,0,4880,0,0,60,0,150,60,2,0,0.2857142857142857,0,bet,0,0.34412288665771484
4,1,6,2,flop,False,♥Q ♠A,♠8 ♣6 ♣3,663,0.21945701357466063,0.4125098920608994,0.2815388284423811,2820,0,4820,60,0,20,260,20,20,1,0,0.06666666666666667,32.88736238275302,check,0,1.2567830085754395
5,0,6,6,deal,False,♠6 ♦10,,60000,0.14865727513228177,0.29346329040224284,0.3500119558564596,3100,0,5100,0,0,20,0,70,20,3,0,0.2222222222222222,35.0,check,0,0.34190797805786133
5,1,6,3,flop,False,♠6 ♦10,♠9 ♥2 ♥A,641,0.030421216848673948,0.1683024646648047,0.05652620080254426,3080,0,5080,20,0,20,110,20,20,1,0,0.13333333333333333,8.28505101950667,fold,0,1.254378080368042
6,0,6,6,deal,False,♥K ♣Q,,60000,0.26337698412698174,0.3614203414371247,0.5135611893235225,3080,0,5080,0,0,20,0,50,20,2,0,0.2857142857142857,12.5,bet,12,0.34897518157958984
6,1,6,4,deal,False,♥K ♣Q,,60000,0.26337698412698174,0.3614203414371247,0.5135611893235225,3060,0,5060,0,20,30,0,160,50,2,0,0.15789473684210525,40.0,bet,40,0.3290259838104248
6,2,6,3,flop,False,♥K ♣Q,♥6 ♠8 ♣8,463,0.183585313174946,0.3799897171322795,0.2432057416137004,3020,0,5020,60,0,20,260,20,20,1,0,0.06666666666666667,29.47084031948418,check,0,1.2297601699829102
7,0,6,6,deal,False,♣Q ♠4,,60000,0.15152566137566528,0.2927704564509773,0.35590514888744085,3300,0,5300,0,0,40,0,60,40,1,0,0.4,60,fold,0,0.37063097953796387
8,0,6,4,deal,False,♦7 ♠6,,60000,0.1558227513227553,0.306818308287931,0.36327984269384656,3260,0,5260,0,40,60,0,280,100,2,0,0.058823529411764705,139.71315638857067,check,0,0.34154701232910156
8,1,6,4,flop,False,♦7 ♠6,♠K ♦5 ♣10,676,0.07322485207100592,0.2540365539510433,0.11334265697457901,3200,0,5200,100,0,40,400,40,40,1,0,0.08333333333333333,20,fold,0,1.2530417442321777
9,0,6,4,deal,False,♣3 ♦2,,60000,0.09937156084656372,0.2553710500593715,0.271089542966458,3180,0,5180,0,20,80,0,260,100,2,0,0.17647058823529413,65.0,fold,0,0.36318397521972656
10,0,6,4,deal,False,♣3 ♣6,,60000,0.1574722222222225,0.3188279016530515,0.36727758055227105,3180,0,5180,0,0,40,0,100,40,2,0,0.2857142857142857,50.0,check,0,0.36165714263916016
10,1,6,2,flop,False,♣3 ♣6,♥Q ♠8 ♦6,687,0.42139737991266374,0.4904554199365118,0.49941509023713426,3140,0,5140,40,0,40,160,40,40,1,0,0.16666666666666666,200,check,0,1.2524628639221191
11,0,6,5,deal,False,♦4 ♥Q,,60000,0.15152566137566528,0.2927704564509773,0.3573393909050674,3340,0,5340,0,0,40,0,100,40,2,0,0.2857142857142857,50.0,check,0,0.3507239818572998
11,1,6,4,deal,False,♦4 ♥Q,,60000,0.15152566137566528,0.2927704564509773,0.3573393909050674,3300,0,5300,0,40,40,0,260,80,2,0,0.13333333333333333,90.0964342115318,check,0,0.32424402236938477
11,2,6,4,flop,False,♦4 ♥Q,♠5 ♠6 ♥A,654,0.08868501529051988,0.2689730226644079,0.1341711843295593,3260,0,5260,80,0,42,340,84,42,2,0,0.09012875536480687,20,fold,0,1.248762845993042
12,0,6,6,deal,False,♦7 ♠7,,60000,0.22334351851847078,0.3411958753665795,0.46157392463686264,3260,0,5260,0,0,40,0,100,40,2,0,0.2857142857142857,100,check,0,0.3360121250152588
12,1,6,5,deal,False,♦7 ♠7,,60000,0.22334351851847078,0.3411958753665795,0.46157392463686264,3220,0,5220,0,40,40,0,280,80,2,0,0.125,280,check,0,0.3313300609588623
12,2,6,4,flop,False,♦7 ♠7,♥4 ♠4 ♦8,659,0.2151745068285281,0.40641340870284653,0.2817473298301824,3180,0,5180,80,0,327,400,654,327,2,0,0.23678493845039827,198.75,fold,0,1.2492918968200684
13,0,6,6,deal,False,♠K ♠A,,60000,0.32115264550268,0.39105147975747634,0.587296641056115,3180,0,5180,0,0,80,0,120,80,1,0,0.4,30.0,bet,30,0.35518908500671387
