round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,bluff_freq,thd_call,bet_limit,action,amount,cputime
1,0,7,6,deal,False,♣3 ♥4,,60000,0.1033230158730003,0.27241547427165863,0.31273666593000893,3000,0,5000,0,0,20,0,30,20,1,0,0.4,25.050552540076097,fold,0,0.36455821990966797
2,0,6,6,deal,False,♣9 ♠6,,60000,0.14821071428572058,0.29387351237814596,0.3528685466908089,3000,0,5000,0,0,20,0,30,20,1,0,0.4,30,fold,0,0.4029510021209717
3,0,6,5,deal,False,♠2 ♥7,,60000,0.09861044973545477,0.24982710622625692,0.26974181758167076,2980,0,4980,0,20,0,0,100,20,5,0,-0.2,50.0,check,0,0.38747525215148926
3,1,6,5,flop,False,♠2 ♥7,♥10 ♣2 ♥5,619,0.21243941841680128,0.4045664555145546,0.29915465201108665,2980,0,4980,20,0,20,100,20,20,1,0,0.14285714285714285,30.0,check,0,1.2905359268188477
3,2,6,2,turn,True,♠2 ♥7,♥10 ♣2 ♥5 ♠K,673,0.10029717682020803,0.29853515716967716,0.1853739532411895,2960,0,4960,40,0,20,160,0,0,6,0,0.1111111111111111,10,fold,0,1.289350986480713
4,0,6,6,deal,False,♣J ♣5,,60000,0.18562314814814104,0.33136230923048227,0.408018039131118,2950,0,4950,0,10,30,0,170,40,3,0,0.1,96.53772684506112,check,0,0.39577698707580566
4,1,6,6,flop,True,♣J ♣5,♦6 ♣Q ♣10,363,0.3443526170798898,0.4663790619015858,0.44603615147331444,2920,0,4920,40,0,20,240,0,0,6,0,0.07692307692307693,102.65462224265676,check,0,1.2670252323150635
4,2,6,4,flop,False,♣J ♣5,♦6 ♣Q ♣10,919,0.33569096844396085,0.4678910341546001,0.43674849869411564,2920,0,4920,40,0,20,240,60,20,3,0,0.0625,89.04950707525488,check,0,1.2696201801300049
4,3,6,4,turn,True,♣J ♣5,♦6 ♣Q ♣10 ♦7,418,0.20095693779904306,0.4007159180135906,0.3146766137257206,2900,0,4900,60,0,20,320,0,0,6,0,0.058823529411764705,36.979865307446836,check,0,1.27571702003479
4,4,6,3,turn,False,♣J ♣5,♦6 ♣Q ♣10 ♦7,964,0.1862033195020747,0.38827005422737376,0.2966749299677493,2900,0,4900,60,0,20,320,40,20,2,0,0.05263157894736842,34.59116329927695,check,0,1.258944034576416
4,5,6,3,river,True,♣J ♣5,♦6 ♣Q ♣10 ♦7 ♣7,300,0.8366666666666667,0.3696695220809467,0.9835057609689529,2880,0,4880,80,0,20,380,0,0,6,0,0.05,inf,allin,0,1.2747950553894043
