round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,bluff_freq,thd_call,bet_limit,action,amount,cputime
2,0,9,9,deal,False,♦10 ♠4,,60000,0.08671481481482343,0.26741223743452314,0.509965522709909,3330,0,5330,0,0,40,0,150,40,3,0,0.21052631578947367,0,bet,0,0.2481677532196045
2,1,6,5,deal,False,♣Q ♥9,,60000,0.20453320105818956,0.33040871939198246,0.6796913995168571,3000,0,5000,0,0,20,0,50,20,2,0,-0.8571428571428571,25.0,bet,25,0.40072178840637207
3,0,6,3,deal,False,♠K ♣10,,60000,0.23789060846559593,0.34881804831857244,0.7394733625910604,3121,0,5121,0,80,80,0,400,160,2,0,0.16666666666666666,400,bet,400,0.23337101936340332
3,1,6,4,deal,False,♣Q ♥9,,60000,0.20453320105818956,0.33040871939198246,0.6788846793157388,2975,0,4975,0,25,15,0,135,40,1,0,-0.16666666666666666,67.5,bet,67,0.3841736316680908
4,0,6,3,flop,False,♣Q ♥9,♥Q ♠5 ♦6,314,0.6353503184713376,0.46876179039088905,1.055071638649421,2804,0,4804,196,0,60,633,60,60,1,0,0.0796812749003984,inf,allin,0,1.1643519401550293
4,1,6,4,deal,False,♦8 ♦6,,60000,0.34073888888880144,0.3570048342915514,0.7407591851052335,3121,0,5121,0,0,160,0,400,160,2,0,0.2857142857142857,400,bet,400,0.20005035400390625
7,0,6,5,deal,False,♦7 ♠8,,60000,0.16787275132274979,0.31300667632157736,0.6059115584421061,2900,0,4900,0,0,20,0,30,20,1,0,0.4,15.0,bet,15,0.2287602424621582
7,1,9,4,flop,False,♣5 ♠6,♣Q ♠J ♣7,722,0.39058171745152354,0.4792884206160864,0.8091834125791919,3330,0,5330,20,0,20,130,20,20,1,0,0.11764705882352941,300,bet,300,1.314884901046753
10,0,6,6,deal,False,♥K ♦7,,60000,0.1823747354497271,0.31244248467622604,0.6349461302254293,2900,0,4900,0,0,20,0,30,20,1,0,0.4,15.0,bet,15,0.43502211570739746
10,1,6,2,deal,False,♥J ♦K,,60000,0.16790000000002347,0.35313490481269605,0.7300613006366605,3201,0,5201,0,160,0,0,400,160,2,0,0.0,400,bet,400,0.540844202041626
