,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
e171af91cd10706a4780e7d9686ab45b,False,0.0,,5960.0,False,False,True,True,0.0,0.0,6,False,,
5ba3f455357cdf9eee1aa698cc2219cc,False,0.0,,2610.0,False,False,True,True,0.0,0.0,D,False,,
64bd3da256dcaf5ef87360a1e3ee4917,False,20.0,,2910.0,False,False,True,True,0.0,0.0,SB,False,,
04a538997c2c3bf463a5264220fa89e3,False,40.0,,2840.0,False,False,True,True,0.0,0.0,BB,False,,
e9843887df75c1ffa01b15375882dfe1,False,0.0,,2860.0,False,False,True,True,0.0,0.0,1,False,,
1f11bed6c99549af7d6dfa7ba6966c17,False,0.0,,3330.0,False,False,True,True,0.0,0.0,2,False,,
f8557354998f5400cde08ed6d04c7b14,False,0.0,,1510.0,False,False,True,True,0.0,0.0,3,False,,
b040f7f4a7b4cf0fe8482beaffd569b1,False,0.0,,1620.0,False,False,True,True,0.0,0.0,4,False,,
jyp,True,0.0,♦Q ♣A,0.0,False,False,True,True,0.0,0.0,5,True,,
71826cd0e8696f766cef09ec0af2a618,False,0.0,♠A ♥A,3000.0,True,False,True,True,0.0,0.0,,,True,3000.0
e34a8899ef6468b74f8a1048419ccc8b,True,0.0,♠5 ♦10,0.0,False,False,True,True,0.0,0.0,,,,
a1931ec126bbad3fa7a3fc64209fd921,True,0.0,♠2 ♦4,0.0,False,False,True,True,0.0,0.0,,,,
0e3e06c992d1ead056a6861bb46b28a8,True,0.0,♥9 ♠K,12000.0,True,False,True,True,0.0,0.0,,,True,12000.0
ec08269f21705262f123b926348c4872,False,0.0,♣2 ♥J,3000.0,True,False,True,True,0.0,0.0,,,True,3000.0
