,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
jyp,False,0.0,♦Q ♥9,2770.0,True,False,True,True,0.0,0.0,SB,True,True,2770.0
6f5083db4a6bb2cc5e40023dbe1b761c,False,40.0,,8970.0,False,False,True,True,0.0,0.0,BB,False,,
d74119fef14f37d77f70ad579d13d17f,False,0.0,,0.0,False,False,True,False,0.0,0.0,,False,,
64bd3da256dcaf5ef87360a1e3ee4917,False,0.0,♠10 ♦10,2790.0,True,False,False,True,0.0,0.0,1,False,True,2790.0
e9843887df75c1ffa01b15375882dfe1,False,0.0,,0.0,False,False,True,False,0.0,0.0,,False,,
5849fc32e5d3d3fe0e1a7b0f78fc4921,False,0.0,,2920.0,True,False,True,True,0.0,0.0,2,False,,
835b6db99913bde04ce46dc1b6066f90,False,0.0,,3060.0,True,False,True,True,0.0,0.0,D,False,,
b8682092cae86d1e20892b767f52bbfb,False,0.0,♠5 ♣4,4847.0,True,False,True,True,0.0,0.0,,,True,4847.0
ca81c08c8fc0f1e16ca09c4b2693bb99,False,0.0,♠3 ♣K,2750.0,True,False,False,True,0.0,0.0,,,True,2750.0
fb90eb5c0ac56ccf3eea433a56f209a1,False,0.0,♠4 ♣Q,1950.0,True,False,False,True,0.0,0.0,,,True,1950.0
1f11bed6c99549af7d6dfa7ba6966c17,False,0.0,♥J ♦2,6017.0,True,False,True,True,0.0,0.0,,,True,6017.0
9b1173b530529d85ac1d9a2e037466f6,False,0.0,♠K ♣2,2760.0,True,False,False,True,0.0,0.0,,,True,2760.0
39104bb03b0a93f3bcf109363bba51d8,False,0.0,♣9 ♣6,116.0,True,False,False,True,0.0,0.0,,,True,116.0
