,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
2c56c360580420d293172f42d85dfbed,False,0.0,,3370.0,False,False,True,True,0.0,0.0,5,False,,
e9843887df75c1ffa01b15375882dfe1,False,0.0,♠10 ♣K,2960.0,True,False,True,True,0.0,0.0,6,False,True,2960.0
5219d9bcbc4ede02777674d0a75a7b74,False,0.0,,2730.0,False,False,False,True,0.0,0.0,7,False,,
7598d7937e2d413d6587ab562e3613a2,False,0.0,,2190.0,False,False,True,True,0.0,0.0,D,False,,
5f056dbdb4e73cbe5e32cd87ec5d4b5b,False,20.0,,1750.0,False,False,True,True,0.0,0.0,SB,False,,
31a75d2f1a612eed66f277bb789a7d76,False,40.0,,2370.0,False,False,True,True,0.0,0.0,BB,False,,
e66f111bad61bdb688192fa9f85acc71,False,0.0,,6200.0,False,False,True,True,0.0,0.0,1,False,,
2bcebc8c9c8b04337d5af15b6545aaea,False,0.0,,2500.0,False,False,True,True,0.0,0.0,2,False,,
a1931ec126bbad3fa7a3fc64209fd921,False,0.0,,3330.0,False,False,True,True,0.0,0.0,3,False,,
jyp,True,0.0,♣A ♠K,0.0,False,False,True,True,0.0,0.0,4,True,,
229979fce5174c17d4645bf8752dae1e,False,40.0,,3865.0,False,False,True,True,0.0,0.0,,,,
cd37e256884b5327c77a0627741e5dac,False,40.0,,3060.0,False,False,True,True,0.0,0.0,,,,
71826cd0e8696f766cef09ec0af2a618,False,0.0,,2970.0,True,False,True,True,0.0,0.0,,,,
d217d420e818c77100367d2ea49f95c1,False,40.0,,2105.0,False,False,True,True,0.0,0.0,,,,
bc170e6be8cd96fe6e1b91bd0e321362,False,20.0,,2910.0,False,False,True,True,0.0,0.0,,,,
a3e7e018f317c473483ade5f6bad5eb8,False,0.0,♥10 ♠4,6100.0,True,False,True,True,0.0,0.0,,,True,6100.0
64bd3da256dcaf5ef87360a1e3ee4917,False,0.0,♦7 ♣10,2960.0,True,False,True,True,0.0,0.0,,,True,2960.0
859d73cfb5fd4aa9497e5a728732037e,False,0.0,♦4 ♥3,2980.0,True,False,False,True,0.0,0.0,,,True,2980.0
