,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
2c56c360580420d293172f42d85dfbed,False,0.0,,2950.0,False,False,True,True,0.0,0.0,7,False,,
e9843887df75c1ffa01b15375882dfe1,False,0.0,♦2 ♣K,1300.0,True,False,True,True,0.0,0.0,D,False,True,1300.0
5219d9bcbc4ede02777674d0a75a7b74,False,20.0,,2730.0,False,False,False,True,0.0,0.0,SB,False,,
7598d7937e2d413d6587ab562e3613a2,False,40.0,,2330.0,False,False,True,True,0.0,0.0,BB,False,,
5f056dbdb4e73cbe5e32cd87ec5d4b5b,False,40.0,,1590.0,False,False,True,True,0.0,0.0,1,False,,
31a75d2f1a612eed66f277bb789a7d76,False,40.0,,2530.0,False,False,True,True,0.0,0.0,2,False,,
e66f111bad61bdb688192fa9f85acc71,False,0.0,,6200.0,True,False,True,True,0.0,0.0,3,False,,
2bcebc8c9c8b04337d5af15b6545aaea,False,0.0,,2500.0,True,False,True,True,0.0,0.0,4,False,,
a1931ec126bbad3fa7a3fc64209fd921,False,0.0,,3530.0,False,False,True,True,0.0,0.0,5,False,,
jyp,False,0.0,♣5 ♣6,2830.0,True,False,True,True,0.0,0.0,6,True,True,2830.0
57eb0415a06a0bef907e4ce2d3d8daac,False,0.0,,950.0,True,False,True,True,0.0,0.0,,,,
b8682092cae86d1e20892b767f52bbfb,False,40.0,,2860.0,False,False,True,True,0.0,0.0,,,,
64bd3da256dcaf5ef87360a1e3ee4917,False,0.0,♥5 ♣Q,2850.0,True,False,True,True,0.0,0.0,,,True,2850.0
1f11bed6c99549af7d6dfa7ba6966c17,False,40.0,,6460.0,False,False,True,True,0.0,0.0,,,,
e171af91cd10706a4780e7d9686ab45b,False,20.0,,1690.0,False,False,True,True,0.0,0.0,,,,
229979fce5174c17d4645bf8752dae1e,False,0.0,,2930.0,False,False,False,True,0.0,0.0,,,,
cd37e256884b5327c77a0627741e5dac,False,0.0,,3190.0,False,False,True,True,0.0,0.0,,,,
71826cd0e8696f766cef09ec0af2a618,False,10.0,,2970.0,False,False,True,True,0.0,0.0,,,,
d217d420e818c77100367d2ea49f95c1,False,20.0,,2920.0,False,False,True,True,0.0,0.0,,,,
bc170e6be8cd96fe6e1b91bd0e321362,False,0.0,,2970.0,False,False,False,True,0.0,0.0,,,,
e5f6c83e6e97c74fc9e9760fc8972aed,False,0.0,♦9 ♣4,5420.0,True,False,True,True,0.0,0.0,,,True,5420.0
bee63769dced024ca8bb0b2f798a6a0e,False,0.0,♥8 ♣3,2600.0,True,False,False,True,0.0,0.0,,,True,2600.0
