,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
3e9a6ff20c8402006d49069b3012cb02,False,0,♠10 ♦K,1560,True,False,True,True,0,0,5,False,True,1560.0
6d61fd37aeab79f9e5143f2ed2d62bfb,False,0,♣10 ♣9,2620,True,False,False,True,0,0,6,False,True,2620.0
4eae18cf9e54a0f62b44176d074cbe2f,False,0,♥7 ♥5,2600,True,False,False,True,0,0,7,False,True,2600.0
f4f20dbeea94e1103a372bd02805ee33,False,0,♥3 ♣8,7753,True,False,False,True,0,0,D,False,True,7753.0
5faac3af164cd38c79dbdc764b85ab8a,False,0,♦6 ♦10,2489,True,False,False,True,0,0,SB,False,True,2489.0
6f5083db4a6bb2cc5e40023dbe1b761c,False,0,♥4 ♦A,40,True,False,False,True,0,0,BB,False,True,40.0
f9389659414547f6859e4ead7deab301,False,0,♦J ♣7,4480,True,False,True,True,0,0,1,False,True,4480.0
8683a4ddff4a1d7e11000ca167a27044,False,0,♥Q ♦2,2830,True,False,True,True,0,0,2,False,True,2830.0
jyp,False,0,♦4 ♣A,4240,True,False,True,True,0,0,3,True,True,4240.0
d74119fef14f37d77f70ad579d13d17f,False,0,♦Q ♠4,1388,True,False,False,True,0,0,4,False,True,1388.0
