round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,prWin_adj,chips,reld,stack,pot,bet,cost_to_call,pot_sum,bet_sum,maxBet_all,N_maxBet_all,bluff_freq,thd_call,bet_limit,action,amount,cputime
1,0,6,6,deal,False,♦8 ♥J,,60000,0.18316018518517857,0.3174394636533794,0.40131413976530234,3000,0,5000,0,0,20,0,30,20,1,0,0.4,30,check,0,0.34511280059814453
1,1,6,5,flop,False,♦8 ♥J,♣K ♦A ♦J,602,0.2564784053156146,0.4173952893921532,0.33944930448211574,2980,0,4980,20,0,20,120,20,20,1,0,0.125,41.14281120908028,check,0,1.2409000396728516
1,2,6,5,flop,False,♦8 ♥J,♣K ♦A ♦J,1297,0.25736314572089436,0.4184011329615452,0.3404275640101595,2960,0,4960,20,20,23,120,146,43,2,0,0.07958477508650519,47.53379220435092,check,0,1.2517268657684326
1,3,6,5,turn,False,♦8 ♥J,♣K ♦A ♦J ♥3,630,0.1976190476190476,0.381405979950433,0.33225215360645055,2937,0,4937,63,0,32,335,32,32,1,0,0.08020050125313283,63.6906271644846,check,0,1.2507328987121582
1,4,6,5,river,True,♦8 ♥J,♣K ♦A ♦J ♥3 ♦6,464,0.09051724137931035,0.28692136621797615,0.21609702351270765,2905,0,4905,95,0,20,495,0,0,6,0,0.038834951456310676,27.61165050773535,check,0,1.2352628707885742
1,5,6,3,river,False,♦8 ♥J,♣K ♦A ♦J ♥3 ♦6,919,0.08487486398258977,0.2786953918645349,0.20685430055526194,2905,0,4905,95,0,2905,495,5810,2905,2,0,0.31541802388707924,726.25,fold,0,1.2294189929962158
2,0,5,2,deal,False,♥5 ♣4,,60000,0.16775701058199022,0.3081724711925666,0.33814157746008117,2885,0,4885,0,20,280,0,330,300,1,0,0.4262295081967213,330,fold,0,0.3711519241333008
3,0,5,3,deal,False,♦5 ♣A,,60000,0.24007050264540866,0.33138782510111436,0.4356942302301171,2875,0,4875,0,10,50,0,90,60,1,0,0.2857142857142857,90,check,0,0.38287901878356934
3,1,5,3,flop,True,♦5 ♣A,♠A ♠Q ♣7,377,0.7055702917771883,0.44249804023983574,0.79034648315411,2825,0,4825,60,0,20,180,0,0,5,0,0.1,180,bet,180,1.2660741806030273
4,0,5,4,deal,False,♠7 ♦A,,60000,0.24280277777767814,0.32822675693945497,0.44004012973527606,3005,0,5005,0,0,20,0,50,20,2,0,0.2857142857142857,50,check,0,0.3780951499938965
4,1,5,4,deal,False,♠7 ♦A,,60000,0.24280277777767814,0.32822675693945497,0.44004012973527606,2985,0,4985,0,20,20,0,120,40,2,0,0.14285714285714285,93.38910637939854,check,0,0.3434758186340332
4,2,5,2,flop,False,♠7 ♦A,♣K ♦J ♥8,604,0.1771523178807947,0.3737629382023533,0.2474030682770082,2965,0,4965,40,0,20,160,20,20,1,0,0.1,29.79438137230901,check,0,1.2886571884155273
4,3,5,2,turn,False,♠7 ♦A,♣K ♦J ♥8 ♠J,481,0.11122661122661123,0.28644368622189714,0.2165291471232626,2945,0,4945,60,0,577,200,577,577,1,0,0.4261447562776957,296.75563749746925,fold,0,1.2709460258483887
5,0,5,4,deal,False,♦9 ♣4,,60000,0.1468678571428519,0.2775184825251769,0.3104039084474395,2945,0,4945,0,0,20,0,30,20,1,0,0.4,24.557777476234648,fold,0,0.3654141426086426
6,0,5,5,deal,False,♥5 ♥A,,60000,0.28010052910041494,0.36272917855698633,0.48845886123524074,2945,0,4945,0,0,40,0,60,40,1,0,0.4,60,check,0,0.37978196144104004
6,1,5,4,deal,False,♥5 ♥A,,60000,0.28010052910041494,0.36272917855698633,0.48845886123524074,2905,0,4905,0,40,40,0,200,80,1,0,0.16666666666666666,200,check,0,0.3421170711517334
6,2,5,3,flop,True,♥5 ♥A,♥4 ♥Q ♦2,676,0.533284023668639,0.49229934307942497,0.6230843935459229,2865,0,4865,80,0,40,320,0,0,5,0,0.1111111111111111,160.0,bet,160,1.2921299934387207
6,3,5,2,turn,False,♥5 ♥A,♥4 ♥Q ♦2 ♠A,524,0.5992366412213741,0.4722038929530509,0.762279084657382,2705,0,4705,240,0,100,640,100,100,1,0,0.11904761904761904,676.25,bet,676,1.2823078632354736
6,4,5,2,turn,False,♥5 ♥A,♥4 ♥Q ♦2 ♠A,1143,0.5835520559930009,0.47611738260380637,0.7475648223403989,2029,0,4029,240,676,2029,640,3381,2730,1,0,0.3353719008264463,507.25,bet,507,1.2689368724822998
