,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
e171af91cd10706a4780e7d9686ab45b,False,80.0,,6490.0,False,False,True,True,0.0,0.0,3,False,,
5ba3f455357cdf9eee1aa698cc2219cc,False,0.0,,2210.0,False,False,True,True,0.0,0.0,4,False,,
64bd3da256dcaf5ef87360a1e3ee4917,False,0.0,♦2 ♠2,2470.0,True,False,True,True,0.0,0.0,5,False,True,2470.0
04a538997c2c3bf463a5264220fa89e3,False,0.0,,2700.0,False,False,False,True,0.0,0.0,6,False,,
e9843887df75c1ffa01b15375882dfe1,False,0.0,♥K ♣J,2760.0,True,False,True,True,0.0,0.0,D,False,True,2760.0
1f11bed6c99549af7d6dfa7ba6966c17,False,40.0,,2550.0,False,False,True,True,0.0,0.0,SB,False,,
f8557354998f5400cde08ed6d04c7b14,False,80.0,,1060.0,False,False,True,True,0.0,0.0,BB,False,,
b040f7f4a7b4cf0fe8482beaffd569b1,False,80.0,,3000.0,False,False,True,True,0.0,0.0,1,False,,
jyp,False,0.0,♣K ♣4,2540.0,True,False,True,True,0.0,0.0,2,True,True,2540.0
29ee89c64af5a98ae3073d3b707ff421,False,20.0,,2670.0,True,False,True,True,0.0,0.0,,,,
c4d15f8c11c4692b6e38922431d096f9,False,40.0,,5690.0,False,False,True,True,0.0,0.0,,,,
8518eafd8feec0d8c056d396122a175a,False,40.0,,90.0,False,False,True,True,0.0,0.0,,,,
140c5dea2b267076496d0a00ed8e0382,False,40.0,,2430.0,False,False,True,True,0.0,0.0,,,,
3b770ebe9b04f171f0ead0e07d8e2882,False,0.0,,4040.0,True,False,True,True,0.0,0.0,,,,
5e0c8da259fdf3501994637edb76a0a4,False,0.0,,2910.0,True,False,False,True,0.0,0.0,,,,
29988429c481f219b8c5ba8c071440e1,False,40.0,,3270.0,False,False,True,True,0.0,0.0,,,,
4a4079e06eb2f7ba7a12821c7c58a3f6,False,10.0,,2970.0,False,False,False,True,0.0,0.0,,,,
a840f97564574b54956c385088b90e81,False,20.0,,2980.0,False,False,True,True,0.0,0.0,,,,
bc170e6be8cd96fe6e1b91bd0e321362,False,0.0,,3000.0,True,False,True,True,0.0,0.0,,,,
5849fc32e5d3d3fe0e1a7b0f78fc4921,False,0.0,,2940.0,True,False,True,True,0.0,0.0,,,,
859d73cfb5fd4aa9497e5a728732037e,False,0.0,♥7 ♠10,2960.0,True,False,False,True,0.0,0.0,,,True,2960.0
924ff83ff1e671bacfb07ff12b845703,False,0.0,♥2 ♦7,2910.0,True,False,True,True,0.0,0.0,,,True,2910.0
b8682092cae86d1e20892b767f52bbfb,False,0.0,♦K ♦A,4360.0,True,False,True,True,0.0,0.0,,,True,4360.0
