,allIn,bet,cards,chips,folded,isHuman,isOnline,isSurvive,reloadCount,roundBet,position,me,win,score
bc170e6be8cd96fe6e1b91bd0e321362,False,0.0,,2810.0,False,False,True,True,0.0,0.0,5,False,,
a6d1394397f7097c7eb37d1db6c9faba,False,0.0,,2790.0,False,False,True,True,0.0,0.0,D,False,,
924ff83ff1e671bacfb07ff12b845703,False,40.0,,2790.0,False,False,True,True,0.0,0.0,SB,False,,
e9843887df75c1ffa01b15375882dfe1,False,0.0,♦8 ♦7,4849.0,True,False,True,True,0.0,0.0,BB,False,True,4849.0
b8682092cae86d1e20892b767f52bbfb,False,0.0,,2870.0,False,False,False,True,0.0,0.0,1,False,,
64bd3da256dcaf5ef87360a1e3ee4917,False,0.0,,2900.0,False,False,True,True,0.0,0.0,2,False,,
jyp,True,0.0,♠K ♥2,0.0,False,False,True,True,0.0,0.0,3,True,,
da41bceff97b1cf96078ffb249b3d66e,False,0.0,,3910.0,False,False,True,True,0.0,0.0,4,False,,
ae074a5692dfb7c26aae5147e52ceb40,False,0.0,♦Q ♥A,4763.0,True,False,True,True,0.0,0.0,,,True,4763.0
0a40e3c91a3a55c9a37428c6d194d0e5,False,0.0,♣Q ♦K,2458.0,False,False,True,True,0.0,0.0,,,True,2458.0
29ee89c64af5a98ae3073d3b707ff421,False,0.0,♣5 ♥10,2930.0,True,False,True,True,0.0,0.0,,,True,2930.0
8ddf878039b70767c4a5bcf4f0c4f65e,False,0.0,,2070.0,True,False,True,True,0.0,0.0,,,,
7207463d8fef864feeb8bac38c2ac500,False,0.0,,0.0,False,False,True,False,0.0,0.0,,,,
e578153324d72849ef09b0878efa605b,False,160.0,,4075.0,False,False,True,True,0.0,0.0,,,,
91fece2cae759ed296ead6185026e75c,False,320.0,,2070.0,False,False,True,True,0.0,0.0,,,,
